symbol,asOfDate,periodType,currencyCode,NetIncome
BFF.MI,2021-09-30,TTM,EUR,275292081.0
BFF.MI,2023-03-31,3M,EUR,48398109.0
BFF.MI,2023-06-30,3M,EUR,27748219.0
BFF.MI,2023-09-30,3M,EUR,38879822.0
BFF.MI,2023-12-31,3M,EUR,56635607.0
BFF.MI,2024-03-31,3M,EUR,39308287.0
BFF.MI,2024-03-31,TTM,EUR,162571935.0
