symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
LTMC.MI,2022-12-31,3M,EUR,55884000.0,88496000.0,-96311000.0,0.0,3991000.0,53470000.0,68215000.0,50000.0,234838000.0,236999000.0,216241000.0,18597000.0,50000.0,51390000.0,14744000.0,498002000.0,13934000.0,605000.0,14539000.0,523797000.0,12670000.0,1773000.0,23595000.0,3214000.0,1428719000.0,2033137000.0,261053000.0,0.0,1803000.0,3214000.0,1845620000.0,489000.0,5794000.0,9711000.0,54281000.0,1793625000.0,1847906000.0,9711000.0,27845000.0,23974000.0,55168000.0,1559392000.0,164742000.0,-1981747000.0,0.0,0.0,123606000.0,17979000.0,2597000.0,251630412.0,31716000.0,31716000.0,604418000.0,14733000.0,,150694000.0,168865000.0,56688000.0,2161000.0,421679000.0,54339000.0,0.0,24238000.0,-27619000.0,251630412.0,51390000.0,-1981747000.0,2312000.0,2756235000.0,1845015000.0,1862445000.0,106558000.0,2649677000.0,2258233000.0,2125880000.0,215101000.0,106771000.0,-25795000.0
LTMC.MI,2023-06-30,3M,EUR,78322000.0,65111000.0,-105589000.0,,,54285000.0,,10000000.0,403693000.0,428941000.0,388289000.0,15404000.0,10000000.0,523454000.0,13483000.0,1486306000.0,,,,1538478000.0,,,,,1541891000.0,2018374000.0,275355000.0,,,2029000.0,523454000.0,476000.0,6950000.0,,,,,8753000.0,6591000.0,25481000.0,10027000.0,,169766000.0,-1494920000.0,,,70252000.0,19067000.0,,251630412.0,80455000.0,379112000.0,476483000.0,15288000.0,16385000.0,,182106000.0,,25248000.0,82685000.0,,0.0,909463000.0,-2529000.0,251630412.0,523454000.0,-1494920000.0,307000.0,3706602000.0,523454000.0,,533481000.0,3173121000.0,2220296000.0,1634643000.0,4363000.0,,-52172000.0
LTMC.MI,2023-09-30,3M,EUR,79649000.0,78863000.0,-137526000.0,,,59740000.0,,10000000.0,293619000.0,319900000.0,265092000.0,28527000.0,10000000.0,513344000.0,13207000.0,508981000.0,,,,527747000.0,,,,,1583749000.0,2033021000.0,311377000.0,,,1596000.0,513344000.0,469000.0,6974000.0,,,,,8480000.0,6655000.0,29469000.0,43808000.0,,173851000.0,-1519677000.0,,,67016000.0,20882000.0,,251630412.0,108427000.0,306592000.0,449272000.0,16231000.0,16682000.0,,208961000.0,,26281000.0,104697000.0,,0.0,,25337000.0,251630412.0,513344000.0,-1519677000.0,195000.0,2748609000.0,513344000.0,,557152000.0,2191457000.0,2239628000.0,1663710000.0,25048000.0,,-18766000.0
LTMC.MI,2023-12-31,3M,EUR,47162000.0,95825000.0,-130223000.0,433832000.0,558000.0,64073000.0,75908000.0,10000000.0,294682000.0,296473000.0,267550000.0,27132000.0,10000000.0,498372000.0,12677000.0,1043504000.0,18592000.0,2329000.0,20921000.0,574578000.0,11649000.0,40196000.0,,1495000.0,1481917000.0,2043238000.0,309012000.0,45000.0,0.0,1495000.0,2419777000.0,462000.0,558000.0,285000.0,57316000.0,1919076000.0,1976392000.0,285000.0,4891000.0,32292000.0,43218000.0,1626723000.0,178789000.0,-1544866000.0,,,101147000.0,22016000.0,3588000.0,251630412.0,36144000.0,36144000.0,561321000.0,,,240670000.0,199970000.0,27605000.0,1791000.0,438856000.0,54151000.0,0.0,528639000.0,16989000.0,251630412.0,498372000.0,-1544866000.0,3127000.0,3282195000.0,2417448000.0,1997313000.0,541590000.0,2740605000.0,2238691000.0,2166027000.0,151024000.0,21385000.0,468926000.0
LTMC.MI,2024-03-31,3M,EUR,48290000.0,90909000.0,-138904000.0,433832000.0,3906000.0,68453000.0,75937000.0,10000000.0,319294000.0,321181000.0,294562000.0,24732000.0,10000000.0,528466000.0,13077000.0,1088675000.0,18768000.0,2728000.0,21496000.0,580400000.0,11481000.0,31682000.0,,,1483272000.0,2022338000.0,320653000.0,45000.0,,1808000.0,2452830000.0,455000.0,3906000.0,,57169000.0,1921636000.0,1978805000.0,285000.0,4830000.0,33938000.0,43303000.0,1605070000.0,181749000.0,-1493872000.0,,,100447000.0,22716000.0,3939000.0,251630412.0,38934000.0,38934000.0,539066000.0,,,219411000.0,205185000.0,31031000.0,1887000.0,436566000.0,67141000.0,0.0,533797000.0,47083000.0,251630412.0,528466000.0,-1493872000.0,3829000.0,3312087000.0,2450102000.0,2000301000.0,571769000.0,2740318000.0,2223412000.0,2159918000.0,168865000.0,21438000.0,508275000.0
