asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestrictedCash,RetainedEarnings,SaleOfBusiness,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkingCapital,WriteOff
2020-12-31,12M,EUR,34148000.0,19967000.0,-16209000.0,,71891000.0,71891000.0,,251630412.0,-0.198593,0.0,10663000.0,-40587000.0,26409000.0,50000.0,145814000.0,153820000.0,-8634000.0,139276000.0,6538000.0,145814000.0,4000.0,33917000.0,1882000.0,25456000.0,61259000.0,145814000.0,50000.0,-8634000.0,129838000.0,187774000.0,359000.0,63345000.0,213933000.0,6440000.0,810000.0,7250000.0,171596000.0,6328000.0,29808000.0,101699000.0,101699000.0,29808000.0,3073000.0,251630412.0,-0.198593,-49972000.0,-5891000.0,95808000.0,145814000.0,,,340619000.0,53000.0,116478000.0,5479000.0,550452000.0,756365000.0,81799000.0,325415000.0,,,16000.0,44799000.0,44799000.0,44000.0,44000.0,-37902000.0,53000.0,763750000.0,-351870000.0,537000.0,5171000.0,61000.0,187774000.0,892914000.0,19969000.0,633102000.0,653071000.0,637024000.0,-431500000.0,61000.0,22114000.0,8940000.0,,2653000.0,914000.0,-200000.0,187774000.0,488098000.0,-49972000.0,-49972000.0,-50886000.0,-49972000.0,-49972000.0,-50690000.0,-50886000.0,-24445000.0,-47820000.0,,205446000.0,205524000.0,-47820000.0,-89000.0,-311083000.0,65590000.0,-16142000.0,-78000.0,-626527000.0,580000.0,0.0,32701000.0,11725000.0,,95824000.0,-49959840.0,157065000.0,328217000.0,-2802000.0,388760000.0,251630412.0,29572000.0,7588000.0,205913000.0,49362000.0,19906000.0,8557000.0,5659000.0,32217000.0,61837000.0,,8006000.0,0.0,148586000.0,,-50690000.0,0.0,597000.0,-200000.0,-24445000.0,-16142000.0,63345000.0,101699000.0,1658000.0,1658000.0,-687468000.0,,-50834000.0,0.0,190385000.0,190385000.0,251630412.0,255890000.0,-255968000.0,-16000.0,129838000.0,-626527000.0,-3840.0,196000.0,0.24,10521000.0,-4370000.0,1067061000.0,762940000.0,660321000.0,132491000.0,391562000.0,934570000.0,853128000.0,762974000.0,3065000.0,388760000.0,82221000.0,-16000.0,-16000.0,39710000.0,42337000.0,886000.0
2021-12-31,12M,EUR,81000000.0,117291000.0,-54607000.0,,93389000.0,93389000.0,,251630412.0,-0.228732,145814000.0,47196000.0,-49788000.0,69007000.0,50000.0,125009000.0,153617000.0,-249740000.0,114385000.0,10624000.0,-20805000.0,10000.0,4436000.0,16771000.0,-71509000.0,-50292000.0,-20805000.0,50000.0,-249740000.0,-24420000.0,175000000.0,12107000.0,171054000.0,350049000.0,12387000.0,131000.0,12518000.0,467576000.0,11461000.0,49222000.0,142611000.0,142611000.0,49222000.0,1713000.0,251630412.0,-0.228732,-57556000.0,33206000.0,175817000.0,125009000.0,,,643496000.0,86000.0,80591000.0,12740000.0,1139816000.0,1598173000.0,215951000.0,644357000.0,,,0.0,83466000.0,83466000.0,36000.0,36000.0,-69236000.0,86000.0,1426610000.0,-794680000.0,516000.0,11657000.0,6859000.0,175000000.0,825000000.0,56620000.0,1450899000.0,1507519000.0,825000000.0,-1803000.0,6859000.0,30921000.0,19658000.0,,35699000.0,328000.0,-821000.0,175000000.0,1326021000.0,-57556000.0,-57556000.0,-57884000.0,-57556000.0,-57556000.0,-50260000.0,-57884000.0,-24910000.0,-95703000.0,,822517000.0,823197000.0,-95703000.0,-9555000.0,-744071000.0,161344000.0,-24878000.0,-680000.0,-1622593000.0,,4928000.0,83792000.0,15396000.0,,175817000.0,-57556000.0,130379000.0,598447000.0,45910000.0,815411000.0,251630412.0,77720000.0,20678000.0,458357000.0,97578000.0,27299000.0,7298000.0,16629000.0,205393000.0,136990000.0,,28608000.0,0.0,422259000.0,,-50260000.0,0.0,6368000.0,-821000.0,-24910000.0,-24878000.0,171054000.0,142611000.0,6296000.0,6296000.0,-2483000.0,,-119679000.0,0.0,372107000.0,372107000.0,251630412.0,0.0,-680000.0,0.0,-24420000.0,-1622593000.0,0.0,7624000.0,0.24,1335000.0,-14239000.0,2163082000.0,1426479000.0,1520037000.0,11279000.0,769501000.0,2151803000.0,1813033000.0,1684227000.0,12273000.0,815411000.0,135866000.0,0.0,0.0,44886000.0,-117527000.0,555000.0
2022-12-31,12M,EUR,55884000.0,88496000.0,-96311000.0,0.0,97879000.0,97879000.0,3991000.0,251630412.0,0.286607,125009000.0,53470000.0,-91062000.0,68215000.0,50000.0,234838000.0,236999000.0,-19341000.0,216241000.0,18597000.0,109829000.0,-2335000.0,-12822000.0,-366000.0,35589000.0,20066000.0,109829000.0,50000.0,-19341000.0,51390000.0,0.0,14744000.0,891367000.0,498002000.0,13934000.0,605000.0,14539000.0,523797000.0,12670000.0,56428000.0,154307000.0,154307000.0,56428000.0,1773000.0,251630412.0,0.286607,72119000.0,252422000.0,406729000.0,234838000.0,,23595000.0,231105000.0,3214000.0,320947000.0,,1428719000.0,2033137000.0,261053000.0,516319000.0,0.0,1803000.0,490000.0,119167000.0,119167000.0,550000.0,550000.0,-79405000.0,3214000.0,1845620000.0,-533285000.0,489000.0,5794000.0,9711000.0,0.0,350000000.0,54281000.0,1793625000.0,1847906000.0,350000000.0,0.0,9711000.0,27845000.0,23974000.0,,55168000.0,-6312000.0,-124867000.0,0.0,1559392000.0,72119000.0,72119000.0,78431000.0,72119000.0,72119000.0,133255000.0,78431000.0,-47622000.0,-124251000.0,0.0,348857000.0,350000000.0,-124251000.0,612000.0,-317356000.0,164742000.0,-43440000.0,-1143000.0,-1981747000.0,0.0,0.0,123606000.0,17979000.0,2597000.0,407219000.0,72491400.0,412009000.0,257408000.0,258911000.0,1407686000.0,251630412.0,31716000.0,31716000.0,604418000.0,133520000.0,14733000.0,13269000.0,22629000.0,150694000.0,168865000.0,56688000.0,2161000.0,0.0,421679000.0,54339000.0,133255000.0,0.0,3581000.0,-126480000.0,-47622000.0,-43440000.0,891367000.0,154307000.0,,5588000.0,-1143000.0,24238000.0,-27619000.0,1613000.0,,,251630412.0,0.0,-1143000.0,-490000.0,51390000.0,-1981747000.0,-117600.0,54824000.0,0.24,2312000.0,-30683000.0,2756235000.0,1845015000.0,1862445000.0,106558000.0,1148775000.0,2649677000.0,2258233000.0,2125880000.0,5634000.0,1407686000.0,215101000.0,-490000.0,-490000.0,106771000.0,-25795000.0,0.0
2023-12-31,12M,EUR,47162000.0,95825000.0,-130223000.0,433832000.0,137331000.0,137331000.0,558000.0,234373124.0,0.29,234838000.0,64073000.0,-123235000.0,75908000.0,10000000.0,294682000.0,296473000.0,-1981000.0,267550000.0,27132000.0,59844000.0,2742000.0,-11775000.0,-4752000.0,-10446000.0,-24231000.0,59844000.0,10000000.0,-1981000.0,498372000.0,425000000.0,12677000.0,981753000.0,1043504000.0,18592000.0,2329000.0,20921000.0,574578000.0,11649000.0,56293000.0,193624000.0,193624000.0,56293000.0,40196000.0,234373124.0,0.29,68303000.0,352266000.0,545890000.0,294682000.0,4064669733.0,,293194000.0,1495000.0,284297000.0,,1481917000.0,2043238000.0,309012000.0,669264000.0,45000.0,0.0,553000.0,214626000.0,214626000.0,28139000.0,28139000.0,-138035000.0,1495000.0,2419777000.0,-640882000.0,462000.0,558000.0,285000.0,425000000.0,1607000000.0,57316000.0,1919076000.0,1976392000.0,1607000000.0,-1511795000.0,285000.0,4891000.0,32292000.0,2463461733.0,43218000.0,-5919000.0,-13486000.0,425000000.0,1626723000.0,68303000.0,68303000.0,74222000.0,68303000.0,68303000.0,137640000.0,74222000.0,-82891000.0,-192148000.0,1602000.0,93769000.0,95205000.0,-192148000.0,14126000.0,-505763000.0,178789000.0,-40344000.0,-1436000.0,-1544866000.0,,,101147000.0,22016000.0,3588000.0,551565000.0,72616000.0,407532000.0,324836000.0,344428000.0,1651017000.0,251630412.0,36144000.0,36144000.0,561321000.0,200392000.0,,,32834000.0,240670000.0,199970000.0,27605000.0,1791000.0,0.0,438856000.0,54151000.0,137640000.0,0.0,876000.0,-13486000.0,-82891000.0,-40344000.0,981753000.0,193624000.0,,7351000.0,-1513231000.0,528639000.0,16989000.0,,,,251630412.0,,-1436000.0,-5675000.0,498372000.0,-1544866000.0,-1362000.0,63418000.0,0.24,3127000.0,-114074000.0,3282195000.0,2417448000.0,1997313000.0,541590000.0,1306589000.0,2740605000.0,2238691000.0,2166027000.0,5661000.0,1651017000.0,151024000.0,-5675000.0,-5675000.0,21385000.0,468926000.0,5122000.0
