symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ZUC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10312000.0,44000.0,,,,,,,,,,,,,,,,,,,,
ZUC.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10312000.0,44000.0,,,,5029000.0,157000.0,157000.0,,,,,,,,,,,,,,
ZUC.MI,2020-12-31,12M,EUR,25332000.0,2.655,35803000.0,4553000.0,4553000.0,25332000.0,2.655,67266000.0,70113000.0,75623000.0,11823000.0,35249000.0,446000.0,446000.0,5000.0,5000.0,0.0,67266000.0,67266000.0,67266000.0,67266000.0,67266000.0,67266000.0,-457000.0,-457000.0,11387000.0,5243826.287912,32907000.0,2342000.0,71052000.0,3836000.0,,-64253000.0,0.0,69667000.0,35803000.0,5510000.0,0.0,0.0,289000.0,16531000.0,28354000.0,64236000.0,2213826.287912,2401000.0,0.034464,68710000.0,5657000.0,16000.0,71052000.0,64236000.0,64236000.0,-272000.0
ZUC.MI,2021-12-31,12M,EUR,25332000.0,0.209,50076000.0,7083000.0,7083000.0,25332000.0,0.209,5302000.0,7286000.0,15347000.0,10531000.0,48637000.0,1802000.0,1802000.0,1000.0,1000.0,0.0,5302000.0,5302000.0,5302000.0,5302000.0,5302000.0,5302000.0,-1714000.0,-1714000.0,15627000.0,5572707.512764,42272000.0,6365000.0,98713000.0,1136000.0,,-2000.0,0.0,5484000.0,50076000.0,8061000.0,0.0,0.0,381000.0,31741000.0,42272000.0,-280000.0,-9292.487236,182000.0,0.033187,92348000.0,7122000.0,-87000.0,98713000.0,-280000.0,-280000.0,-99000.0
ZUC.MI,2022-12-31,12M,EUR,25332000.0,0.121,51422000.0,,,25332000.0,0.121,3070000.0,7483000.0,16469000.0,14222000.0,62463000.0,2064000.0,2064000.0,1000.0,1000.0,0.0,3070000.0,3070000.0,3070000.0,3070000.0,3070000.0,3070000.0,-2101000.0,-2101000.0,17254000.0,3666600.0,55053000.0,7410000.0,113885000.0,1006000.0,,-60000.0,0.0,5419000.0,51422000.0,8986000.0,138000.0,138000.0,847000.0,40693000.0,54915000.0,-785000.0,-188400.0,2349000.0,0.24,106475000.0,7629000.0,38000.0,113885000.0,-785000.0,-785000.0,-2000.0
ZUC.MI,2023-09-30,TTM,EUR,25331766.0,0.180964,,,,25331766.0,0.180964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUC.MI,2023-12-31,12M,EUR,25331766.0,0.113257,59988000.0,,,25331766.0,0.113257,2869000.0,6856000.0,17132000.0,16686000.0,71416000.0,2747000.0,2747000.0,2000.0,2000.0,0.0,2869000.0,2869000.0,2869000.0,2869000.0,2869000.0,2869000.0,-2785000.0,-2785000.0,17517000.0,3137816.013629,63988000.0,7428000.0,131404000.0,259000.0,,,0.0,4109000.0,59988000.0,10276000.0,239000.0,239000.0,389000.0,47063000.0,63749000.0,-385000.0,-116183.986371,1240000.0,0.301777,123976000.0,7298000.0,40000.0,131404000.0,-385000.0,-385000.0,-4000.0
ZUC.MI,2023-12-31,TTM,EUR,,0.113257,,,,,0.113257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUC.MI,2024-03-31,TTM,EUR,25331766.0,0.084222,57450000.0,,,25331766.0,0.084222,2140000.0,6160000.0,6160000.0,16509000.0,69928000.0,2777000.0,2777000.0,3000.0,3000.0,0.0,2140000.0,2140000.0,2140000.0,2140000.0,2140000.0,2140000.0,-2843000.0,-2843000.0,6820000.0,2557499.261011,63154000.0,6774000.0,127378000.0,,,,0.0,3383000.0,57450000.0,,,,664000.0,46483000.0,62992000.0,-660000.0,-242500.738989,1243000.0,0.367425,120604000.0,6369000.0,69000.0,127378000.0,-660000.0,-660000.0,
