symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
ZUC.MI,2022-12-31,3M,EUR,,,-99718000.0,-2991000.0,,40669000.0,,17547000.0,,,15714000.0,463000.0,17547000.0,,25000.0,,,,,,1572000.0,0.0,36613000.0,7856000.0,,15703000.0,,,,0.0,0.0,114000.0,0.0,19258000.0,,,,114000.0,,1463000.0,0.0,,,,4367000.0,,1737000.0,,7105000.0,2344000.0,,7353000.0,,1984000.0,,481000.0,623000.0,0.0,798000.0,31521000.0,,,,,,,,,,,,1689000.0,,8455000.0,
ZUC.MI,2023-03-31,3M,EUR,30669000.0,15557000.0,,,,,34913000.0,,9259000.0,9259000.0,,,,50939000.0,,76904000.0,7656000.0,6357000.0,14013000.0,44682000.0,,,,,15442000.0,,60799000.0,42864000.0,72506000.0,15442000.0,,114000.0,,,27257000.0,15210000.0,42467000.0,114000.0,8583000.0,,0.0,12308000.0,60799000.0,35497000.0,,4393000.0,,25331766.0,,1943000.0,17166000.0,,60799000.0,,30669000.0,,,,,,25331766.0,50939000.0,35497000.0,9224000.0,155202000.0,66149000.0,56480000.0,50939000.0,104263000.0,78298000.0,59581000.0,,4138000.0,,32222000.0
ZUC.MI,2023-06-30,3M,EUR,36804000.0,12979000.0,-101589000.0,-2951000.0,,89973000.0,34722000.0,17547000.0,10905000.0,10905000.0,10905000.0,,17547000.0,47559000.0,343000.0,77714000.0,7632000.0,5324000.0,12956000.0,52532000.0,1346000.0,,36562000.0,7825000.0,15738000.0,15930000.0,162339000.0,44627000.0,66987000.0,,,117000.0,,19258000.0,27090000.0,14104000.0,41194000.0,117000.0,3518000.0,25371000.0,0.0,8523000.0,60750000.0,31821000.0,4253000.0,3722000.0,2128000.0,25331766.0,7913000.0,,,,27394000.0,3101000.0,37749000.0,481000.0,1492000.0,0.0,1155000.0,30012000.0,25331766.0,47559000.0,31821000.0,4610000.0,156654000.0,61663000.0,54150000.0,47559000.0,109095000.0,78940000.0,56563000.0,945000.0,3876000.0,6910000.0,25182000.0
ZUC.MI,2023-09-30,3M,EUR,37609000.0,9348000.0,,,,,32387000.0,,10994000.0,10994000.0,,,,49104000.0,,76425000.0,7386000.0,5052000.0,12438000.0,50047000.0,,,,,16428000.0,,58306000.0,45960000.0,67115000.0,,,117000.0,,,25001000.0,12959000.0,37960000.0,117000.0,7377000.0,,0.0,7017000.0,58306000.0,32676000.0,,4155000.0,,25331766.0,16428000.0,2078000.0,,,58306000.0,,37609000.0,,,,,,25331766.0,49104000.0,32676000.0,10123000.0,153354000.0,62063000.0,50398000.0,49104000.0,104250000.0,76929000.0,54203000.0,,4711000.0,,26378000.0
ZUC.MI,2023-12-31,3M,EUR,22940000.0,9733000.0,-104512000.0,-2903000.0,,94995000.0,32753000.0,17547000.0,11114000.0,11114000.0,10848000.0,266000.0,17547000.0,49112000.0,176000.0,70752000.0,7960000.0,4887000.0,12847000.0,51037000.0,767000.0,,35797000.0,8863000.0,17430000.0,12636000.0,163238000.0,42008000.0,65625000.0,,,117000.0,0.0,19249000.0,24793000.0,11626000.0,36419000.0,117000.0,2077000.0,25434000.0,0.0,5399000.0,58726000.0,31682000.0,4087000.0,3646000.0,1879000.0,25331766.0,8567000.0,,,7669000.0,23384000.0,2426000.0,32764000.0,317000.0,863000.0,0.0,667000.0,31565000.0,25331766.0,49112000.0,31682000.0,4608000.0,149034000.0,60738000.0,49266000.0,49112000.0,99922000.0,78282000.0,48885000.0,2155000.0,2656000.0,5544000.0,19715000.0
ZUC.MI,2024-03-31,3M,EUR,39298000.0,11675000.0,,,117000.0,,30776000.0,,8596000.0,8596000.0,,,,49972000.0,,71885000.0,8012000.0,4845000.0,12857000.0,52155000.0,,,,,17890000.0,,56598000.0,42678000.0,65269000.0,,117000.0,,,,22764000.0,10452000.0,33216000.0,,6818000.0,,,6701000.0,56598000.0,32082000.0,,3790000.0,,25331766.0,,2008000.0,,,56598000.0,,39298000.0,,,,,,25331766.0,49972000.0,32082000.0,8936000.0,148498000.0,60424000.0,46073000.0,49972000.0,98526000.0,76613000.0,46371000.0,,2547000.0,,19730000.0
