symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPropertiesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestmentProperties,SaleOfPPE,TaxesRefundPaid
ZUC.MI,2019-12-31,12M,EUR,,,,,,-1934000.0,,,,,,,-863000.0,,,,,,,,,,,,,,,,,-863000.0,107000.0,,,-744000.0,,,,,,,,,,-754000.0,,,-863000.0,,10000.0,10000.0,
ZUC.MI,2019-12-31,TTM,EUR,16800000.0,,,6665000.0,1935000.0,-1934000.0,1754000.0,-421000.0,1334000.0,6665000.0,,,-863000.0,2006000.0,5029000.0,5029000.0,23465000.0,-1874000.0,9314000.0,,44000.0,-35000.0,1000.0,-775000.0,,,,,,-863000.0,,,2472000.0,-744000.0,2789000.0,,,-32000.0,,2789000.0,9314000.0,242000.0,,-754000.0,,,-863000.0,,10000.0,,-1885000.0
ZUC.MI,2020-12-31,12M,EUR,23465000.0,-943000.0,-2999000.0,-9115000.0,-11029000.0,0.0,6300000.0,5008000.0,-450000.0,-9115000.0,,135000.0,,2292000.0,5510000.0,5510000.0,14350000.0,-13823000.0,8048000.0,,12000.0,-189000.0,5000.0,-4283000.0,135000.0,15435000.0,15435000.0,-17506000.0,,135000.0,89000.0,67266000.0,67266000.0,,-9458000.0,-2071000.0,,-2701000.0,-943000.0,-7387000.0,8991000.0,392000.0,,,-943000.0,-17506000.0,,,,,-1690000.0
ZUC.MI,2021-12-31,12M,EUR,14350000.0,-1385000.0,,10961000.0,-2017000.0,0.0,2657000.0,1611000.0,2839000.0,10961000.0,0.0,0.0,,182000.0,8061000.0,8061000.0,25311000.0,7208000.0,13773000.0,-413000.0,-2000.0,-678000.0,33000.0,-11405000.0,0.0,18000000.0,18000000.0,-14357000.0,0.0,0.0,,5302000.0,5302000.0,,3383000.0,3643000.0,,-10719000.0,-1373000.0,-260000.0,15158000.0,1412000.0,,,-1385000.0,-14357000.0,,0.0,,12000.0,-1704000.0
ZUC.MI,2022-12-31,12M,EUR,25311000.0,-2124000.0,-11000000.0,-9134000.0,-6352000.0,,-5444000.0,8918000.0,-3095000.0,-9134000.0,-11000000.0,,,2349000.0,8986000.0,8986000.0,16177000.0,-6903000.0,7944000.0,,94000.0,-654000.0,30000.0,-12299000.0,,0.0,0.0,-1396000.0,62000.0,,,3070000.0,3070000.0,,-1315000.0,-1396000.0,162000.0,-13333000.0,942000.0,81000.0,10068000.0,1414000.0,0.0,,-2124000.0,-1396000.0,,62000.0,,3066000.0,-2306000.0
ZUC.MI,2023-12-31,12M,EUR,16177000.0,-4431000.0,-2999000.0,-5063000.0,3858000.0,,-1254000.0,1515000.0,2278000.0,-5063000.0,-2999000.0,,,1240000.0,10276000.0,10276000.0,11114000.0,-12658000.0,12082000.0,,0.0,-1433000.0,2000.0,-8918000.0,,,,-4619000.0,-3000.0,,,2869000.0,2869000.0,,-4619000.0,-4619000.0,-401000.0,-4709000.0,-4208000.0,0.0,16513000.0,2480000.0,-3000.0,,-4431000.0,-4619000.0,,0.0,,223000.0,-1355000.0
ZUC.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140000.0,,,,,,,,,,,,,,,,,,,
