symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IMS.MI,2022-12-31,3M,EUR,,,,,,,,,,,,-208350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-162171000.0,,,,,,,,,,
IMS.MI,2023-03-31,3M,EUR,20239000.0,340530000.0,0.017,433122000.0,36753000.0,16514000.0,340530000.0,0.017,5893000.0,47694000.0,84447000.0,,120377000.0,21020000.0,21020000.0,7370000.0,7370000.0,-9658000.0,5893000.0,5893000.0,15551000.0,0.0,5893000.0,5893000.0,15551000.0,-13650000.0,-13650000.0,85612000.0,6778400.0,78893000.0,41484000.0,553499000.0,6558000.0,0.0,26674000.0,433122000.0,36753000.0,,-1165000.0,-279600.0,11123000.0,0.24,512015000.0,40319000.0,553499000.0,-1165000.0,-1165000.0,1165000.0
IMS.MI,2023-06-30,3M,EUR,,,,316263000.0,38153000.0,-2820000.0,,,13675000.0,61854000.0,100007000.0,,314820000.0,10424000.0,10424000.0,-5995000.0,-5995000.0,-17847000.0,13675000.0,13675000.0,31522000.0,0.0,13675000.0,13675000.0,31522000.0,-20628000.0,-20628000.0,104296000.0,16303774.217383,237995000.0,76825000.0,631083000.0,17093000.0,0.0,51430000.0,316263000.0,38062000.0,,-4289000.0,-1660225.782617,19908000.0,0.387089,554258000.0,68186000.0,631083000.0,-4289000.0,-4289000.0,1097000.0
IMS.MI,2023-09-30,3M,EUR,20756000.0,,,285779000.0,36204000.0,77177000.0,,,3142000.0,60928000.0,97132000.0,128688000.0,174277000.0,40472000.0,40472000.0,22904000.0,22904000.0,-7782000.0,3142000.0,3142000.0,10924000.0,0.0,3142000.0,3142000.0,10924000.0,-13359000.0,-13359000.0,94417000.0,1078600.0,143494000.0,30783000.0,460056000.0,-333000.0,0.0,20456000.0,285779000.0,36204000.0,102350000.0,2715000.0,651600.0,9532000.0,0.24,429273000.0,148958000.0,460056000.0,2715000.0,2715000.0,477000.0
IMS.MI,2023-09-30,TTM,EUR,,340530000.0,0.08,,,,340530000.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMS.MI,2023-12-31,3M,EUR,19982000.0,,,234724000.0,35868000.0,-45843000.0,,,-3628000.0,-8641000.0,27227000.0,-47951000.0,138909000.0,-964000.0,-964000.0,-22089000.0,-22089000.0,-505000.0,-3628000.0,-3628000.0,-3123000.0,0.0,-3628000.0,-3628000.0,-3123000.0,-28205000.0,-28205000.0,35731000.0,2835040.0,111349000.0,27560000.0,373633000.0,12589000.0,0.0,-7677000.0,234724000.0,34993000.0,4123000.0,-8506000.0,-2040960.0,-4554000.0,0.24,346073000.0,-96616000.0,373633000.0,-8504000.0,-8504000.0,1215000.0
IMS.MI,2023-12-31,TTM,EUR,,340530000.0,0.056,,,,340530000.0,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMS.MI,2024-03-31,3M,EUR,18738000.0,340530000.0,0.005,328171000.0,34631000.0,15893000.0,340530000.0,0.005,1778000.0,37823000.0,72454000.0,,106699000.0,21473000.0,21473000.0,1561000.0,1561000.0,-6587000.0,1778000.0,1778000.0,8365000.0,0.0,1778000.0,1778000.0,8365000.0,-19912000.0,-19912000.0,73118000.0,2176400.0,69573000.0,37126000.0,434870000.0,5276000.0,0.0,16350000.0,328171000.0,34631000.0,,-664000.0,-265600.0,7985000.0,0.4,397744000.0,36462000.0,434870000.0,-664000.0,-664000.0,664000.0
IMS.MI,2024-03-31,TTM,EUR,80210000.0,340530000.0,0.044,1167794000.0,144856000.0,64646000.0,340530000.0,0.044,14967000.0,151964000.0,296820000.0,,734705000.0,71405000.0,71405000.0,-3619000.0,-3619000.0,-32721000.0,14967000.0,14967000.0,47688000.0,0.0,14967000.0,14967000.0,47688000.0,-82104000.0,-82104000.0,307562000.0,21412200.0,562411000.0,172294000.0,1902499000.0,34625000.0,0.0,80559000.0,1167794000.0,143890000.0,,-10744000.0,-4296800.0,32871000.0,0.4,1730205000.0,156990000.0,1902499000.0,-10742000.0,-10742000.0,3453000.0
