symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
IMS.MI,2022-12-31,3M,EUR,765778000.0,71694000.0,-1169262000.0,0.0,16000.0,266073000.0,,178464000.0,,,263506000.0,71000.0,178464000.0,,,,,,,17858000.0,0.0,168606000.0,613982000.0,,1538930000.0,59000.0,491093000.0,,0.0,,,,56345000.0,,,,9948000.0,18603000.0,568728000.0,,,,,145597000.0,8800000.0,28123000.0,,653509000.0,,1000.0,283355000.0,186229000.0,,28694000.0,647784000.0,40706000.0,3711000.0,816412000.0,40647000.0,0.0,193154000.0,27087000.0,,,,46246000.0,,,,,,,,21940000.0,,129333000.0,
IMS.MI,2023-03-31,3M,EUR,,,,,,,29935000.0,,250994000.0,250994000.0,,,,245205000.0,977237000.0,12718000.0,468602000.0,481320000.0,1356226000.0,,,,,899249000.0,,,,1270722000.0,,0.0,,,,17217000.0,556915000.0,574132000.0,,,,177794000.0,774523000.0,366095000.0,-654044000.0,,,,340530000.0,726243000.0,874906000.0,,,181363000.0,70587000.0,,,,,,,,,,340530000.0,245205000.0,-654044000.0,,2423944000.0,802120000.0,1055452000.0,422999000.0,2000945000.0,1446707000.0,644719000.0,,,,-378989000.0
IMS.MI,2023-06-30,3M,EUR,768905000.0,146652000.0,-1192655000.0,0.0,16000.0,272083000.0,28559000.0,178464000.0,267484000.0,273430000.0,267391000.0,93000.0,178464000.0,241146000.0,1002254000.0,8781000.0,455109000.0,463890000.0,1368427000.0,21229000.0,,191663000.0,613982000.0,900847000.0,1557770000.0,,488120000.0,1252659000.0,0.0,16000.0,9316000.0,27000.0,56424000.0,19778000.0,556404000.0,576182000.0,9343000.0,20201000.0,572168000.0,177349000.0,744029000.0,365115000.0,-659701000.0,130539000.0,8830000.0,27150000.0,340530000.0,,922000.0,1000.0,286865000.0,,10000.0,14457000.0,657095000.0,41964000.0,5946000.0,810449000.0,48846000.0,0.0,183445000.0,19568000.0,340530000.0,241146000.0,-659701000.0,52088000.0,2435025000.0,797550000.0,1040072000.0,418495000.0,2016530000.0,1432771000.0,648103000.0,27087000.0,15730000.0,113012000.0,-366173000.0
IMS.MI,2023-09-30,3M,EUR,835161000.0,649919000.0,,,,,28220000.0,,250249000.0,250249000.0,,,,244735000.0,900168000.0,8454000.0,435975000.0,444429000.0,1279590000.0,,,,,902737000.0,,,,1233990000.0,,0.0,,,,19766000.0,553280000.0,573046000.0,,,,165876000.0,739006000.0,369218000.0,-658002000.0,,,,340530000.0,649919000.0,835161000.0,,,163013000.0,71889000.0,,,,,835161000.0,,,,,340530000.0,244735000.0,-658002000.0,,2335136000.0,798015000.0,1017475000.0,410611000.0,1924525000.0,1434968000.0,644935000.0,,,,-379422000.0
IMS.MI,2023-12-31,3M,EUR,654240000.0,63007000.0,-1193153000.0,0.0,16000.0,279878000.0,32177000.0,178464000.0,196096000.0,209170000.0,196018000.0,78000.0,178464000.0,228840000.0,797497000.0,10629000.0,428913000.0,439542000.0,1222250000.0,17275000.0,328000.0,149695000.0,613982000.0,922155000.0,1569208000.0,,439659000.0,1226326000.0,0.0,16000.0,,,56106000.0,21548000.0,568573000.0,590121000.0,8502000.0,19137000.0,567306000.0,166427000.0,801390000.0,376055000.0,-693315000.0,141478000.0,8346000.0,27512000.0,340530000.0,,1420000.0,,308173000.0,,12175000.0,23870000.0,665918000.0,64859000.0,13074000.0,695007000.0,36881000.0,0.0,166044000.0,19082000.0,340530000.0,228840000.0,-693315000.0,20802000.0,2275136000.0,797413000.0,1029663000.0,395267000.0,1879869000.0,1477638000.0,657619000.0,16897000.0,,123920000.0,-424753000.0
IMS.MI,2024-03-31,3M,EUR,,,,,,,32935000.0,,234793000.0,236748000.0,,,,229002000.0,960814000.0,10310000.0,445124000.0,455434000.0,1302385000.0,,,,,928459000.0,,,,1327385000.0,,0.0,,,,22625000.0,653259000.0,675884000.0,,,,179085000.0,863590000.0,387791000.0,-699457000.0,,,,340530000.0,724066000.0,846951000.0,,,176576000.0,67284000.0,,,,1955000.0,,,,,,340530000.0,229002000.0,-699457000.0,,2453640000.0,882261000.0,1131318000.0,408087000.0,2045553000.0,1492826000.0,743168000.0,,,,-341571000.0
