symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
IMS.MI,2019-12-31,12M,EUR,,,,-27861000.0,,,,,,,,,,,,,,,,,,0.0,3475000.0,37000.0,,,,112496000.0,,3789000.0,0.0,,,,,8935000.0,,,,,,,,,,,,,,,,134441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7450000.0,,
IMS.MI,2020-12-31,12M,EUR,533931000.0,74979000.0,-1108126000.0,,33514000.0,37000.0,228922000.0,28837000.0,178464000.0,249886000.0,252025000.0,249822000.0,64000.0,178464000.0,229445000.0,730739000.0,8850000.0,479448000.0,488298000.0,1117028000.0,24708000.0,,0.0,37000.0,87787000.0,613982000.0,866099000.0,,1444976000.0,2617000.0,,305824000.0,1260423000.0,4600000.0,37000.0,9157000.0,46009000.0,19987000.0,551530000.0,571517000.0,9157000.0,13424000.0,539473000.0,132504000.0,781092000.0,336850000.0,-636654000.0,17164000.0,138488000.0,13635000.0,38254000.0,140106000.0,340530000.0,,1524000.0,-1000.0,252117000.0,,7025000.0,11682000.0,630572000.0,46877000.0,2139000.0,559904000.0,26167000.0,0.0,101057000.0,9754000.0,340530000.0,229445000.0,-636654000.0,14903000.0,2127905000.0,780975000.0,1059815000.0,361949000.0,1765956000.0,1397166000.0,648928000.0,14291000.0,12098000.0,116980000.0,-386289000.0
IMS.MI,2021-12-31,12M,EUR,664712000.0,75657000.0,-1123390000.0,,34133000.0,16000.0,243945000.0,24115000.0,178464000.0,290373000.0,294160000.0,290299000.0,74000.0,178464000.0,231948000.0,871874000.0,8204000.0,446736000.0,454940000.0,1228870000.0,16810000.0,34000.0,,,112498000.0,613982000.0,888962000.0,,1478674000.0,176000.0,,392659000.0,1267550000.0,0.0,16000.0,,50526000.0,15911000.0,588866000.0,604777000.0,11077000.0,20098000.0,560293000.0,158919000.0,745229000.0,355284000.0,-657014000.0,,145134000.0,13438000.0,36074000.0,,340530000.0,,1257000.0,,274980000.0,,13955000.0,23928000.0,623910000.0,55913000.0,3787000.0,708449000.0,30743000.0,0.0,157197000.0,12267000.0,340530000.0,231948000.0,-657014000.0,19176000.0,2308113000.0,820814000.0,1059717000.0,390867000.0,1917246000.0,1436239000.0,688376000.0,19809000.0,,122964000.0,-356996000.0
IMS.MI,2022-12-31,12M,EUR,765778000.0,71694000.0,-1169262000.0,,0.0,16000.0,266073000.0,18920000.0,178464000.0,263577000.0,267288000.0,263506000.0,71000.0,178464000.0,240265000.0,917086000.0,11611000.0,393832000.0,405443000.0,1295159000.0,17858000.0,0.0,,,168606000.0,613982000.0,897337000.0,,1538930000.0,59000.0,,491093000.0,816521000.0,0.0,16000.0,,56345000.0,18920000.0,576256000.0,595176000.0,9948000.0,18603000.0,568728000.0,168591000.0,312679000.0,369668000.0,-657072000.0,,145597000.0,8800000.0,28123000.0,,340530000.0,653509000.0,1432000.0,1000.0,283355000.0,186229000.0,15603000.0,28694000.0,647784000.0,40706000.0,3711000.0,816412000.0,40647000.0,0.0,193154000.0,27087000.0,340530000.0,240265000.0,-657072000.0,46246000.0,2370320000.0,816521000.0,595176000.0,408856000.0,1961464000.0,1453234000.0,666305000.0,21940000.0,,129333000.0,-378073000.0
IMS.MI,2023-12-31,12M,EUR,654240000.0,63007000.0,-1193153000.0,,0.0,16000.0,279878000.0,32177000.0,178464000.0,196096000.0,209170000.0,196018000.0,78000.0,178464000.0,228840000.0,797497000.0,10629000.0,428913000.0,439542000.0,1222250000.0,17275000.0,328000.0,,,149695000.0,613982000.0,922155000.0,,1569208000.0,,,439659000.0,1226326000.0,0.0,16000.0,,56106000.0,21548000.0,568573000.0,590121000.0,8502000.0,19137000.0,567306000.0,166427000.0,801390000.0,376055000.0,-693315000.0,,141478000.0,8346000.0,27512000.0,,340530000.0,,1420000.0,,308173000.0,,12175000.0,23870000.0,665918000.0,64859000.0,13074000.0,695007000.0,36881000.0,0.0,166044000.0,19082000.0,340530000.0,228840000.0,-693315000.0,20802000.0,2275136000.0,797413000.0,1029663000.0,395267000.0,1879869000.0,1477638000.0,657619000.0,16897000.0,,123920000.0,-424753000.0
