symbol,asOfDate,periodType,currencyCode,NetIncome
UCG.MI,2023-03-31,3M,EUR,2064000000.0
UCG.MI,2023-06-30,3M,EUR,2314000000.0
UCG.MI,2023-09-30,3M,EUR,2322000000.0
UCG.MI,2023-12-31,3M,EUR,2810000000.0
UCG.MI,2024-03-31,3M,EUR,2558000000.0
UCG.MI,2024-03-31,TTM,EUR,10001000000.0
