symbol,asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,InsuranceAndClaims,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherunderPreferredStockDividend,Payables,PretaxIncome,Receivables,ReconciledDepreciation,RestructuringAndMergernAcquisition,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
UCG.MI,2022-12-31,3M,EUR,1484000000.0,2516000000.0,,,,4781000000.0,,,0.0,3671000000.0,,,,,,,,,6753000000.0,,,,,8591000000.0,8000000.0,,,901000000.0,,,2190000000.0,,3543000000.0,144000000.0,,,,,,,,,,,,,,,,,,,6100000000.0,,,8787000000.0,1476000000.0,,,,1204000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0
UCG.MI,2023-03-31,3M,EUR,,,148200000000.0,1931102268.0,1.06882,,61600000000.0,126400000000.0,,,61600000000.0,63700000000.0,284000000.0,284000000.0,-17200000000.0,1931102268.0,1.06882,2064000000.0,,-17000000.0,742000000.0,0.0,2300000000.0,,63000000.0,3298000000.0,152700000000.0,,206800000000.0,206800000000.0,,89000000000.0,,,33620490485.0,200000000.0,-6000000.0,,2064000000.0,2064000000.0,2070000000.0,0.0,2064000000.0,2064000000.0,2070000000.0,3298000000.0,9100000000.0,61400000000.0,2076885389.967045,3066000000.0,5912000000.0,1931102268.0,,2300000000.0,618000000.0,,,,1800000000.0,2731000000.0,,284000000.0,17000000.0,2100000000.0,742000000.0,1931102268.0,-17000000.0,63700000000.0,61400000000.0,-4114610.032955,661000000.0,0.242036,12600000000.0,895300000000.0,152700000000.0,89000000000.0,63900000000.0,831400000000.0,5912000000.0,1800000000.0,-17000000.0,-17000000.0,62300000000.0,11060000.0,
UCG.MI,2023-06-30,3M,EUR,,,150500000000.0,1927797368.0,1.198259,,57500000000.0,76100000000.0,,,57500000000.0,61900000000.0,286000000.0,286000000.0,-17300000000.0,1944024751.0,1.188256,2310000000.0,,-109000000.0,748000000.0,0.0,2300000000.0,,9000000.0,3497000000.0,154900000000.0,,214100000000.0,214100000000.0,,93000000000.0,,,38617240000.0,100000000.0,-6000000.0,16900000000.0,2314000000.0,2310000000.0,2320000000.0,0.0,2314000000.0,2314000000.0,2320000000.0,3497000000.0,8900000000.0,59600000000.0,2468936000.0,2420000000.0,5859000000.0,1816000000.0,,2300000000.0,-49000000.0,,,4000000.0,1800000000.0,3204000000.0,,286000000.0,214000000.0,4400000000.0,748000000.0,1816000000.0,-214000000.0,61900000000.0,59600000000.0,-59064000.0,883000000.0,0.276,12000000000.0,843500000000.0,154900000000.0,93000000000.0,62000000000.0,781500000000.0,5859000000.0,1800000000.0,-214000000.0,-214000000.0,66900000000.0,,
UCG.MI,2023-09-30,3M,EUR,,,152793000000.0,1760927775.0,1.318623,,56030000000.0,87357000000.0,,,56030000000.0,62726000000.0,270000000.0,270000000.0,-17316000000.0,1872580645.0,1.24,2322000000.0,,-11000000.0,752000000.0,0.0,2230000000.0,,,3600000000.0,155277000000.0,,212020000000.0,212020000000.0,,92551000000.0,,,40025888325.0,157000000.0,-9000000.0,5194000000.0,2322000000.0,2322000000.0,2331000000.0,0.0,2322000000.0,2322000000.0,2331000000.0,3600000000.0,8849000000.0,60496000000.0,2352176000.0,2612000000.0,5956000000.0,1760927775.0,,2230000000.0,153000000.0,,,,1698000000.0,3168000000.0,,270000000.0,41000000.0,6696000000.0,752000000.0,1760927775.0,-41000000.0,62726000000.0,60496000000.0,-10824000.0,837000000.0,0.264,11337000000.0,825644000000.0,155277000000.0,92551000000.0,62883000000.0,762761000000.0,5956000000.0,1698000000.0,-41000000.0,-41000000.0,62938000000.0,,
UCG.MI,2023-12-31,3M,EUR,1218000000.0,23000000.0,152847000000.0,1712423579.0,1.11,4208000000.0,21278000000.0,72341000000.0,0.0,3477000000.0,21278000000.0,64079000000.0,237000000.0,237000000.0,17117000000.0,1712423579.0,1.11,2810000000.0,5993000000.0,-134000000.0,827000000.0,0.0,2272000000.0,7764000000.0,,3610000000.0,184897000000.0,864000000.0,207764000000.0,211789000000.0,2048000000.0,122522000000.0,4025000000.0,136000000.0,41828003121.0,164000000.0,-6000000.0,48477000000.0,2810000000.0,2810000000.0,2817000000.0,0.0,2810000000.0,2810000000.0,2817000000.0,3610000000.0,7764000000.0,61807000000.0,3408880000.0,2407000000.0,5844000000.0,1712423579.0,4863000000.0,2272000000.0,-233000000.0,6913000000.0,1372000000.0,,10635000000.0,2349000000.0,5794000000.0,237000000.0,788000000.0,9507000000.0,827000000.0,1784663080.0,-788000000.0,64079000000.0,61807000000.0,-189120000.0,-468000000.0,0.24,7813000000.0,784974000000.0,184897000000.0,122522000000.0,64243000000.0,720731000000.0,5844000000.0,2504000000.0,-788000000.0,-788000000.0,20953000000.0,72239501.0,1727000000.0
UCG.MI,2024-03-31,3M,EUR,,,167130000000.0,1672160031.0,1.529758,,62862000000.0,65433000000.0,,,62862000000.0,65420000000.0,268000000.0,268000000.0,-11782000000.0,1672160031.0,1.529758,2558000000.0,,1000000.0,754000000.0,0.0,2210000000.0,,,3578000000.0,156362000000.0,,221177000000.0,221177000000.0,,90942000000.0,,,58818229090.0,172000000.0,-8000000.0,25509000000.0,2558000000.0,2558000000.0,2566000000.0,0.0,2558000000.0,2558000000.0,2566000000.0,3578000000.0,9151000000.0,63210000000.0,2570834000.0,2652000000.0,6372000000.0,1672160031.0,,2210000000.0,201000000.0,,,,1748000000.0,3599000000.0,,268000000.0,18000000.0,2558000000.0,754000000.0,1672160031.0,-18000000.0,65420000000.0,63210000000.0,-5166000.0,1033000000.0,0.287,11068000000.0,810578000000.0,156362000000.0,90942000000.0,65592000000.0,744986000000.0,6372000000.0,1748000000.0,-18000000.0,-18000000.0,55472000000.0,,
