symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
POR.MI,2019-12-31,TTM,EUR,1052471.0,,,34748070.0,1159863.0,107392.0,,,4750415.0,6794965.0,7954828.0,11249202.0,141059.0,141059.0,25.0,25.0,,4750415.0,4750415.0,4750415.0,4750415.0,4750415.0,4750415.0,-135354.0,-135354.0,7998151.0,4781344.536583,4416619.0,6832583.0,45997272.0,-199812.0,1419750.0,0.0,6653906.0,34748070.0,,,-43323.0,-12393.463417,1903491.0,0.286071,39164689.0,-5680.0,45997272.0,-43323.0,-43323.0,43323.0
POR.MI,2023-06-30,TTM,EUR,,3544195.0,-1.167348,,,,3544195.0,-1.167348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR.MI,2023-12-31,TTM,EUR,2368704.0,3544195.0,-11.565062,108476633.0,3186827.0,818123.0,3544195.0,-11.565062,-40988834.0,-46436072.0,-43249245.0,-4628017.0,2408918.0,2408918.0,469479.0,469479.0,3891400.0,-40988834.0,-40988834.0,-44880233.0,-40988834.0,-40988834.0,-44880233.0,-2175404.0,-2175404.0,-42531720.0,-40329550.638834,41325598.0,-45953615.0,103848616.0,,26641407.0,0.0,-48844990.0,108476633.0,3186827.0,547155.0,-717525.0,-58241.638834,-3964757.0,0.08117,149802231.0,235965.0,103848616.0,-717525.0,-717525.0,170370.0
