symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
POR.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,140788.0,,,,,,,,,,,,,,,,,,,,,,,,219894.0,,1.0,,,,,,92968.0,,,,,,,,,,,,,,,,58607.0,,,
POR.MI,2020-12-31,12M,EUR,3494928.0,2634326.0,-326859.0,2816250.0,,533690.0,2637591.0,2637591.0,2604369.0,33222.0,533690.0,16131295.0,47012151.0,4309699.0,4309699.0,,,23883088.0,69556.0,,16409403.0,,2921276.0,1074013.0,16409403.0,32625017.0,,1415056.0,,12184023.0,12184023.0,1415056.0,69556.0,200991.0,,13856131.0,747154.0,13210019.0,197362.0,2840797.0,38294.0,2921276.0,8607.0,550860.0,823022.0,958861.0,,7769510.0,127093.0,22776429.0,50000.0,5954646.0,2840797.0,16131295.0,13210019.0,1595541.0,52473931.0,28315318.0,16493722.0,16131295.0,36342636.0,5461780.0,12459548.0,3723722.0,,,,23129063.0
POR.MI,2021-12-31,12M,EUR,11880771.0,4028053.0,-638180.0,12767452.0,43200.0,619490.0,2471175.0,2471175.0,2382957.0,88218.0,619490.0,35022529.0,77362320.0,6225141.0,6225141.0,12295.0,0.0,36866158.0,32637.0,0.0,43919572.0,1.0,5346804.0,2633970.0,43919572.0,55476924.0,43200.0,1022670.0,100000.0,14229254.0,14229254.0,1022670.0,32637.0,1191343.0,13430.0,17983220.0,1995790.0,29675725.0,389210.0,3274825.0,,5346803.0,,1471912.0,1392627.0,842469.0,,20371864.0,,23490227.0,50000.0,8854332.0,3274825.0,35022529.0,29675725.0,2598529.0,86561825.0,49251783.0,20454395.0,35035959.0,51525866.0,9199505.0,14659708.0,7019181.0,8607.0,,0.0,40496162.0
POR.MI,2022-12-31,12M,EUR,7756744.0,5943856.0,-1197344.0,12767452.0,100800.0,674450.0,2844131.0,3103390.0,2694925.0,149206.0,674450.0,45614990.0,99294878.0,16207599.0,16207599.0,12295.0,405207.0,40066731.0,497756.0,656542.0,56262254.0,33320.0,6312335.0,4511149.0,56262254.0,91845706.0,100800.0,3457670.0,,30023117.0,30023117.0,3457670.0,,2817511.0,-2675275.0,43386585.0,3313805.0,39302655.0,752052.0,3544346.0,,6279015.0,,3099529.0,1643638.0,542408.0,259259.0,21836081.0,,30164264.0,50000.0,10347617.0,3552844.0,45614990.0,39302655.0,3266411.0,114287978.0,75638107.0,46230716.0,42939715.0,71348263.0,14993100.0,31281532.0,10979808.0,8607.0,8498.0,169058.0,59228147.0
POR.MI,2023-12-31,12M,EUR,30874369.0,1129915.0,-2015467.0,12767452.0,129600.0,674450.0,893437.0,1082326.0,663854.0,229583.0,674450.0,12107770.0,99699234.0,26512045.0,26512045.0,5984494.0,1375318.0,84401070.0,501959.0,343560.0,50957426.0,29618.0,8507279.0,5083128.0,50957426.0,63589369.0,129600.0,3357670.0,,24969554.0,24969554.0,3357670.0,,3118057.0,-6531105.0,50588162.0,3067660.0,3600491.0,923970.0,3544195.0,,8477661.0,1.0,5927077.0,1915071.0,2551490.0,188889.0,53267775.0,,35145883.0,50000.0,-40992536.0,3544195.0,12107770.0,3600491.0,2847700.0,116373219.0,37077324.0,51481599.0,5576665.0,110796554.0,16673985.0,26395484.0,16466329.0,,,173708.0,15298164.0
