asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2020-12-31,12M,EUR,11833000.0,16102000.0,,,-603000.0,1181000.0,,9074243.0,-0.045403,,,700000.0,2772000.0,2872000.0,,2772000.0,,,,,,,,,,,700000.0,,1111000.0,,,844000.0,19856000.0,30600000.0,4419000.0,4419000.0,,0.0,33082000.0,,,,1501000.0,320000.0,9074243.0,-0.045403,-412000.0,148000.0,1649000.0,,,13000.0,,,,,3559000.0,1414000.0,7292000.0,16705000.0,2046000.0,29591000.0,264000.0,264000.0,8000.0,8000.0,,2829000.0,10002000.0,,,2563000.0,20000.0,462000.0,,,4472000.0,4472000.0,,,3045000.0,507000.0,374000.0,,,,,6119000.0,-412000.0,-412000.0,-412000.0,-412000.0,-412000.0,,-412000.0,,-381000.0,,,,-381000.0,,2046000.0,,,-6181000.0,,222000.0,1426000.0,-581480.0,,29015000.0,576000.0,49447000.0,9074243.0,,17000.0,3976000.0,5878000.0,,,3055000.0,13193000.0,7207000.0,575000.0,5183000.0,100000.0,-408000.0,0.0,20407000.0,,2966000.0,-116000.0,253000.0,,,,,,19856000.0,1501000.0,1343000.0,1343000.0,,,29000.0,,-126000.0,,,,943000.0,4502000.0,9074243.0,224000.0,1111000.0,-6181000.0,53520.0,296000.0,0.24,631000.0,,43384000.0,5583000.0,8891000.0,1111000.0,48871000.0,42273000.0,12784000.0,9191000.0,125000.0,49447000.0,1367000.0,223000.0,223000.0,935000.0,,,,-2482000.0,184000.0
2021-12-31,12M,EUR,12951476.0,18253250.0,,0.0,-726000.0,1446723.0,,9074243.0,-0.037707,2772377.0,-3131973.0,700000.0,2988625.0,2988625.0,-5814.0,2989000.0,,-1416577.0,216248.0,103422.0,4094363.0,1674457.0,,-820301.0,3635364.0,216248.0,700000.0,-5814.0,730413.0,0.0,,5104.0,22451952.0,29728464.0,12672903.0,12672903.0,357656.0,31000.0,39684093.0,784739.0,1786720.0,1786720.0,1786721.0,339998.0,9074243.0,-0.037707,-342166.0,626471.0,2413192.0,2988625.0,,3690.0,379365.0,2576644.0,4343616.0,-168.0,2268072.0,1253489.0,8718037.0,18979000.0,1965016.0,32632297.0,838.0,838.0,14673.0,14673.0,-418216.0,2725093.0,17704301.0,-7638706.0,855000.0,6982333.0,19700.0,398142.0,0.0,,4300985.0,4300985.0,,-183519.0,7400175.0,1183634.0,350705.0,,1267297.0,-18306.0,0.0,13985263.0,-342166.0,-342166.0,-159106.0,-342166.0,-342166.0,-159106.0,-159106.0,-2872522.0,-452909.0,-4506733.0,385179.0,-183519.0,-452909.0,-1000.0,1965016.0,-259451.0,568698.0,-7987624.0,,0.0,3282025.0,318147.08,7475589.0,30665470.0,1966827.0,55084249.0,9074243.0,1000.0,-1000.0,4676000.0,7464548.0,418384.0,,492000.0,15830661.0,828066.0,564928.0,3319146.0,302000.0,-266000.0,0.0,21283220.0,3158264.0,1771477.0,625633.0,1044279.0,1300039.0,-2872522.0,,-259451.0,78687.0,22451952.0,1786720.0,1405017.0,1405017.0,-183519.0,,59447.0,544334.0,-441045.0,0.0,,0.0,387618.0,2655690.0,9074243.0,-734424.0,730413.0,-7987624.0,-208519.92,784739.0,0.24,313217.0,499062.0,48200287.0,5031398.0,16973888.0,1997710.0,53117422.0,46202577.0,18471823.0,6518484.0,466744.0,55084249.0,7503678.0,-868833.0,-868833.0,1033865.0,,,69762.0,-9955629.0,190090.0
2022-12-31,12M,EUR,13767438.0,18700145.0,-4857246.0,6337700.0,,1776612.0,,12499098.0,0.008352,2988625.0,-5075528.0,1165700.0,3290041.0,3290041.0,,3288297.0,1744.0,-952009.0,301416.0,105844.0,-4349645.0,776143.0,316557.0,-460451.0,-4563561.0,301416.0,1165700.0,0.0,8444890.0,6074400.0,,7165869.0,34327160.0,31006275.0,4429819.0,4429819.0,210900.0,26300.0,35020954.0,462077.0,2080903.0,2080903.0,2080902.0,304290.0,12499098.0,0.008352,104396.0,1147540.0,3228443.0,3290041.0,36138762.0,2710.0,7440331.0,2504276.0,-6941692.0,184476.0,3098655.0,1298060.0,11414085.0,,14209778.0,23421111.0,570849.0,570849.0,8400.0,8400.0,-941803.0,2619249.0,20518554.0,-5272751.0,,650832.0,19700.0,108500.0,6074400.0,,7643845.0,7643845.0,,-3260894.0,779032.0,561271.0,3777538.0,23826762.0,204840.0,-10218.0,6074400.0,8783623.0,104396.0,104396.0,114614.0,104396.0,104396.0,114614.0,114614.0,-4360662.0,-812831.0,-320283.0,1365931.0,-3260894.0,-812831.0,,9352532.0,-591806.0,4626825.0,-2969195.0,538598.0,266912.0,3194801.0,78828.08,-1866164.0,22024575.0,1396536.0,57748271.0,12499098.0,,,,10116025.0,941803.0,1.0,-1.0,4359308.0,7803935.0,2139607.0,4135385.0,,79350.0,0.0,25949293.0,3024144.0,1454517.0,576691.0,1126764.0,1230619.0,-4430565.0,-320283.0,-644963.0,61614.0,34327160.0,2080903.0,1485164.0,1485164.0,-3260894.0,,45022.0,709790.0,-147904.0,69903.0,,53157.0,515821.0,3614476.0,12499098.0,-84440.0,8444890.0,-2969195.0,8074.08,462077.0,0.24,596038.0,-485541.0,52947967.0,16088735.0,12073664.0,8649730.0,56351735.0,44298237.0,21941692.0,9277283.0,250382.0,57748271.0,4377920.0,33642.0,33642.0,266658.0,,0.0,53359.0,-4014679.0,5090.0
2023-12-31,12M,EUR,19284334.0,23892929.0,-5138805.0,11505172.0,,3238438.0,3238437.0,,,3290041.0,-9987361.0,1553375.0,2746051.0,2757951.0,,2744203.0,1848.0,-282377.0,-543990.0,-1600277.0,677570.0,5523208.0,-188515.0,-5235691.0,-1106082.0,-543990.0,1553375.0,,11980541.0,5293995.0,-309949.0,8268080.0,36477984.0,38081315.0,8645566.0,8645566.0,496592.0,21763.0,45041195.0,437105.0,376577.0,3615014.0,3615014.0,376576.0,,,-1630022.0,-476905.0,3138109.0,2746051.0,67761806.0,1731.0,7619107.0,3502195.0,-8573336.0,-22316.0,3255631.0,4233829.0,16181535.0,,15758905.0,25502297.0,962198.0,962198.0,214695.0,214695.0,-857393.0,4219526.0,26769205.0,-9577122.0,,28346.0,19700.0,583500.0,5293995.0,1725189.0,6143098.0,6143098.0,1725189.0,-1306524.0,631546.0,562692.0,3920579.0,54430914.0,444550.0,246186.0,4984046.0,12042613.0,-1630022.0,-1630022.0,-1876208.0,-1630022.0,-1630022.0,-1876208.0,-1876208.0,-8005888.0,-919641.0,72911.0,2635061.0,418665.0,-919641.0,,10620100.0,-1644145.0,2216396.0,-4200994.0,488190.0,264663.0,3271398.0,-1528722.36,1414025.0,25929541.0,-427244.0,61980281.0,15477347.0,,,,11947706.0,1548212.0,,,4274840.0,9708539.0,2390432.0,3863409.0,11900.0,127820.0,0.0,31697897.0,3362412.0,1638683.0,-1439103.0,1179814.0,960402.0,-8005888.0,-74575.0,-1981473.0,30498.0,36477984.0,3615014.0,2148585.0,2148585.0,-1306524.0,-309949.0,136691.0,,-1863385.0,,147486.0,337328.0,577939.0,3833570.0,15556663.0,-133289.0,11980541.0,-4200994.0,-31989.36,437105.0,0.24,1212225.0,-428863.0,65972236.0,18123639.0,14788664.0,12425091.0,62407525.0,53547145.0,27890920.0,8505950.0,172138.0,61980281.0,2705024.0,-133289.0,-133289.0,1047307.0,79316.0,309949.0,686833.0,-6959880.0,5469.0
