symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestment,StockBasedCompensation,TaxesRefundPaid
TNXT.MI,2022-09-30,TTM,EUR,,123417000.0,-20066000.0,-20761000.0,81630000.0,48000.0,-824000.0,8734000.0,-8145000.0,1167000.0,81632000.0,-5011000.0,15827000.0,30380000.0,30380000.0,,,205049000.0,-6396000.0,49194000.0,,,-2450000.0,179000.0,18768000.0,11988000.0,11988000.0,-45784000.0,39394000.0,-5011000.0,78759000.0,79747000.0,-16712000.0,-1392000.0,-33881000.0,-33796000.0,61589000.0,,-3354000.0,-85000.0,69260000.0,,4801000.0,1079000.0,-88355000.0,-16712000.0,-4344000.0,-3354000.0,-53153000.0,-5011000.0,,2952000.0,2681000.0,-26761000.0
TNXT.MI,2022-12-31,3M,EUR,,,,-77000.0,,,,,,,,-6431000.0,,,,0.0,,,,,511000.0,,,,,,,,,,,,,,,,,,,146000.0,,0.0,,,,,,,,-6431000.0,,,874000.0,
TNXT.MI,2023-03-31,3M,EUR,,116890000.0,-18141000.0,-77000.0,7130000.0,-50000.0,2780000.0,-3992000.0,12476000.0,11690000.0,7129000.0,-1612000.0,1388000.0,8553000.0,8553000.0,0.0,,124020000.0,22327000.0,7896000.0,,0.0,-180000.0,306000.0,-41235000.0,0.0,0.0,-4160000.0,43118000.0,-1612000.0,38962000.0,39718000.0,-17520000.0,-66518000.0,-4160000.0,-4160000.0,29580000.0,,-621000.0,622000.0,26037000.0,1000.0,-36644000.0,193000.0,-26000.0,-17520000.0,-96548000.0,-621000.0,-4160000.0,-1612000.0,43144000.0,30030000.0,687000.0,-66000.0
TNXT.MI,2023-06-30,3M,EUR,,124020000.0,-5777000.0,-30792000.0,41373000.0,-237000.0,1045000.0,-357000.0,-555000.0,532000.0,41374000.0,-1371000.0,3872000.0,-4772000.0,8822000.0,0.0,,165393000.0,-61450000.0,6694000.0,,,-1578000.0,1608000.0,90353000.0,0.0,0.0,-21662000.0,-27890000.0,-1371000.0,4045000.0,5683000.0,-4349000.0,122412000.0,-22284000.0,-21662000.0,-3912000.0,,-1428000.0,,12471000.0,,37229000.0,330000.0,-26551000.0,-4349000.0,-72774000.0,-1428000.0,-21662000.0,-1371000.0,-1339000.0,195186000.0,,-10063000.0
TNXT.MI,2023-09-30,3M,EUR,,165393000.0,-4402000.0,-2130000.0,7317000.0,214000.0,-1934000.0,-6868000.0,5692000.0,-2062000.0,7318000.0,-325000.0,1466000.0,22672000.0,9078000.0,0.0,,172808000.0,-35752000.0,7396000.0,,,10000.0,1184000.0,31272000.0,0.0,0.0,-4092000.0,-13410000.0,-325000.0,2096000.0,3072000.0,-3876000.0,47901000.0,-3089000.0,-4092000.0,-28919000.0,,-526000.0,,11798000.0,,-36175000.0,-55000.0,-15222000.0,-3876000.0,-19010000.0,-526000.0,-4092000.0,-325000.0,1812000.0,66911000.0,,-1600000.0
TNXT.MI,2023-12-31,3M,EUR,,172808000.0,-9906000.0,-416000.0,-11130000.0,-85000.0,12098000.0,21412000.0,-42725000.0,-8834000.0,-11131000.0,,9193000.0,-18659000.0,11967000.0,0.0,0.0,161678000.0,-20514000.0,14891000.0,,,-1820000.0,804000.0,-15414000.0,4494000.0,4494000.0,-17767000.0,-2647000.0,215000.0,17892000.0,21388000.0,-7928000.0,-3665000.0,-14281000.0,-13273000.0,-2898000.0,0.0,-1978000.0,-1008000.0,24797000.0,,37380000.0,43000.0,-2098000.0,-7928000.0,-22764000.0,-1978000.0,-17772000.0,,-549000.0,19099000.0,1107000.0,-10195000.0
TNXT.MI,2024-03-31,3M,EUR,7978000.0,161678000.0,-6307000.0,,-48311000.0,290000.0,4861000.0,-4919000.0,17749000.0,18704000.0,-48311000.0,,-548000.0,2542000.0,10520000.0,,,113457000.0,-22365000.0,21372000.0,,0.0,-2011000.0,2894000.0,-53625000.0,51000.0,51000.0,-18523000.0,-70348000.0,2306000.0,-2633000.0,-2011000.0,-5436000.0,20136000.0,-18472000.0,-18472000.0,-2460000.0,,-871000.0,,27679000.0,90000.0,-254000.0,58000.0,-70348000.0,-5436000.0,-1045000.0,-871000.0,-18523000.0,,0.0,21181000.0,1066000.0,-727000.0
TNXT.MI,2024-03-31,TTM,EUR,,124020000.0,-26392000.0,,-10751000.0,182000.0,16070000.0,9268000.0,-19839000.0,8340000.0,-10750000.0,,13983000.0,1783000.0,40387000.0,,,113270000.0,-140081000.0,50353000.0,,-185000.0,-5399000.0,6490000.0,52586000.0,4545000.0,4545000.0,-62044000.0,-114295000.0,825000.0,21400000.0,28132000.0,-21589000.0,186784000.0,-57504000.0,-57499000.0,-38811000.0,,-4803000.0,,76745000.0,,38180000.0,376000.0,-114219000.0,-21589000.0,-115593000.0,-4803000.0,-62049000.0,,-76000.0,302377000.0,4169000.0,-22585000.0
