asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PreferredSecuritiesOutsideStockEquity,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RestructuringAndMergernAcquisition,SaleOfBusiness,SaleOfInvestment,ShareIssued,ShortTermDebtPayments,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,13547000.0,0.0,,,,,,,,,,,,,,,,,,,,,,-16396000.0,,1078000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,,,1078000.0,,,,,,,,,,,,,,,,80705000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278000.0,,,,1000.0,,,-1000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,34580000.0,75537000.0,-36540000.0,55439000.0,,15723000.0,,,1246000.0,46734735.0,0.79,33600000.0,21456000.0,-14868000.0,12870000.0,47207000.0,92813000.0,95783000.0,-2195000.0,92741000.0,92813000.0,59213000.0,-10000.0,10890000.0,3797000.0,1800000.0,16697000.0,59213000.0,47207000.0,,169698000.0,0.0,-10001000.0,290000.0,161970000.0,196144000.0,4282000.0,25214000.0,29496000.0,1206000.0,154998000.0,316000.0,14544000.0,22453000.0,22453000.0,22453000.0,6730000.0,1142000.0,47068031.0,0.79,37143000.0,,,54089000.0,76542000.0,,92813000.0,1067148226.0,0.0,-10108000.0,421000.0,66709000.0,,,211975000.0,286205000.0,,55528000.0,104912000.0,0.0,1767000.0,1767000.0,13000.0,13000.0,-1972000.0,31000.0,1154000.0,321186000.0,-12256000.0,724000.0,1246000.0,,,0.0,49642000.0,451000.0,8588000.0,126274000.0,134862000.0,49642000.0,-12269000.0,5880000.0,2290000.0,21891000.0,973352226.0,4047000.0,-635000.0,-8591000.0,-10001000.0,58675000.0,37143000.0,37143000.0,37778000.0,0.0,37143000.0,37143000.0,37778000.0,37778000.0,-12169000.0,688000.0,11173000.0,34903000.0,37373000.0,688000.0,-26993000.0,-1000.0,18990000.0,-2699000.0,-2470000.0,-116507000.0,5275000.0,10965000.0,6041000.0,15424000.0,13973000.0,,82646000.0,41550088.0,81577000.0,46281000.0,58631000.0,266882000.0,46350106.0,,,-2000.0,,74230000.0,,22000.0,-600000.0,-1000.0,2774000.0,52000.0,2597000.0,22632000.0,11440000.0,11189000.0,2970000.0,155000.0,0.0,68868000.0,,567000.0,12554000.0,5511000.0,52322000.0,0.0,628000.0,-8591000.0,-12169000.0,-1073000.0,-2699000.0,733000.0,161970000.0,22453000.0,419000.0,-14739000.0,-10001000.0,4350000.0,3697000.0,0.0,12246000.0,47207120.0,-2470000.0,-5992000.0,909000.0,169698000.0,-116507000.0,-1696912.0,14544000.0,0.278,1414000.0,-13943000.0,523044000.0,295972000.0,164358000.0,173745000.0,208251000.0,349299000.0,326900000.0,194301000.0,52691000.0,-2442000.0,266882000.0,11656000.0,-6104000.0,-6104000.0,12554000.0,857014.0,10001000.0,41146000.0,2140000.0
2021-12-31,12M,EUR,47923000.0,100138000.0,-42675000.0,55439000.0,,25188000.0,,0.0,4045000.0,46157893.0,0.81,92813000.0,29011000.0,-16162000.0,19284000.0,47207000.0,68253000.0,72106000.0,-12464000.0,68126000.0,68253000.0,-24560000.0,46000.0,2706000.0,6943000.0,-7022000.0,2673000.0,-24560000.0,47207000.0,,195815000.0,,-9327000.0,0.0,189338000.0,213270000.0,5772000.0,39268000.0,45040000.0,469000.0,207786000.0,366000.0,13450000.0,34951000.0,34951000.0,23910000.0,23910000.0,170000.0,47245273.0,0.79,37471000.0,,0.0,39891000.0,74842000.0,,68253000.0,1876305273.0,112000.0,6398000.0,432000.0,56375000.0,0.0,,366853000.0,550387000.0,,67846000.0,112158000.0,0.0,-1811000.0,-1811000.0,27000.0,27000.0,-2314000.0,46000.0,1342000.0,400714000.0,-103495000.0,698000.0,4045000.0,3154000.0,166000.0,,82717000.0,821000.0,13512000.0,165631000.0,179143000.0,82717000.0,-30546000.0,3320000.0,2567000.0,24170000.0,1755622273.0,46867000.0,-1204000.0,-94012000.0,-9327000.0,136646000.0,37471000.0,37471000.0,28711000.0,9964000.0,37471000.0,27507000.0,38675000.0,38675000.0,-14551000.0,4628000.0,6632000.0,44802000.0,52171000.0,4628000.0,-8642000.0,1000.0,25172000.0,-1611000.0,-7369000.0,-354572000.0,6669000.0,17548000.0,8843000.0,41792000.0,21028000.0,2697000.0,80196000.0,31190552.0,72537000.0,61334000.0,50824000.0,301496000.0,46006873.0,,2000.0,1140000.0,-1000.0,183534000.0,,149000.0,3299000.0,-1000.0,3115000.0,55000.0,3722000.0,36649000.0,13844000.0,22444000.0,3853000.0,-206000.0,0.0,98950000.0,397000.0,288000.0,96395000.0,9016000.0,41702000.0,0.0,1225000.0,-94012000.0,-14551000.0,-212000.0,-1611000.0,910000.0,189338000.0,34951000.0,650000.0,-37915000.0,-9327000.0,0.0,5137000.0,0.0,6844000.0,47207120.0,-7369000.0,-5835000.0,2227000.0,195815000.0,-354572000.0,-1670448.0,12991000.0,0.312,7755000.0,-25784000.0,816182000.0,361446000.0,224183000.0,242682000.0,250672000.0,573500000.0,602911000.0,365714000.0,44989000.0,-2790000.0,301496000.0,14378000.0,-5354000.0,-5354000.0,96395000.0,1200247.0,19327000.0,5484000.0,904000.0
2022-12-31,12M,EUR,50745000.0,111059000.0,-44260000.0,55439000.0,-6846000.0,24786000.0,,10853000.0,1664000.0,45934325.0,1.65,68253000.0,51899000.0,-24120000.0,43001000.0,47207000.0,115278000.0,239487000.0,-20829000.0,0.0,115278000.0,48638000.0,-65000.0,11114000.0,11344000.0,-23368000.0,-1172000.0,48638000.0,47207000.0,,365665000.0,,-8109000.0,164000.0,224018000.0,403528000.0,4744000.0,47411000.0,52155000.0,1932000.0,260924000.0,393000.0,14411000.0,36563000.0,36563000.0,32687000.0,7901000.0,29000.0,46846753.0,1.62,75726000.0,1145000.0,652000.0,47969000.0,84532000.0,0.0,116890000.0,1192033704.0,8562000.0,38983000.0,1058000.0,48661000.0,-40854000.0,0.0,316060000.0,487337000.0,117905000.0,92684000.0,133126000.0,107000.0,2850000.0,2850000.0,66000.0,66000.0,-2726000.0,322000.0,1926000.0,534400000.0,-63126000.0,0.0,1664000.0,4305000.0,66000.0,,10082000.0,520000.0,38257000.0,121324000.0,159581000.0,10082000.0,-49519000.0,5891000.0,2567000.0,27392000.0,1048956704.0,36351000.0,-2401000.0,83353000.0,-8109000.0,53457000.0,75726000.0,75726000.0,32601000.0,45527000.0,75726000.0,30199000.0,78128000.0,78128000.0,-20287000.0,-6481000.0,-123331000.0,-39857000.0,-39437000.0,-6481000.0,116358000.0,-2000.0,48423000.0,-3833000.0,-420000.0,-121672000.0,7248000.0,18033000.0,12229000.0,42412000.0,16363000.0,1373000.0,91337000.0,34703910.0,72781000.0,74322000.0,58804000.0,357144000.0,45606873.0,-1000.0,1000.0,1610000.0,1000.0,171277000.0,,332000.0,6466000.0,-1520000.0,2253000.0,,3958000.0,62776000.0,12709000.0,24798000.0,124209000.0,-144000.0,0.0,130139000.0,-197000.0,251000.0,60755000.0,8083000.0,45119000.0,0.0,830000.0,-43529000.0,-20287000.0,-144285000.0,-3833000.0,868000.0,224018000.0,36563000.0,962000.0,-49939000.0,-8109000.0,,6172000.0,126882000.0,20954000.0,47207120.0,-420000.0,-7191000.0,2849000.0,365665000.0,-121672000.0,-2300090.0,12518000.0,0.338,5283000.0,-25959000.0,977543000.0,486989000.0,211736000.0,402016000.0,298340000.0,575527000.0,574015000.0,314603000.0,51613000.0,3697000.0,357144000.0,15473000.0,-6805000.0,-6805000.0,60755000.0,1600247.0,27437000.0,142604000.0,1163000.0
2023-12-31,12M,EUR,55843000.0,127219000.0,-43436000.0,55439000.0,-9457000.0,30626000.0,30626000.0,0.0,1947000.0,45510108.0,1.38,116890000.0,55125000.0,-38226000.0,44118000.0,47207000.0,161678000.0,185456000.0,-33415000.0,54965000.0,106712000.0,44690000.0,-158000.0,13989000.0,10195000.0,-25112000.0,1326000.0,44690000.0,47207000.0,,409713000.0,,,63000.0,246231000.0,364420000.0,6328000.0,43657000.0,49985000.0,2215000.0,314201000.0,539000.0,15919000.0,7794000.0,38420000.0,38420000.0,7794000.0,15000.0,46432699.0,1.36,62995000.0,983000.0,0.0,59152000.0,97572000.0,98000.0,161678000.0,872685907.0,4525000.0,-95389000.0,1402000.0,36877000.0,-37094000.0,-185000.0,362883000.0,541416000.0,136676000.0,94600000.0,149060000.0,0.0,8538000.0,8538000.0,742000.0,742000.0,-3568000.0,3902000.0,2084000.0,536046000.0,64976000.0,,1947000.0,,,,4494000.0,377000.0,37790000.0,82676000.0,120466000.0,4494000.0,-47681000.0,27784000.0,3195000.0,23544000.0,920758907.0,45689000.0,-6866000.0,-829000.0,-3093000.0,,62995000.0,62995000.0,34248000.0,35614000.0,62995000.0,27381000.0,69861000.0,69861000.0,-33673000.0,-8964000.0,100130000.0,-43192000.0,-43187000.0,-8964000.0,-6771000.0,-1000.0,51164000.0,-4553000.0,-5000.0,-131703000.0,9947000.0,18397000.0,11912000.0,36019000.0,18972000.0,2585000.0,98840000.0,28239436.0,75103000.0,88218000.0,60842000.0,395291000.0,45471127.0,,,1685000.0,1000.0,178533000.0,,1877000.0,1790000.0,,309000.0,,4774000.0,95363000.0,15491000.0,30418000.0,23778000.0,-433000.0,0.0,169992000.0,,975000.0,,11021000.0,50614000.0,0.0,511000.0,-43897000.0,-33673000.0,-211096000.0,-4553000.0,682000.0,246231000.0,38420000.0,842000.0,-47686000.0,,,6368000.0,43068000.0,311226000.0,47207120.0,-5000.0,-8443000.0,3790000.0,409713000.0,-131703000.0,-409564.0,16366000.0,0.323,6007000.0,-21924000.0,1019093000.0,492389000.0,170451000.0,455402000.0,334449000.0,563691000.0,654672000.0,249490000.0,52397000.0,1168000.0,395291000.0,17803000.0,-1268000.0,-1268000.0,36302000.0,1735993.0,30059000.0,50219000.0,2508000.0
