symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PreferredSecuritiesOutsideStockEquity,PrepaidAssets,Properties,RawMaterials,RestrictedCash,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
TNXT.MI,2019-12-31,12M,EUR,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,,,,,,,,,,,80705000.0,,,,,,,,,,1278000.0,,,,1000.0,,-1000.0,,,,,,,,0.0,,,,4000000.0,,,,,,,,,,,,,,,,
TNXT.MI,2020-12-31,12M,EUR,34580000.0,75537000.0,-36540000.0,55439000.0,,,1246000.0,21456000.0,12870000.0,47207000.0,92813000.0,95783000.0,92741000.0,92813000.0,47207000.0,169698000.0,290000.0,196144000.0,4282000.0,25214000.0,29496000.0,1206000.0,154998000.0,316000.0,1142000.0,,0.0,421000.0,211975000.0,286205000.0,,55528000.0,0.0,1154000.0,321186000.0,724000.0,1246000.0,,,451000.0,8588000.0,126274000.0,134862000.0,5880000.0,2290000.0,21891000.0,4047000.0,58675000.0,18990000.0,-116507000.0,5275000.0,10965000.0,6041000.0,15424000.0,13973000.0,,46350106.0,,-2000.0,,74230000.0,,22000.0,-1000.0,2774000.0,22632000.0,11440000.0,11189000.0,2970000.0,68868000.0,567000.0,12554000.0,5511000.0,0.0,733000.0,4350000.0,47207120.0,169698000.0,-116507000.0,1414000.0,523044000.0,295972000.0,164358000.0,173745000.0,349299000.0,326900000.0,194301000.0,11656000.0,12554000.0,857014.0,10001000.0,41146000.0
TNXT.MI,2021-12-31,12M,EUR,47923000.0,100138000.0,-42675000.0,55439000.0,,0.0,4045000.0,29011000.0,19284000.0,47207000.0,68253000.0,72106000.0,68126000.0,68253000.0,47207000.0,195815000.0,0.0,213270000.0,5772000.0,39268000.0,45040000.0,469000.0,207786000.0,366000.0,170000.0,,112000.0,432000.0,366853000.0,550387000.0,,67846000.0,0.0,1342000.0,400714000.0,698000.0,4045000.0,3154000.0,166000.0,821000.0,13512000.0,165631000.0,179143000.0,3320000.0,2567000.0,24170000.0,46867000.0,136646000.0,25172000.0,-354572000.0,6669000.0,17548000.0,8843000.0,41792000.0,21028000.0,2697000.0,46006873.0,2000.0,1140000.0,-1000.0,183534000.0,,149000.0,-1000.0,3115000.0,36649000.0,13844000.0,22444000.0,3853000.0,98950000.0,288000.0,96395000.0,9016000.0,0.0,910000.0,0.0,47207120.0,195815000.0,-354572000.0,7755000.0,816182000.0,361446000.0,224183000.0,242682000.0,573500000.0,602911000.0,365714000.0,14378000.0,96395000.0,1200247.0,19327000.0,5484000.0
TNXT.MI,2022-12-31,12M,EUR,50745000.0,111059000.0,-44260000.0,55439000.0,-6846000.0,10853000.0,1664000.0,51899000.0,43001000.0,47207000.0,115278000.0,239487000.0,0.0,115278000.0,47207000.0,365665000.0,164000.0,403528000.0,4744000.0,47411000.0,52155000.0,1932000.0,260924000.0,393000.0,29000.0,1145000.0,8562000.0,1058000.0,316060000.0,487337000.0,117905000.0,92684000.0,107000.0,1926000.0,534400000.0,0.0,1664000.0,4305000.0,66000.0,520000.0,38257000.0,121324000.0,159581000.0,5891000.0,2567000.0,27392000.0,36351000.0,53457000.0,48423000.0,-121672000.0,7248000.0,18033000.0,12229000.0,42412000.0,16363000.0,1373000.0,45606873.0,1000.0,1610000.0,1000.0,171277000.0,,332000.0,-1520000.0,2253000.0,62776000.0,12709000.0,24798000.0,124209000.0,130139000.0,251000.0,60755000.0,8083000.0,0.0,868000.0,,47207120.0,365665000.0,-121672000.0,5283000.0,977543000.0,486989000.0,211736000.0,402016000.0,575527000.0,574015000.0,314603000.0,15473000.0,60755000.0,1600247.0,27437000.0,142604000.0
TNXT.MI,2023-12-31,12M,EUR,55843000.0,127219000.0,-43436000.0,55439000.0,-9457000.0,0.0,1947000.0,55125000.0,44118000.0,47207000.0,161678000.0,185456000.0,54965000.0,106712000.0,47207000.0,409713000.0,63000.0,364420000.0,6328000.0,43657000.0,49985000.0,2215000.0,314201000.0,539000.0,15000.0,983000.0,4525000.0,1402000.0,362883000.0,541416000.0,136676000.0,94600000.0,0.0,2084000.0,536046000.0,,1947000.0,,,377000.0,37790000.0,82676000.0,120466000.0,27784000.0,3195000.0,23544000.0,45689000.0,,51164000.0,-131703000.0,9947000.0,18397000.0,11912000.0,36019000.0,18972000.0,2585000.0,45471127.0,,1685000.0,1000.0,178533000.0,,1877000.0,,309000.0,95363000.0,15491000.0,30418000.0,23778000.0,169992000.0,975000.0,,11021000.0,0.0,682000.0,,47207120.0,409713000.0,-131703000.0,6007000.0,1019093000.0,492389000.0,170451000.0,455402000.0,563691000.0,654672000.0,249490000.0,17803000.0,36302000.0,1735993.0,30059000.0,50219000.0
