symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TNXT.MI,2022-09-30,TTM,EUR,,,268241000.0,34506000.0,9318000.0,,,78759000.0,59220000.0,93726000.0,141131000.0,3381000.0,3381000.0,50000.0,50000.0,-987000.0,78759000.0,78759000.0,42876000.0,36871000.0,78759000.0,41888000.0,79747000.0,-4233000.0,-4233000.0,101986000.0,48230296.602733,72722000.0,68409000.0,409372000.0,4397000.0,0.0,55839000.0,268241000.0,30380000.0,-7800000.0,-1917703.397267,12964000.0,0.232167,340963000.0,60666000.0,409372000.0,-8260000.0,-8260000.0,1852000.0
TNXT.MI,2023-03-31,3M,EUR,45837647.0,0.85,71905000.0,8553000.0,8553000.0,46383333.0,0.84,38962000.0,5089000.0,13642000.0,14148000.0,1671000.0,1671000.0,811000.0,811000.0,-756000.0,38962000.0,38962000.0,2087000.0,37631000.0,38962000.0,1331000.0,39718000.0,-860000.0,-860000.0,14155000.0,1644233.177297,9351000.0,4797000.0,86053000.0,798000.0,0.0,3418000.0,71905000.0,8553000.0,-513000.0,-199766.822703,1331000.0,0.389409,81256000.0,4284000.0,86053000.0,-513000.0,-513000.0,513000.0
TNXT.MI,2023-06-30,3M,EUR,,,48700000.0,8822000.0,-4772000.0,,,4045000.0,13485000.0,22307000.0,45210000.0,2364000.0,2364000.0,-700000.0,-700000.0,-1638000.0,4045000.0,4045000.0,7249000.0,-1566000.0,4045000.0,5611000.0,5683000.0,-4252000.0,-4252000.0,22158000.0,5513852.0,30160000.0,15050000.0,93910000.0,1077000.0,0.0,11121000.0,48700000.0,8822000.0,-4098000.0,51852.0,3872000.0,0.348,78860000.0,10951000.0,93910000.0,149000.0,149000.0,882000.0
TNXT.MI,2023-09-30,3M,EUR,,,95525000.0,9078000.0,22672000.0,,,2096000.0,7699000.0,16777000.0,-5941000.0,2741000.0,2741000.0,4625000.0,4625000.0,-976000.0,2096000.0,2096000.0,2988000.0,84000.0,2096000.0,2012000.0,3072000.0,3072000.0,3072000.0,18959000.0,3327746.0,-10294000.0,4353000.0,89584000.0,889000.0,0.0,4958000.0,95525000.0,9078000.0,2065000.0,-866254.0,1970000.0,0.397,85231000.0,6420000.0,89584000.0,-2182000.0,-2182000.0,1151000.0
TNXT.MI,2023-09-30,TTM,EUR,45649066.0,1.33,,,,46102636.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNXT.MI,2023-12-31,3M,EUR,,,30101000.0,11967000.0,-18659000.0,,,17892000.0,32879000.0,44846000.0,95643000.0,1762000.0,1762000.0,-3994000.0,-3994000.0,-3496000.0,17892000.0,17892000.0,21924000.0,-535000.0,17892000.0,18427000.0,21388000.0,-6924000.0,-6924000.0,43568000.0,17526563.839702,59001000.0,36642000.0,125744000.0,2010000.0,0.0,31117000.0,30101000.0,11967000.0,-5897000.0,377563.839702,9193000.0,0.295433,89102000.0,30742000.0,125744000.0,1278000.0,1278000.0,-38000.0
TNXT.MI,2023-12-31,TTM,EUR,45648551.0,1.38,,,,46319853.0,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNXT.MI,2024-03-31,3M,EUR,43883333.0,-0.06,89106000.0,10520000.0,10520000.0,43883333.0,-0.06,-2633000.0,-160000.0,10360000.0,9328000.0,2399000.0,2399000.0,2652000.0,2652000.0,-622000.0,-2633000.0,-2633000.0,-2011000.0,0.0,-2633000.0,-2633000.0,-2011000.0,253000.0,253000.0,11484000.0,-1749536.0,11271000.0,-1943000.0,98434000.0,751000.0,0.0,-2559000.0,89106000.0,10520000.0,-1124000.0,-240536.0,-548000.0,0.214,100377000.0,-3067000.0,98434000.0,-1124000.0,-1124000.0,1124000.0
TNXT.MI,2024-03-31,TTM,EUR,45021530.0,0.47,263432000.0,40387000.0,9761000.0,45807699.0,0.46,21400000.0,53903000.0,94290000.0,144240000.0,9266000.0,9266000.0,2583000.0,2583000.0,-6732000.0,21400000.0,21400000.0,30150000.0,-2017000.0,21400000.0,23417000.0,28132000.0,-7851000.0,-7851000.0,96169000.0,24686167.954836,90138000.0,54102000.0,407672000.0,4727000.0,0.0,44637000.0,263432000.0,40387000.0,-9054000.0,-609832.045164,14487000.0,0.324551,353570000.0,45046000.0,407672000.0,-1879000.0,-1879000.0,3119000.0
