symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestment,ShortTermDebtPayments,StockBasedCompensation,TaxesRefundPaid
TNXT.MI,2019-12-31,12M,EUR,13547000.0,,,,,,,,,,,-16396000.0,1078000.0,0.0,,,,,,,,,,,,,,1078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
TNXT.MI,2020-12-31,12M,EUR,,33600000.0,-14868000.0,-2195000.0,59213000.0,-10000.0,10890000.0,3797000.0,1800000.0,16697000.0,59213000.0,,0.0,-10001000.0,14544000.0,22453000.0,22453000.0,,,92813000.0,-10108000.0,66709000.0,,,-1972000.0,31000.0,-12256000.0,0.0,49642000.0,49642000.0,-12269000.0,-8591000.0,-10001000.0,37143000.0,37778000.0,-12169000.0,11173000.0,34903000.0,37373000.0,-26993000.0,-1000.0,-2699000.0,-2470000.0,81577000.0,,-600000.0,,628000.0,-8591000.0,-12169000.0,-1073000.0,-2699000.0,-14739000.0,-10001000.0,0.0,12246000.0,-2470000.0,909000.0,-13943000.0
TNXT.MI,2021-12-31,12M,EUR,,92813000.0,-16162000.0,-12464000.0,-24560000.0,46000.0,2706000.0,6943000.0,-7022000.0,2673000.0,-24560000.0,,,-9327000.0,13450000.0,34951000.0,34951000.0,0.0,,68253000.0,6398000.0,56375000.0,0.0,,-2314000.0,46000.0,-103495000.0,,82717000.0,82717000.0,-30546000.0,-94012000.0,-9327000.0,37471000.0,38675000.0,-14551000.0,6632000.0,44802000.0,52171000.0,-8642000.0,1000.0,-1611000.0,-7369000.0,72537000.0,,3299000.0,397000.0,1225000.0,-94012000.0,-14551000.0,-212000.0,-1611000.0,-37915000.0,-9327000.0,0.0,6844000.0,-7369000.0,2227000.0,-25784000.0
TNXT.MI,2022-09-30,TTM,EUR,,123417000.0,-20066000.0,-20761000.0,81630000.0,48000.0,-824000.0,8734000.0,-8145000.0,1167000.0,81632000.0,,,-5011000.0,15827000.0,30380000.0,30380000.0,,,205049000.0,-6396000.0,49194000.0,,,-2450000.0,179000.0,18768000.0,,11988000.0,11988000.0,-45784000.0,39394000.0,-5011000.0,78759000.0,79747000.0,-16712000.0,-1392000.0,-33881000.0,-33796000.0,61589000.0,,-3354000.0,-85000.0,69260000.0,,4801000.0,,1079000.0,-88355000.0,-16712000.0,-4344000.0,-3354000.0,-53153000.0,-5011000.0,,2952000.0,,2681000.0,-26761000.0
TNXT.MI,2022-12-31,12M,EUR,,68253000.0,-24120000.0,-20829000.0,48638000.0,-65000.0,11114000.0,11344000.0,-23368000.0,-1172000.0,48638000.0,,,-8109000.0,14411000.0,36563000.0,36563000.0,652000.0,0.0,116890000.0,38983000.0,48661000.0,-40854000.0,0.0,-2726000.0,322000.0,-63126000.0,,10082000.0,10082000.0,-49519000.0,83353000.0,-8109000.0,75726000.0,78128000.0,-20287000.0,-123331000.0,-39857000.0,-39437000.0,116358000.0,-2000.0,-3833000.0,-420000.0,72781000.0,-1000.0,6466000.0,-197000.0,830000.0,-43529000.0,-20287000.0,-144285000.0,-3833000.0,-49939000.0,-8109000.0,126882000.0,20954000.0,-420000.0,2849000.0,-25959000.0
TNXT.MI,2023-12-31,12M,EUR,30626000.0,116890000.0,-38226000.0,-33415000.0,44690000.0,-158000.0,13989000.0,10195000.0,-25112000.0,1326000.0,44690000.0,,,,15919000.0,7794000.0,38420000.0,0.0,98000.0,161678000.0,-95389000.0,36877000.0,-37094000.0,-185000.0,-3568000.0,3902000.0,64976000.0,,4494000.0,4494000.0,-47681000.0,-829000.0,-3093000.0,62995000.0,69861000.0,-33673000.0,100130000.0,-43192000.0,-43187000.0,-6771000.0,-1000.0,-4553000.0,-5000.0,75103000.0,,1790000.0,,511000.0,-43897000.0,-33673000.0,-211096000.0,-4553000.0,-47686000.0,,43068000.0,311226000.0,-5000.0,3790000.0,-21924000.0
TNXT.MI,2024-03-31,TTM,EUR,,124020000.0,-26392000.0,,-10751000.0,182000.0,16070000.0,9268000.0,-19839000.0,8340000.0,-10750000.0,,,,13983000.0,1783000.0,40387000.0,,,113270000.0,-140081000.0,50353000.0,,-185000.0,-5399000.0,6490000.0,52586000.0,,4545000.0,4545000.0,-62044000.0,-114295000.0,825000.0,21400000.0,28132000.0,-21589000.0,186784000.0,-57504000.0,-57499000.0,-38811000.0,,-4803000.0,,76745000.0,,38180000.0,,376000.0,-114219000.0,-21589000.0,-115593000.0,-4803000.0,-62049000.0,,-76000.0,302377000.0,,4169000.0,-22585000.0
