symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PreferredSecuritiesOutsideStockEquity,PrepaidAssets,Properties,RawMaterials,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
TNXT.MI,2022-12-31,3M,EUR,,,-44260000.0,,-6846000.0,10853000.0,1664000.0,51899000.0,43001000.0,,,,0.0,115278000.0,,,164000.0,,4744000.0,47411000.0,52155000.0,,,,,1145000.0,,1058000.0,316060000.0,,117905000.0,92684000.0,,,,0.0,1664000.0,4305000.0,66000.0,520000.0,38257000.0,121324000.0,159581000.0,,,27392000.0,,53457000.0,,,,,,,,1373000.0,,1000.0,1610000.0,1000.0,171277000.0,,-1520000.0,,62776000.0,12709000.0,24798000.0,,,,60755000.0,8083000.0,0.0,868000.0,,,,,,,211736000.0,,,,,,60755000.0,,,
TNXT.MI,2023-03-31,3M,EUR,89919000.0,112366000.0,,55439000.0,,0.0,2059000.0,,,47207000.0,124020000.0,315707000.0,,,47207000.0,422160000.0,,453404000.0,,,,1898000.0,263458000.0,393000.0,28000.0,,8246000.0,,,498163000.0,,,84000.0,1976000.0,422160000.0,,2059000.0,,,,,,,5885000.0,2691000.0,,45634000.0,,48181000.0,-76003000.0,7905000.0,13935000.0,12037000.0,41043000.0,16860000.0,,45527085.0,,,,,358000.0,,-1000.0,,,20880000.0,191687000.0,94878000.0,295000.0,,,,,47207120.0,422160000.0,-76003000.0,493000.0,1039044000.0,422160000.0,,467794000.0,571250000.0,585640000.0,307792000.0,4959000.0,,1680035.0,29048000.0,189946000.0
TNXT.MI,2023-06-30,3M,EUR,45504000.0,89178000.0,-46746000.0,55439000.0,,480000.0,,53408000.0,43702000.0,47207000.0,165393000.0,234999000.0,98714000.0,66679000.0,47207000.0,405395000.0,1282000.0,378360000.0,5753000.0,42996000.0,48749000.0,35430000.0,298073000.0,583000.0,21000.0,,7778000.0,1445000.0,316060000.0,495594000.0,,95953000.0,15000.0,2212000.0,548619000.0,,,,,520000.0,37949000.0,100228000.0,138177000.0,31009000.0,2534000.0,27518000.0,42017000.0,,49208000.0,-90199000.0,8513000.0,15934000.0,11734000.0,39895000.0,17897000.0,3928000.0,45456873.0,,6586000.0,1000.0,179534000.0,1838000.0,,1368000.0,104658000.0,13225000.0,9523000.0,69606000.0,164082000.0,374000.0,,,0.0,767000.0,47207120.0,405395000.0,-90199000.0,6523000.0,988549000.0,505623000.0,186926000.0,447412000.0,541137000.0,610187000.0,243064000.0,13920000.0,,1750247.0,30420000.0,80287000.0
TNXT.MI,2023-09-30,3M,EUR,83072000.0,103083000.0,,55439000.0,,0.0,1893000.0,,,47207000.0,172808000.0,197644000.0,,,47207000.0,406560000.0,,333472000.0,,,,28578000.0,266960000.0,706000.0,22000.0,,8393000.0,,,536834000.0,,,0.0,1999000.0,406560000.0,,1893000.0,,,,,,,28104000.0,2812000.0,,42973000.0,,48574000.0,-130274000.0,9071000.0,15663000.0,11764000.0,38567000.0,18167000.0,,45435913.0,,,,,1866000.0,,1000.0,,,,24836000.0,85440000.0,482000.0,,,,,47207120.0,406560000.0,-130274000.0,2168000.0,982696000.0,406560000.0,,449533000.0,533163000.0,649224000.0,266203000.0,2368000.0,,1771207.0,30725000.0,66512000.0
TNXT.MI,2023-12-31,3M,EUR,55843000.0,127219000.0,-43436000.0,55439000.0,-9457000.0,0.0,1947000.0,55125000.0,44118000.0,47207000.0,161678000.0,185456000.0,54965000.0,106712000.0,47207000.0,409713000.0,63000.0,364420000.0,6328000.0,43657000.0,49985000.0,2215000.0,314201000.0,539000.0,15000.0,983000.0,4525000.0,1402000.0,362883000.0,541416000.0,136676000.0,94600000.0,0.0,2084000.0,536046000.0,,1947000.0,,,377000.0,37790000.0,82676000.0,120466000.0,27784000.0,3195000.0,23544000.0,45689000.0,,51164000.0,-131703000.0,9947000.0,18397000.0,11912000.0,36019000.0,18972000.0,2585000.0,45471127.0,,1685000.0,1000.0,178533000.0,1877000.0,,309000.0,95363000.0,15491000.0,30418000.0,23778000.0,169992000.0,975000.0,,11021000.0,0.0,682000.0,47207120.0,409713000.0,-131703000.0,6007000.0,1019093000.0,492389000.0,170451000.0,455402000.0,563691000.0,654672000.0,249490000.0,17803000.0,36302000.0,1735993.0,30059000.0,50219000.0
TNXT.MI,2024-03-31,3M,EUR,109188000.0,140766000.0,,55439000.0,,,2433000.0,,,47207000.0,113456000.0,117388000.0,38000000.0,75456000.0,47207000.0,401509000.0,,307430000.0,,,,8443000.0,337963000.0,516000.0,16000.0,,5114000.0,,,669032000.0,,,90000.0,1794000.0,401509000.0,,2433000.0,,,,,,,28039000.0,3195000.0,,49692000.0,,53443000.0,-267523000.0,9840000.0,14408000.0,13095000.0,35254000.0,19930000.0,,45681241.0,,1000.0,,,2086000.0,,-2000.0,,,36944000.0,3932000.0,113528000.0,1141000.0,,,,,47207120.0,401509000.0,-267523000.0,2005000.0,1094131000.0,401509000.0,,451201000.0,642930000.0,786700000.0,304967000.0,4340000.0,,1525879.0,26420000.0,-30533000.0
