symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
XHS.MI,2021-12-31,12M,EUR,13915000.0,8749000.0,3219000.0,-0.100031,,-4345000.0,13078000.0,1200000.0,5774000.0,5774000.0,1074000.0,846000.0,1816000.0,2662000.0,380000.0,1200000.0,1643000.0,,24661000.0,16533000.0,1123000.0,2114000.0,3237000.0,18540000.0,14000.0,1031000.0,1031000.0,820000.0,820000.0,3219000.0,-0.100031,-322000.0,23000.0,1054000.0,1996000.0,-1616000.0,1119000.0,1404000.0,1447000.0,,7923000.0,359000.0,359000.0,10000.0,10000.0,-349000.0,71000.0,8420000.0,-4345000.0,,11955000.0,4663000.0,16618000.0,1003000.0,-322000.0,-322000.0,-322000.0,-322000.0,-322000.0,13000.0,-322000.0,-424000.0,2345000.0,2345000.0,-424000.0,,20151000.0,-4345000.0,196000.0,547000.0,763000.0,1054000.0,-322000.0,2729000.0,7835000.0,88000.0,32584000.0,3219000.0,632000.0,133000.0,43000.0,-991000.0,434000.0,,2466000.0,945000.0,,293000.0,0.0,14904000.0,0.0,-336000.0,,-4345000.0,24661000.0,1031000.0,342000.0,342000.0,-322000.0,1000.0,1120000.0,3219000.0,1643000.0,196000.0,0.0,-14000.0,0.041667,1014000.0,38708000.0,6306000.0,19855000.0,1643000.0,32496000.0,37065000.0,22175000.0,18525000.0,13000.0,75000.0,32584000.0,44000.0,81000.0,-2007000.0
XHS.MI,2022-12-31,12M,EUR,16833000.0,9310000.0,3219000.0,0.264368,8503000.0,-1512000.0,13194000.0,1200000.0,6910000.0,6910000.0,1135000.0,298000.0,2318000.0,2616000.0,782000.0,1200000.0,2848000.0,5000.0,31822000.0,19937000.0,1292000.0,2532000.0,3824000.0,22183000.0,-396000.0,1929000.0,1929000.0,1709000.0,1709000.0,3219000.0,0.264368,851000.0,1685000.0,3614000.0,-3540000.0,4322000.0,1324000.0,1437000.0,1455000.0,19923000.0,13314000.0,438000.0,438000.0,0.0,0.0,-437000.0,108000.0,8517000.0,-1512000.0,418000.0,11902000.0,3137000.0,15039000.0,,851000.0,851000.0,851000.0,851000.0,851000.0,1685000.0,851000.0,-617000.0,-1213000.0,-1213000.0,-617000.0,-1890000.0,19923000.0,-1512000.0,1393000.0,435000.0,709000.0,3614000.0,851000.0,5834000.0,11516000.0,1798000.0,45136000.0,3219000.0,212000.0,129000.0,18000.0,,449000.0,66000.0,3966000.0,713000.0,10997000.0,146000.0,0.0,17898000.0,1890000.0,1247000.0,0.0,-1512000.0,31822000.0,1929000.0,421000.0,421000.0,851000.0,0.0,1324000.0,3219000.0,2848000.0,1393000.0,0.0,396000.0,0.317562,1361000.0,41663000.0,5985000.0,18863000.0,2848000.0,43338000.0,38815000.0,21726000.0,16632000.0,1685000.0,179000.0,45136000.0,352000.0,,-2246000.0
