symbol,asOfDate,periodType,currencyCode,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,OperatingCashFlow,PurchaseOfPPE
XHS.MI,2023-06-30,TTM,EUR,-1288000.0,2796000.0,178000.0,1019000.0,1197000.0,2442000.0,-577000.0,2140000.0,2140000.0,-1170000.0,3612000.0,-436000.0,-1288000.0,1115000.0,2140000.0,-1751000.0,-1751000.0,-1288000.0,4900000.0,-1288000.0
