asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedDirect,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PaymentsonBehalfofEmployees,PaymentstoSuppliersforGoodsandServices,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReceiptsfromCustomers,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaidDirect,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,19055000.0,,,,179000.0,,,,,,-8000.0,,,,,,,,0.0,,,0.0,64000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,56000.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-115000.0,,89000.0,,,2000.0,8000.0,,,,,,0.0,0.0,,,,,,1068000.0,1068000.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1414557.0,572860.0,-818000.0,3436000.0,18000.0,22894000.0,45807283.0,-0.0158,2515595.0,321000.0,-113780.0,73000.0,14507401.0,2702573.0,2702573.0,-5000.0,2703000.0,-1018308.0,186978.0,186979.0,-5843520.0,5358370.0,14507401.0,,22221365.0,1015000.0,,0.0,2623367.0,3984158.0,73000.0,376176.0,449176.0,2825197.0,262459.0,244459.0,45807283.0,-0.0158,-723872.0,-639192.0,-376733.0,2702573.0,24822906.0,,3173408.0,-1132088.0,779000.0,67000.0,144537.0,1722000.0,2086633.0,0.0,0.0,131129.0,131129.0,110.0,110.0,-66819.0,0.0,27010378.0,-1968121.0,22893694.0,1015000.0,2833821.0,4412837.0,4412837.0,2833821.0,-578791.0,,1094000.0,25495906.0,1015000.0,2086440.0,-723872.0,-723872.0,-723872.0,-723872.0,-723872.0,-723872.0,0.0,-131019.0,-1854341.0,2255030.0,2255030.0,-131019.0,1000.0,904000.0,-113780.0,22076828.0,145825.0,145825.0,0.0,-30565.0,-398577.320904,2378459.0,-291826.0,4710000.0,46021491.0,-1.0,-228845.0,37403.0,-275.0,767488.0,,77537.0,1735181.0,1.0,3000.0,2242000.0,276000.0,307000.0,456000.0,,8000.0,0.0,1573533.0,-2225540.0,-3389135.0,-770321.0,0.0,0.0,-3071566.0,-113780.0,5320967.0,2623367.0,262459.0,1613000.0,1613000.0,-578791.0,,-723872.0,0.0,1217225.0,0.0,779000.0,46021491.0,-366168.0,22221365.0,22076828.0,-20873.320904,-46449.0,0.060298,253000.0,-533158.0,29817396.0,26634202.0,4862013.0,22221365.0,5001826.0,7596031.0,25833237.0,4770834.0,-639302.0,14000.0,4710000.0,158976.0,-346168.0,-346168.0,,1158961.0,366168.0
2021-12-31,12M,EUR,1259974.0,1131183.0,-130000.0,5296637.0,25000.0,,47665327.0,0.03623,2702573.0,321000.0,-93060.0,96000.0,15007401.0,1461825.0,1541825.0,,1462000.0,-1789787.0,-1240749.0,-1240749.0,-6644588.0,5476617.0,15007401.0,,26346384.0,2400000.0,,,2674150.0,3456779.0,96000.0,451231.0,547231.0,2755414.0,318711.0,293711.0,48302535.0,0.03576,1727087.0,1876071.0,2194782.0,1461825.0,24695069.0,11.251718,3029955.0,-1882847.0,896000.0,67000.0,138032.0,932520.0,2706850.0,12000.0,0.0,148984.0,148984.0,30098.0,30098.0,-120985.0,,32024345.0,-2480917.0,27892452.0,2400000.0,1760920.0,5226730.0,5226730.0,1760920.0,-911088.0,,308000.0,21109069.0,2400000.0,4216136.0,1727087.0,1727087.0,1727087.0,1727087.0,1727087.0,1727087.0,,-118886.0,-2387856.0,849832.0,849832.0,-118886.0,-1.0,802520.0,-93060.0,26208352.0,59156.0,59156.0,,2289964.0,1822269.0,765711.0,1941139.0,5381000.0,50021491.0,1.0,-233158.0,151425.0,-229.0,867683.0,196719.0,71032.0,2229658.0,1.0,,2221000.0,371000.0,624520.0,550000.0,80000.0,1000.0,0.0,1305500.0,-2535703.0,-3875727.0,1727087.0,0.0,,-2747423.0,-93060.0,5325192.0,2674150.0,318711.0,1474000.0,1474000.0,-911088.0,,5823922.0,,359567.0,,896000.0,50021491.0,-265182.0,26346384.0,26208352.0,0.0,0.0,0.0,222000.0,-621816.0,34588597.0,31573114.0,5773961.0,26346384.0,3439861.0,8242213.0,31131818.0,5486799.0,1845973.0,,5381000.0,45526.0,-95182.0,-95182.0,,701365.0,265182.0
2022-12-31,12M,EUR,1368854.0,1472759.0,-109000.0,7080615.0,26131.0,,53657855.0,-0.049521,1461825.0,,-120774.0,96000.0,15167401.0,1008324.0,1030324.0,,1008000.0,-876249.0,-453501.0,-453501.0,-7138103.0,7009952.0,15167401.0,,25887301.0,2000000.0,,,4566044.0,3254970.0,96000.0,1307999.0,1403999.0,3617651.0,295054.0,268923.0,53657855.0,-0.050669,-2657185.0,-2494923.0,-2199869.0,1008324.0,23015203.0,,1696676.0,-997023.0,1144000.0,67000.0,136643.0,642862.0,597859.0,311000.0,0.0,162262.0,162262.0,18926.0,18926.0,-112485.0,,31510185.0,-1273928.0,27627186.0,2000000.0,420000.0,4314885.0,4314885.0,420000.0,-480626.0,,106000.0,19316827.0,2000000.0,4614560.0,-2657185.0,-2657185.0,-2657185.0,-2657185.0,-2657185.0,-2657185.0,,-143336.0,-1153154.0,-60626.0,-60626.0,-143336.0,,642862.0,-120774.0,25750658.0,79287.0,79287.0,,-2145180.0,-2602496.0,3057019.0,-2459160.0,5163903.0,53657855.0,,-244145.0,284416.0,-113.0,714066.0,196719.0,69643.0,2257498.0,-200.0,,2761965.0,,642862.0,285000.0,22000.0,1000.0,0.0,1418586.0,-2235059.0,-4658899.0,-2657185.0,,,-1542154.0,-120774.0,6725536.0,4566044.0,295054.0,2040000.0,2040000.0,-480626.0,,3080383.0,,389000.0,,1144000.0,53657855.0,-54689.0,25887301.0,25750658.0,0.0,0.0,0.0,156000.0,-748098.0,34008446.0,30202186.0,5718884.0,25887301.0,7623063.0,8121145.0,30753476.0,4503494.0,-2513849.0,,5163903.0,49732.0,-54689.0,-54689.0,,-362681.0,54689.0
2023-12-31,12M,EUR,4667402.0,1324451.0,-1563000.0,7832045.0,26734.0,,54798432.0,-0.057648,1008324.0,321000.0,-82895.0,63000.0,15367401.0,1628191.0,1634191.0,,1628000.0,99192.0,619867.0,619867.0,-6617211.0,6986168.0,15367401.0,,23568777.0,1000000.0,,,2292236.0,5437244.0,63000.0,1542017.0,1605017.0,8545525.0,257317.0,230583.0,54798432.0,-0.057648,-3159019.54,-3006129.0,-2748812.0,1628191.0,20847775.0,,1411200.0,16297.0,1831000.0,67000.0,126706.0,2094000.0,2720114.0,157000.0,,152891.0,152891.0,6631.0,6631.0,-106659.0,,28035672.0,-890525.0,27091269.0,1000000.0,1827940.0,2924878.0,2924878.0,1827940.0,-1173125.0,,1246000.0,15955279.0,1000000.0,2838704.0,-3159019.54,-3159019.54,-3159020.0,-3159019.54,-3159019.54,-3159020.0,,-146260.0,-807630.0,654815.0,654815.0,-146260.0,,531000.0,-82895.0,23442071.0,0.0,37773.0,,-2525846.0,-2936053.54,5460317.0,-2740203.0,5012350.0,55983436.0,,-340720.0,71620.0,4602.0,661052.0,,59706.0,2136156.0,1.0,,2901000.0,,527000.0,1678000.0,6000.0,,0.0,4779456.0,-2542598.0,-3733893.0,-3159020.0,0.0,,-1012938.0,-82895.0,6914548.0,2292236.0,257317.0,,,-1173125.0,,118082.0,,205308.0,,1831000.0,55983436.0,-222966.0,23568777.0,23442071.0,0.0,0.0,0.0,639000.0,-269765.0,35332376.0,26493655.0,4529895.0,23568777.0,7752553.0,11763599.0,29895131.0,3218074.0,-3012760.0,,5012350.0,112054.0,-222966.0,-222966.0,0.0,-3108281.0,222966.0
