symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
CELL.MI,2019-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602000.0,602000.0,,,,,,,,,,,,,
CELL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,10000.0
CELL.MI,2020-12-31,12M,EUR,9114000.0,20663156.0,0.67297,59615000.0,10821000.0,1707000.0,20663156.0,0.67297,13900000.0,-611000.0,14273000.0,5567000.0,44925000.0,4013000.0,1785000.0,1785000.0,163000.0,163000.0,0.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,-2286000.0,-2286000.0,15743000.0,15017200.0,44909000.0,16000.0,104540000.0,591000.0,139000.0,0.0,-2396000.0,59615000.0,14884000.0,,,12980000.0,18547000.0,-4013000.0,-352800.0,-16297000.0,0.24,104524000.0,-3405000.0,664000.0,104540000.0,-1470000.0,-1470000.0,4152000.0
CELL.MI,2021-12-31,12M,EUR,9917000.0,20232000.0,-0.19,62363000.0,11814000.0,1897000.0,20232000.0,-0.19,-3846000.0,-5379000.0,13609000.0,5182000.0,48212000.0,7174000.0,1177000.0,1177000.0,2000.0,2000.0,,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-2124000.0,-2124000.0,20783000.0,1606240.0,49567000.0,-1355000.0,110575000.0,3372000.0,216000.0,0.0,-6556000.0,62363000.0,18988000.0,,,15646000.0,20828000.0,-7174000.0,-1721760.0,-2710000.0,0.24,111930000.0,-5157000.0,949000.0,110575000.0,-7174000.0,-7174000.0,
CELL.MI,2022-12-31,12M,EUR,11388000.0,20608000.0,-3.65,88849000.0,12843000.0,1455000.0,20608000.0,-3.65,-75166000.0,-73593000.0,14477000.0,6217000.0,48795000.0,0.0,1223000.0,1223000.0,2000.0,2000.0,,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-655000.0,-655000.0,14477000.0,57582000.0,51447000.0,-2652000.0,137644000.0,1788000.0,412000.0,0.0,-74816000.0,88849000.0,88070000.0,,,14189000.0,20406000.0,-75425000.0,-18102000.0,349000.0,0.24,140296000.0,-76295000.0,-566000.0,137644000.0,0.0,-75425000.0,
CELL.MI,2023-09-30,TTM,EUR,,21366879.0,-1.745432,,,,21366879.0,-1.745432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELL.MI,2023-12-31,12M,EUR,11750000.0,21164000.0,0.17,97459000.0,13405000.0,1655000.0,21164000.0,0.17,3595000.0,6929000.0,20334000.0,6359000.0,61189000.0,,2679000.0,2679000.0,2000.0,2000.0,,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,-1508000.0,-1508000.0,20334000.0,3595000.0,57050000.0,4139000.0,158648000.0,736000.0,913000.0,0.0,4250000.0,97459000.0,13405000.0,,,16234000.0,22593000.0,0.0,0.0,655000.0,0.154118,154509000.0,4876000.0,-1169000.0,158648000.0,0.0,0.0,
CELL.MI,2023-12-31,TTM,EUR,11750000.0,21164000.0,0.17,97459000.0,13405000.0,1655000.0,21164000.0,0.17,3595000.0,6929000.0,20334000.0,6359000.0,61189000.0,,2679000.0,2679000.0,2000.0,2000.0,0.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,-1508000.0,-1508000.0,20334000.0,3595000.0,57050000.0,4139000.0,158648000.0,736000.0,913000.0,0.0,4250000.0,97459000.0,13405000.0,,,16234000.0,22593000.0,0.0,0.0,655000.0,0.154118,154509000.0,4876000.0,-1169000.0,158648000.0,0.0,0.0,
