asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfBusiness,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-7997000.0,,,9710000.0,,,,,1852000.0,,,,-6088000.0,,,,,,,,,,-6088000.0,,,,,1244000.0,,,,409000.0,,,,,,2416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608000.0,,,,,,,,0.0,,-2889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,584000.0,,-1000.0,,,1000.0,,,,,,,,,,2948000.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0
2020-12-31,12M,EUR,15485000.0,52704000.0,-8880000.0,-3377000.0,9114000.0,14884000.0,20663156.0,0.67297,32089000.0,-10171000.0,1140000.0,21343000.0,8629000.0,8737000.0,-6612000.0,8629000.0,-23460000.0,-6592000.0,5766000.0,-4731000.0,8996000.0,3439000.0,-23460000.0,21343000.0,,208455000.0,169000.0,59615000.0,100712000.0,,10039000.0,10039000.0,39657000.0,65000.0,-16297000.0,14884000.0,14884000.0,10821000.0,1707000.0,4820000.0,20663156.0,0.67297,13900000.0,-611000.0,14273000.0,0.0,8629000.0,127812483.0,-10783000.0,33466000.0,1136000.0,-345000.0,5567000.0,106408000.0,181348000.0,56081000.0,9672000.0,44925000.0,4013000.0,1785000.0,1785000.0,163000.0,163000.0,-931000.0,-1531000.0,31935000.0,253521000.0,-23984000.0,,1140000.0,35027000.0,35027000.0,0.0,1697000.0,2591000.0,98580483.0,0.0,0.0,-13813000.0,,36437000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,-2286000.0,-11035000.0,-11035000.0,-2286000.0,7141000.0,9672000.0,-10171000.0,27107000.0,1782000.0,2552000.0,720000.0,15743000.0,15017200.0,11307000.0,44909000.0,16000.0,104540000.0,20662830.0,,1495000.0,,74940000.0,-257000.0,1000.0,1000.0,591000.0,139000.0,2853000.0,1749000.0,536000.0,108000.0,0.0,21390000.0,,5272000.0,-2396000.0,5163000.0,-13813000.0,59615000.0,14884000.0,,,29351000.0,12980000.0,18547000.0,22350475.0,-4013000.0,208455000.0,27107000.0,-352800.0,-16297000.0,0.24,1528000.0,-3704000.0,294069000.0,243482000.0,45066000.0,208455000.0,104524000.0,85614000.0,193358000.0,45957000.0,-3405000.0,664000.0,104540000.0,3052000.0,-1470000.0,-1470000.0,1687645.0,61055000.0,4152000.0
2021-12-31,12M,EUR,19825000.0,52117000.0,,-3436000.0,9917000.0,,20232000.0,-0.19,8629000.0,-4997000.0,,21343000.0,8138000.0,8198000.0,,8138000.0,-1183000.0,2563000.0,487000.0,4340000.0,527000.0,7917000.0,-1183000.0,21343000.0,,205359000.0,169000.0,62363000.0,96995000.0,,10129000.0,10129000.0,37958000.0,,-2710000.0,18988000.0,18988000.0,11814000.0,1897000.0,,20232000.0,-0.19,-3846000.0,-5379000.0,13609000.0,692000.0,8138000.0,110252923.0,-12893000.0,30208000.0,14075000.0,-122000.0,5182000.0,108773000.0,170128000.0,55553000.0,9261000.0,48212000.0,7174000.0,1177000.0,1177000.0,2000.0,2000.0,-925000.0,-1442000.0,28766000.0,241130000.0,-7362000.0,,,25642000.0,25642000.0,58000.0,1616000.0,2267000.0,86793923.0,0.0,,-2365000.0,,27633000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-3846000.0,-2124000.0,-9597000.0,-9597000.0,-2124000.0,-3447000.0,9261000.0,-4997000.0,35231000.0,4748000.0,2349000.0,772000.0,20783000.0,1606240.0,19072000.0,49567000.0,-1355000.0,110575000.0,20863924.0,,660000.0,,61355000.0,2183000.0,,,3372000.0,216000.0,2798000.0,1774000.0,977000.0,60000.0,0.0,24884000.0,,5723000.0,-6556000.0,5051000.0,-2365000.0,62363000.0,18988000.0,,,24842000.0,15646000.0,20828000.0,22551569.0,-7174000.0,205359000.0,35231000.0,-1721760.0,-2710000.0,0.24,1214000.0,-2352000.0,281190000.0,231001000.0,35771000.0,205359000.0,111930000.0,75831000.0,184195000.0,37873000.0,-5157000.0,949000.0,110575000.0,2261000.0,-7174000.0,-7174000.0,1687645.0,59037000.0,
2022-12-31,12M,EUR,23580000.0,53291000.0,,-3437000.0,11388000.0,,20608000.0,-3.65,8138000.0,-4609000.0,,21343000.0,9916000.0,9991000.0,-1012000.0,9916000.0,972000.0,-11654000.0,3474000.0,3755000.0,-1170000.0,-5595000.0,972000.0,21343000.0,,130468000.0,106000.0,88849000.0,109023000.0,,23788000.0,23788000.0,55152000.0,,349000.0,88070000.0,88070000.0,12843000.0,1455000.0,,20608000.0,-3.65,-75166000.0,-73593000.0,14477000.0,806000.0,9916000.0,89659144.0,1478000.0,42008000.0,280000.0,-38000.0,6217000.0,34272000.0,89098000.0,56728000.0,12114000.0,48795000.0,0.0,1223000.0,1223000.0,2000.0,2000.0,-2287000.0,-2214000.0,39794000.0,169965000.0,-5395000.0,0.0,,15709000.0,15709000.0,71000.0,1356000.0,2680000.0,61865144.0,0.0,,-786000.0,,29581000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-75166000.0,-655000.0,3811000.0,3811000.0,-655000.0,-1321000.0,12114000.0,-4609000.0,41370000.0,5122000.0,2762000.0,524000.0,14477000.0,57582000.0,4889000.0,51447000.0,-2652000.0,137644000.0,20830015.0,3371000.0,1283000.0,,54826000.0,629000.0,-2000.0,,1788000.0,412000.0,2801000.0,4388000.0,480000.0,75000.0,0.0,28660000.0,,4497000.0,-74816000.0,4940000.0,-786000.0,88849000.0,88070000.0,,,-59612000.0,14189000.0,20406000.0,21868189.0,-75425000.0,130468000.0,41370000.0,-18102000.0,349000.0,0.24,970000.0,-1334000.0,215428000.0,146177000.0,39497000.0,130468000.0,140296000.0,84960000.0,106405000.0,29808000.0,-76295000.0,-566000.0,137644000.0,2279000.0,0.0,-75425000.0,1038174.0,53871000.0,
2023-12-31,12M,EUR,32330000.0,51460000.0,,-3946000.0,11750000.0,,21164000.0,0.17,9916000.0,-4893000.0,,21343000.0,14041000.0,14379000.0,,14041000.0,3038000.0,-4587000.0,-7159000.0,8595000.0,2498000.0,-653000.0,3038000.0,21343000.0,,134659000.0,129000.0,97459000.0,126309000.0,,29170000.0,29170000.0,75057000.0,,655000.0,13405000.0,13405000.0,13405000.0,1655000.0,,21164000.0,0.17,3595000.0,6929000.0,20334000.0,1087000.0,14041000.0,81158897.0,-2564000.0,48429000.0,8154000.0,-260000.0,6359000.0,38505000.0,89099000.0,55406000.0,11810000.0,61189000.0,,2679000.0,2679000.0,2000.0,2000.0,-3703000.0,-2505000.0,45924000.0,172429000.0,-7445000.0,,,8600000.0,8600000.0,331000.0,1939000.0,2824000.0,49937897.0,0.0,,-2552000.0,,23729000.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,3595000.0,-1508000.0,-1727000.0,-1727000.0,-1508000.0,-837000.0,11810000.0,-4893000.0,45560000.0,5805000.0,3547000.0,544000.0,20334000.0,3595000.0,13047000.0,57050000.0,4139000.0,158648000.0,21340982.0,,3091000.0,,50594000.0,169000.0,,,736000.0,913000.0,2994000.0,3994000.0,2023000.0,338000.0,0.0,39864000.0,,12050000.0,4250000.0,4863000.0,-2552000.0,97459000.0,13405000.0,,,6260000.0,16234000.0,22593000.0,21868189.0,0.0,134659000.0,45560000.0,0.0,655000.0,0.154118,473000.0,-1432000.0,233407000.0,143259000.0,37770000.0,134659000.0,154509000.0,98748000.0,107099000.0,23691000.0,4876000.0,-1169000.0,158648000.0,4540000.0,0.0,0.0,527207.0,51252000.0,
