symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
CELL.MI,2022-12-31,3M,EUR,23580000.0,53291000.0,-3437000.0,,21343000.0,9916000.0,9991000.0,9916000.0,21343000.0,130468000.0,106000.0,109023000.0,23788000.0,23788000.0,55152000.0,42008000.0,34272000.0,89098000.0,56728000.0,12114000.0,-2214000.0,39794000.0,169965000.0,0.0,15709000.0,15709000.0,71000.0,1356000.0,2680000.0,0.0,29581000.0,12114000.0,41370000.0,5122000.0,2762000.0,524000.0,20830015.0,3371000.0,1283000.0,54826000.0,-2000.0,,2801000.0,4388000.0,480000.0,75000.0,28660000.0,,4497000.0,4940000.0,-59612000.0,21868189.0,130468000.0,41370000.0,970000.0,215428000.0,146177000.0,39497000.0,130468000.0,84960000.0,106405000.0,29808000.0,2279000.0,1038174.0,53871000.0
CELL.MI,2023-06-30,3M,EUR,26993000.0,48229000.0,-3643000.0,,21343000.0,12366000.0,12366000.0,12366000.0,21343000.0,126225000.0,170000.0,118818000.0,30390000.0,30390000.0,66492000.0,,37792000.0,91653000.0,51872000.0,12257000.0,,49182000.0,172621000.0,,16006000.0,16006000.0,71000.0,2493000.0,2631000.0,0.0,34030000.0,12257000.0,34572000.0,5409000.0,3349000.0,518000.0,21469744.0,,1384000.0,53861000.0,,1000.0,2672000.0,4573000.0,3789000.0,,32294000.0,867000.0,4498000.0,4883000.0,-1306000.0,21868189.0,126225000.0,34572000.0,754000.0,228209000.0,142231000.0,46396000.0,126225000.0,101984000.0,109390000.0,35492000.0,2629000.0,398445.0,52326000.0
CELL.MI,2023-09-30,3M,EUR,29798000.0,57384000.0,,53000.0,21343000.0,10924000.0,11161000.0,,21343000.0,130074000.0,,122736000.0,27098000.0,27098000.0,66048000.0,,37946000.0,90075000.0,,12021000.0,,51609000.0,172456000.0,53000.0,15284000.0,15284000.0,71000.0,2437000.0,,0.0,31458000.0,12021000.0,39999000.0,5616000.0,3328000.0,481000.0,21366879.0,1738000.0,7027000.0,52129000.0,,,,12021000.0,,237000.0,30422000.0,,,,2496000.0,21868189.0,130074000.0,39999000.0,844000.0,230572000.0,145358000.0,42382000.0,130074000.0,100498000.0,107836000.0,34450000.0,624000.0,501310.0,56688000.0
CELL.MI,2023-12-31,3M,EUR,32330000.0,51460000.0,-3946000.0,,21343000.0,14041000.0,14379000.0,14041000.0,21343000.0,134659000.0,129000.0,126309000.0,29170000.0,29170000.0,75057000.0,48429000.0,38505000.0,89099000.0,55406000.0,11810000.0,-2505000.0,45924000.0,172429000.0,,8600000.0,8600000.0,331000.0,1939000.0,2824000.0,0.0,23729000.0,11810000.0,45560000.0,5805000.0,3547000.0,544000.0,21340982.0,,3091000.0,50594000.0,,,2994000.0,3994000.0,2023000.0,338000.0,39864000.0,,12050000.0,4863000.0,6260000.0,21868189.0,134659000.0,45560000.0,473000.0,233407000.0,143259000.0,37770000.0,134659000.0,98748000.0,107099000.0,23691000.0,4540000.0,527207.0,51252000.0
