symbol,asOfDate,periodType,currencyCode,NetIncome
MOL.MI,2022-09-30,TTM,EUR,22347000.0
MOL.MI,2023-03-31,3M,EUR,9410000.0
MOL.MI,2023-06-30,3M,EUR,9208000.0
MOL.MI,2023-09-30,3M,EUR,11217000.0
MOL.MI,2023-12-31,3M,EUR,4856000.0
MOL.MI,2024-03-31,3M,EUR,10781000.0
MOL.MI,2024-03-31,TTM,EUR,36062000.0
