symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
TES.MI,2022-12-31,3M,EUR,,,-88031000.0,39215000.0,-5875000.0,,42726000.0,,,,,50256000.0,731000.0,,,3674000.0,,,,,,,0.0,,20096000.0,3014000.0,,62104000.0,,,,,,4401000.0,,,,,24592000.0,,,,,,,,100000.0,,,,29279000.0,,,7525000.0,,,,,6296000.0,6968000.0,0.0,69686000.0,,,,,,,,,,,,,,4711879.0,2341000.0,9663000.0,
TES.MI,2023-03-31,3M,EUR,79438000.0,56860000.0,,,,9655000.0,,22362000.0,15702000.0,30219000.0,50792000.0,,,15702000.0,77548000.0,,254907000.0,7137000.0,72055000.0,79192000.0,194674000.0,3698000.0,,652000.0,,,33997000.0,,71629000.0,109723000.0,245439000.0,9655000.0,5819000.0,,15225000.0,95836000.0,111061000.0,5819000.0,,2389000.0,137672000.0,71629000.0,43551000.0,17273000.0,7788000.0,4046000.0,,601748321.0,15109000.0,20750000.0,,,1204000.0,,71629000.0,19991000.0,20573000.0,84087000.0,,,,,-2464000.0,606460200.0,77548000.0,43551000.0,2432000.0,397506000.0,173384000.0,190253000.0,79937000.0,317569000.0,142599000.0,122895000.0,4649000.0,4711879.0,,,60233000.0
TES.MI,2023-06-30,3M,EUR,77619000.0,50956000.0,,,,41000.0,22914000.0,22780000.0,15702000.0,25650000.0,25712000.0,,,15702000.0,77070000.0,3899000.0,269639000.0,8253000.0,91771000.0,100024000.0,213676000.0,3766000.0,,612000.0,21283000.0,3014000.0,35264000.0,,69326000.0,113705000.0,261693000.0,41000.0,6210000.0,4397000.0,14527000.0,92852000.0,107379000.0,6210000.0,7155000.0,2876000.0,158973000.0,69326000.0,41806000.0,18443000.0,8334000.0,3915000.0,96000.0,601748321.0,16841000.0,22758000.0,32250000.0,400000.0,1211000.0,,30961000.0,56779000.0,62000.0,81943000.0,,3112000.0,0.0,82290000.0,-3012000.0,601748321.0,77070000.0,41806000.0,2534000.0,413250000.0,169922000.0,207403000.0,79946000.0,333304000.0,143611000.0,119628000.0,4324000.0,,,9732000.0,55963000.0
TES.MI,2023-09-30,3M,EUR,85792000.0,60195000.0,,39215000.0,,7815000.0,,21281000.0,15702000.0,35369000.0,63080000.0,,,15702000.0,81405000.0,,293316000.0,8082000.0,94693000.0,102775000.0,227449000.0,3160000.0,,573000.0,,,36163000.0,,66977000.0,117521000.0,272198000.0,7815000.0,6276000.0,,13199000.0,96100000.0,109299000.0,6276000.0,,2982000.0,155424000.0,66977000.0,45242000.0,18705000.0,8612000.0,4077000.0,,601748321.0,18634000.0,22545000.0,,,1211000.0,,66977000.0,29694000.0,27711000.0,90343000.0,,,,,-249000.0,601748321.0,81405000.0,45242000.0,4192000.0,433824000.0,177505000.0,212074000.0,84387000.0,349437000.0,140508000.0,121988000.0,4551000.0,,2341000.0,,65867000.0
TES.MI,2023-12-31,3M,EUR,82842000.0,45643000.0,-79728000.0,39215000.0,-9745000.0,40000.0,42422000.0,39247000.0,15702000.0,53680000.0,53751000.0,53538000.0,142000.0,15702000.0,75701000.0,1191000.0,283261000.0,9398000.0,103809000.0,113207000.0,228067000.0,2837000.0,,335000.0,19753000.0,3014000.0,39348000.0,55388000.0,153676000.0,106014000.0,271517000.0,40000.0,6285000.0,4393000.0,29849000.0,92007000.0,121856000.0,6285000.0,23692000.0,2543000.0,142136000.0,73948000.0,36353000.0,21939000.0,7830000.0,4110000.0,643000.0,601748321.0,,2000.0,36334000.0,,718000.0,7866000.0,81978000.0,58852000.0,71000.0,98210000.0,,12085000.0,0.0,77852000.0,-2969000.0,606460200.0,75701000.0,36353000.0,6916000.0,440107000.0,167708000.0,235063000.0,78244000.0,361863000.0,156846000.0,133796000.0,7502000.0,4711879.0,2341000.0,8409000.0,55194000.0
TES.MI,2024-03-31,3M,EUR,91023000.0,65312000.0,,39215000.0,,10704000.0,,46240000.0,15702000.0,26681000.0,57176000.0,,,15702000.0,75967000.0,,279341000.0,11199000.0,95238000.0,106437000.0,236656000.0,2832000.0,,362000.0,,,41370000.0,,79293000.0,112137000.0,254000000.0,10704000.0,6611000.0,,35041000.0,82795000.0,117836000.0,6611000.0,,2650000.0,151352000.0,79293000.0,34597000.0,22708000.0,7920000.0,4159000.0,,601748321.0,15021000.0,21694000.0,,,717000.0,,79293000.0,26630000.0,30495000.0,94647000.0,,,,,-1141000.0,601748321.0,75967000.0,34597000.0,3065000.0,445188000.0,158762000.0,224273000.0,78617000.0,366571000.0,165847000.0,129915000.0,3624000.0,,2341000.0,,42685000.0
