symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE
TES.MI,2019-12-31,12M,EUR,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,-436000.0,,,,,,,,,0.0,
TES.MI,2020-12-31,12M,EUR,,17935000.0,-22213000.0,52885000.0,-2100000.0,-2643000.0,4222000.0,7384000.0,6863000.0,52885000.0,,23900000.0,,-2825000.0,21842000.0,21842000.0,-394000.0,70426000.0,64731000.0,-1635000.0,162000.0,-32424000.0,23900000.0,69832000.0,69832000.0,-11916000.0,-14190000.0,23900000.0,-6828000.0,-6811000.0,-10704000.0,-4909000.0,38299000.0,57916000.0,,-2621000.0,-19617000.0,20578000.0,251000.0,1096000.0,-10704000.0,-11509000.0,-11916000.0,,8888000.0
TES.MI,2021-12-31,12M,EUR,8558000.0,70426000.0,-35265000.0,-20698000.0,-10494000.0,-2462000.0,-5590000.0,1578000.0,-16968000.0,-20698000.0,,0.0,,-221000.0,13889000.0,22447000.0,461000.0,50189000.0,-1084000.0,-26184000.0,-81000.0,-28695000.0,0.0,35381000.0,35381000.0,-33095000.0,-2462000.0,0.0,1195000.0,1209000.0,-9989000.0,-5835000.0,-3295000.0,2286000.0,-208000.0,-10409000.0,-5581000.0,9081000.0,423000.0,3092000.0,-9989000.0,-25276000.0,-33095000.0,,14867000.0
TES.MI,2022-12-31,12M,EUR,7943000.0,50189000.0,-33151000.0,244000.0,-28747000.0,-2458000.0,18053000.0,6079000.0,-7073000.0,244000.0,,,,-109000.0,14142000.0,22085000.0,554000.0,50987000.0,10644000.0,-8200000.0,-842000.0,-35351000.0,,25549000.0,25549000.0,-19378000.0,-6954000.0,,7862000.0,7916000.0,-13467000.0,-3409000.0,8004000.0,6171000.0,2633000.0,-11521000.0,1833000.0,24951000.0,388000.0,3203000.0,-13467000.0,-19684000.0,-19378000.0,,8163000.0
TES.MI,2023-12-31,12M,EUR,8303000.0,50987000.0,-39960000.0,3168000.0,-16120000.0,-616000.0,12020000.0,-6707000.0,-11423000.0,3168000.0,,,,-5206000.0,14650000.0,22953000.0,-475000.0,53680000.0,37978000.0,-30464000.0,418000.0,-44306000.0,,36165000.0,36165000.0,-38533000.0,0.0,,-2969000.0,-2698000.0,-15358000.0,-13097000.0,23827000.0,-2368000.0,-1103000.0,-15851000.0,26195000.0,9496000.0,1741000.0,6725000.0,-15358000.0,-24602000.0,-38533000.0,,8751000.0
TES.MI,2024-03-31,TTM,EUR,,29793000.0,-49542000.0,-2693000.0,-11045000.0,-146000.0,14652000.0,-12227000.0,-8766000.0,-2693000.0,,,,-5597000.0,15011000.0,23314000.0,-419000.0,27100000.0,33993000.0,-35820000.0,290000.0,-50408000.0,,24189000.0,24189000.0,-32500000.0,,,-1646000.0,-1236000.0,-15516000.0,-12070000.0,10330000.0,-8311000.0,-276000.0,-22822000.0,18641000.0,13722000.0,1701000.0,7030000.0,-15516000.0,-34026000.0,-32500000.0,,11204000.0
