symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE
TES.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,-3322000.0,,,,,,,,,,,,,,,,
TES.MI,2023-03-31,3M,EUR,50987000.0,-6730000.0,-20768000.0,-3531000.0,-3613000.0,5260000.0,-7215000.0,-9099000.0,-20768000.0,-335000.0,5605000.0,5605000.0,0.0,30219000.0,-6261000.0,-12644000.0,101000.0,-8593000.0,11976000.0,11976000.0,-14298000.0,,-2464000.0,-2550000.0,-3570000.0,-2766000.0,-4569000.0,-2322000.0,-426000.0,-2257000.0,-2247000.0,-5914000.0,88000.0,276000.0,-3570000.0,-3160000.0,-14298000.0,903000.0
TES.MI,2023-06-30,3M,EUR,30219000.0,-7693000.0,-4166000.0,-13859000.0,-198000.0,1099000.0,2688000.0,-10270000.0,-4166000.0,-907000.0,1890000.0,5831000.0,-403000.0,25650000.0,17097000.0,-12431000.0,40000.0,-16525000.0,6041000.0,6041000.0,-8872000.0,,-548000.0,-55000.0,-3390000.0,-11680000.0,16489000.0,-2831000.0,,-1455000.0,19320000.0,-4738000.0,-130000.0,753000.0,-3390000.0,-4303000.0,-8872000.0,2848000.0
TES.MI,2023-09-30,3M,EUR,25650000.0,-6922000.0,9531000.0,-4935000.0,-3468000.0,7040000.0,-5499000.0,-6862000.0,9531000.0,76000.0,9673000.0,5732000.0,188000.0,35369000.0,4761000.0,-4464000.0,39000.0,2312000.0,14737000.0,14737000.0,-6619000.0,,2763000.0,2794000.0,-3075000.0,6091000.0,6285000.0,8118000.0,474000.0,-704000.0,-1833000.0,2458000.0,158000.0,521000.0,-3075000.0,-3847000.0,-6619000.0,3143000.0
TES.MI,2023-12-31,3M,EUR,35369000.0,-18615000.0,18571000.0,6205000.0,6663000.0,-1379000.0,3319000.0,14808000.0,18571000.0,-4040000.0,-2518000.0,5785000.0,-260000.0,53680000.0,22381000.0,-925000.0,238000.0,-21500000.0,3411000.0,3411000.0,-8744000.0,,-2720000.0,-2887000.0,-5323000.0,-4742000.0,5622000.0,-5333000.0,-1231000.0,-11435000.0,10955000.0,17690000.0,1625000.0,5175000.0,-5323000.0,-13292000.0,-8744000.0,1857000.0
TES.MI,2024-03-31,3M,EUR,53680000.0,-16312000.0,-27055000.0,1544000.0,-3143000.0,7892000.0,-12735000.0,-6442000.0,-27055000.0,-726000.0,5966000.0,5966000.0,56000.0,26681000.0,-10672000.0,-18000000.0,-27000.0,-14695000.0,0.0,0.0,-8265000.0,,-1141000.0,-1088000.0,-3728000.0,-1739000.0,-18066000.0,-8265000.0,401000.0,-9228000.0,-9801000.0,-1688000.0,48000.0,581000.0,-3728000.0,-12584000.0,-8265000.0,3356000.0
TES.MI,2024-03-31,TTM,EUR,29793000.0,-49542000.0,-2693000.0,-11045000.0,-146000.0,14652000.0,-12227000.0,-8766000.0,-2693000.0,-5597000.0,15011000.0,23314000.0,-419000.0,27100000.0,33993000.0,-35820000.0,290000.0,-50408000.0,24189000.0,24189000.0,-32500000.0,,-1646000.0,-1236000.0,-15516000.0,-12070000.0,10330000.0,-8311000.0,-276000.0,-22822000.0,18641000.0,13722000.0,1701000.0,7030000.0,-15516000.0,-34026000.0,-32500000.0,11204000.0
