symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,WorkingCapital
BO.MI,2019-12-31,12M,EUR,,,-196000.0,0.0,1000.0,,,,,,9000.0,,,,,,,,,,,780000.0,,,2619000.0,1000.0,,,,,,,0.0,,,,,,833000.0,41000.0,,,1000.0,,,,5970000.0,24000.0,,,780000.0,,,,,48000.0,0.0,,,,,,,,,,,,,,40000.0,,7842747.0,
BO.MI,2020-12-31,12M,EUR,2604000.0,779000.0,-189000.0,51000.0,1000.0,372000.0,9896000.0,6692000.0,7869000.0,6683000.0,9000.0,9896000.0,31923000.0,74416000.0,64000.0,20534000.0,20598000.0,29131000.0,52468000.0,189000.0,195000.0,652000.0,52468000.0,74148000.0,,1000.0,6280000.0,308000.0,21691000.0,21999000.0,6280000.0,1235000.0,0.0,4709000.0,35533000.0,464000.0,31728000.0,797000.0,,46000.0,54000.0,39331405.0,-1000.0,1360000.0,-1000.0,6000.0,,2000.0,2000.0,263000.0,652000.0,11504000.0,1177000.0,3807000.0,15000.0,142000.0,100000.0,34000.0,46855003.0,31923000.0,31728000.0,1504000.0,89151000.0,53614000.0,42597000.0,36632000.0,52519000.0,14735000.0,23388000.0,940000.0,152000.0,,7523598.0,45285000.0
BO.MI,2021-12-31,12M,EUR,4128000.0,1742000.0,,0.0,,513000.0,9896000.0,12234000.0,15320000.0,12216000.0,19000.0,9896000.0,40153000.0,107740000.0,64000.0,27756000.0,27820000.0,40404000.0,76651000.0,189000.0,195000.0,,76651000.0,99028000.0,,,6315000.0,449000.0,31119000.0,31568000.0,6315000.0,1268000.0,,13049000.0,46641000.0,747000.0,39958000.0,1993000.0,,,51000.0,43352771.0,-94000.0,490000.0,,6000.0,,171000.0,65000.0,2952000.0,,12064000.0,3086000.0,7867000.0,24000.0,142000.0,90000.0,7634000.0,47717694.0,40153000.0,39958000.0,1821000.0,126535000.0,71272000.0,59388000.0,53202000.0,73333000.0,18795000.0,32929000.0,787000.0,555000.0,,4364923.0,67336000.0
BO.MI,2022-12-31,12M,EUR,4046000.0,1127000.0,,0.0,,507000.0,9896000.0,7666000.0,11592000.0,7666000.0,16000.0,9896000.0,50052000.0,126916000.0,64000.0,16811000.0,16875000.0,37498000.0,96389000.0,177000.0,179000.0,,96389000.0,116195000.0,,1000.0,15727000.0,443000.0,49332000.0,49775000.0,15727000.0,811000.0,,12930000.0,58477000.0,780000.0,49873000.0,3734000.0,,,3000.0,47717694.0,-410000.0,490000.0,,2000.0,,,3000.0,7544000.0,,15847000.0,3926000.0,12794000.0,27000.0,3000.0,,14354000.0,47717694.0,50052000.0,49873000.0,1961000.0,151091000.0,99384000.0,66650000.0,62982000.0,88109000.0,24176000.0,50611000.0,1204000.0,,1000.0,,89418000.0
BO.MI,2023-12-31,12M,EUR,4483000.0,1821000.0,,,,332000.0,9896000.0,6798000.0,12732000.0,6798000.0,,9896000.0,53657000.0,153710000.0,64000.0,37349000.0,37413000.0,53841000.0,129954000.0,177000.0,187000.0,,129954000.0,146668000.0,,1000.0,15796000.0,268000.0,55662000.0,55930000.0,15796000.0,3290000.0,,10703000.0,86213000.0,1354000.0,53470000.0,3283000.0,,,47000.0,47717694.0,,490000.0,,10000.0,,,-1000.0,5066000.0,,6833000.0,5934000.0,10472000.0,67000.0,,,19280000.0,47717694.0,53657000.0,53470000.0,2370000.0,180051000.0,109319000.0,93343000.0,64360000.0,115691000.0,26342000.0,61850000.0,923000.0,,1000.0,,99869000.0
