symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HeldToMaturitySecurities,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
CLABO.MI,2019-12-31,12M,EUR,,,,,1966381.0,,,,,,,,,,,,,,,,,,,,,,,8050.0,,,,,,,,,,,,,,,,,,103278.0,,,,,,,,1966381.0,,,,,,48841.0,,,,,,,,,,148505.0,180721.0,,
CLABO.MI,2020-12-31,12M,EUR,12725581.0,7341600.0,,-122067.0,,2172422.0,8456025.0,2382489.0,2497914.0,2375431.0,7058.0,8456025.0,6079231.0,29064654.0,913269.0,13068386.0,13981655.0,36823219.0,8958324.0,1999739.0,33005985.0,7463667.0,9655969.0,,16049027.0,44730783.0,,8050.0,1259153.0,25583166.0,26842319.0,8050.0,113440.0,5487272.0,1099798.0,36269063.0,9655969.0,-26926754.0,1100666.0,3237821.0,1124322.0,200528.0,8456025.0,1103365.0,31006246.0,,22160.0,3979032.0,4168697.0,2735908.0,115425.0,20156957.0,419269.0,,4136211.0,-10270754.0,8456025.0,6079231.0,-26926754.0,20936.0,75972784.0,31662397.0,40823974.0,7179029.0,68793755.0,46908130.0,31970536.0,3452344.0,652634.0,,0.0,2954492.0,-7758565.0
CLABO.MI,2021-12-31,12M,EUR,13089481.0,9608514.0,,-168904.0,,5887505.0,9299775.0,1984628.0,2084378.0,1973998.0,10630.0,9299775.0,7144891.0,33719980.0,1043792.0,11343168.0,12386960.0,38167175.0,8489827.0,2044237.0,32348993.0,9777418.0,12905576.0,,18114958.0,44813677.0,,8050.0,4843713.0,26325618.0,31169331.0,8050.0,48440.0,5593155.0,1707455.0,35684158.0,12905576.0,-25204102.0,1351463.0,3181615.0,1053589.0,193028.0,9299775.0,2125823.0,30304756.0,,31378.0,4645015.0,7312421.0,3532102.0,99750.0,22379870.0,380028.0,,4342683.0,-1439434.0,9299775.0,7144891.0,-25204102.0,,83440835.0,33470509.0,43556291.0,8852346.0,74588489.0,49720855.0,36421314.0,4645374.0,968339.0,,,5282448.0,-4447195.0
CLABO.MI,2022-12-31,12M,EUR,16098577.0,9067130.0,9192517.0,-268904.0,242819.0,5536936.0,9524494.0,1174972.0,1250497.0,1171354.0,3618.0,9524494.0,8724200.0,37011441.0,1047759.0,8359303.0,9407062.0,37651959.0,10860207.0,2034656.0,32583700.0,9336034.0,13434215.0,1251384.0,22188234.0,46115254.0,1251384.0,,4489177.0,29031751.0,33520928.0,8050.0,48440.0,6037079.0,2158704.0,36216082.0,13434215.0,-23859500.0,1468909.0,3258702.0,843334.0,193028.0,9524494.0,1305792.0,30549044.0,,31378.0,3587851.0,7154317.0,4042323.0,75525.0,25888710.0,463257.0,0.0,4780129.0,-10266134.0,9524494.0,8724200.0,-23859500.0,,88122713.0,37755951.0,42927990.0,10882904.0,77239809.0,51111272.0,39587850.0,6202282.0,1916446.0,,,6547898.0,-640518.0
CLABO.MI,2023-12-31,12M,EUR,14708231.0,9545474.0,9192517.0,-326055.0,4313482.0,4713008.0,9524494.0,4888085.0,4949645.0,4881540.0,6545.0,9524494.0,8393207.0,39633518.0,1026146.0,14138711.0,15164857.0,42426168.0,11015808.0,2008192.0,31754729.0,9871529.0,12392884.0,,21194908.0,45445816.0,,,3686862.0,22913898.0,26600760.0,8050.0,48440.0,5438388.0,3176858.0,32164524.0,12392884.0,-23361522.0,1734223.0,3092103.0,747504.0,193028.0,9524494.0,1560175.0,29746537.0,,1.0,3816301.0,2641014.0,3632491.0,61560.0,24821599.0,311000.0,0.0,5297000.0,-10218796.0,9524494.0,8393207.0,-23361522.0,,89185524.0,31307105.0,41765617.0,11570065.0,77615459.0,49552006.0,35189291.0,6297067.0,4700484.0,,,4882100.0,-2792650.0
