symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
CLE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,354000.0,,,,,0.0,0.0,,,,,,,,,,,,,,,-286000.0,,,,,,,354000.0,,,,,,,,,,,
CLE.MI,2020-03-31,TTM,EUR,,,,50303000.0,,,,,,,,,26531000.0,,,,,,,,,,,,,,,,,,,,,,,,,50303000.0,,,,,,,,,,,,,
CLE.MI,2020-12-31,12M,EUR,4460000.0,169183333.0,-0.12,43617000.0,8473000.0,4013000.0,169183333.0,-0.12,-20302000.0,-15617000.0,-7144000.0,378000.0,21106000.0,301000.0,2247000.0,2247000.0,,,983000.0,-20302000.0,-20302000.0,-21285000.0,-20302000.0,-20302000.0,-21285000.0,-2957000.0,-2957000.0,-4029000.0,-17934600.0,32928000.0,-11822000.0,64723000.0,,6091000.0,2471000.0,0.0,-17864000.0,43617000.0,8473000.0,378000.0,-3024000.0,-747600.0,3421000.0,0.24,76545000.0,-14840000.0,710000.0,64723000.0,-3115000.0,-3115000.0,252000.0
CLE.MI,2021-12-31,12M,EUR,3999000.0,162600000.0,-0.08,41539000.0,8038000.0,4039000.0,162600000.0,-0.08,-13008000.0,-10571000.0,-2533000.0,,28039000.0,93000.0,2675000.0,2675000.0,172000.0,172000.0,-56000.0,-13008000.0,-13008000.0,-12952000.0,-13008000.0,-13008000.0,-12952000.0,-3286000.0,-3286000.0,1507000.0,-9057669.334139,34011000.0,-5972000.0,69578000.0,,8747000.0,4050000.0,0.0,-13246000.0,41539000.0,4917000.0,,-4147000.0,-89669.334139,-294000.0,0.022195,75550000.0,-10069000.0,783000.0,69578000.0,-4040000.0,-4040000.0,4000.0
CLE.MI,2022-12-31,12M,EUR,3448000.0,171586284.0,0.06,47355000.0,7409000.0,3961000.0,171586284.0,0.06,17335000.0,25364000.0,32773000.0,,31103000.0,1433000.0,2522000.0,2522000.0,177000.0,177000.0,-727000.0,17335000.0,17335000.0,18062000.0,17335000.0,17335000.0,18062000.0,-3598000.0,-3598000.0,-13455000.0,-19219160.581385,50988000.0,-19885000.0,78458000.0,,24192000.0,-48093000.0,0.0,22842000.0,47355000.0,7409000.0,,46281000.0,9673839.418615,4780000.0,0.209264,98343000.0,26413000.0,1253000.0,78458000.0,46228000.0,46228000.0,379000.0
CLE.MI,2023-09-30,TTM,EUR,,276524556.0,0.085204,,,,276524556.0,0.085204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE.MI,2023-12-31,12M,EUR,3533000.0,276524556.0,0.003718,48016000.0,7100000.0,3567000.0,276524556.0,0.003718,1028000.0,4372000.0,11472000.0,,25051000.0,296000.0,1686000.0,1686000.0,133000.0,133000.0,-832000.0,1028000.0,1028000.0,1860000.0,1028000.0,1028000.0,1860000.0,-2753000.0,-2753000.0,9730000.0,-178299.329859,21382000.0,3669000.0,73067000.0,,269000.0,-3193000.0,0.0,2686000.0,48016000.0,7100000.0,,1830000.0,535700.670141,826000.0,0.30752,69398000.0,5512000.0,1200000.0,73067000.0,1742000.0,1742000.0,1067000.0
CLE.MI,2023-12-31,TTM,EUR,,276524556.0,0.003718,,,,276524556.0,0.003718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE.MI,2024-03-31,TTM,EUR,,276524556.0,0.003327,,7135000.0,3602000.0,276524556.0,0.003327,920000.0,4440000.0,11575000.0,,,,,,,,-492000.0,920000.0,920000.0,1412000.0,920000.0,920000.0,1412000.0,-3269000.0,-3269000.0,9833000.0,-403920.0,21155000.0,3737000.0,72908000.0,,123000.0,,0.0,2238000.0,,7135000.0,,,418080.0,,0.24,69171000.0,5580000.0,,72908000.0,1742000.0,1742000.0,
