asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestrictedCash,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,23815000.0,29172000.0,-62601000.0,13722000.0,-11663000.0,1496000.0,439000.0,154782936.0,,8362000.0,-7207000.0,46512000.0,11357000.0,5697000.0,5697000.0,5697000.0,60000.0,-2664000.0,-4795000.0,-1421000.0,-2881000.0,-15242000.0,1421000.0,-22918000.0,-2664000.0,11357000.0,-17666000.0,6310000.0,1811000.0,85942000.0,73778000.0,6965000.0,6081000.0,13046000.0,51638000.0,931000.0,17005000.0,17005000.0,16545000.0,15049000.0,154782936.0,,16018000.0,29280000.0,46285000.0,0.0,5697000.0,,19799000.0,27706000.0,-23867000.0,-1116000.0,2655000.0,7133000.0,11043000.0,40835000.0,130627000.0,54019000.0,533000.0,13174000.0,13174000.0,-10207000.0,-4474000.0,31265000.0,63220000.0,-5803000.0,116000.0,6310000.0,49975000.0,39547000.0,74805000.0,114352000.0,45845000.0,-27210000.0,116000.0,90000.0,46157000.0,,0.0,0.0,6310000.0,75189000.0,1217000.0,16018000.0,16018000.0,16066000.0,-48000.0,16066000.0,16066000.0,16106000.0,16018000.0,-575000.0,11096000.0,21824000.0,18635000.0,11096000.0,-1274000.0,1000.0,68026000.0,-5229000.0,3189000.0,-28709000.0,5060000.0,110000.0,4825000.0,4611000.0,40230000.0,10101825.0,-16660000.0,56348000.0,-2329000.0,139961000.0,154618377.0,-1000.0,938000.0,,3910000.0,-16757000.0,336000.0,-1000.0,2502000.0,5763000.0,4754000.0,79218000.0,707000.0,-1342000.0,0.0,36708000.0,1101000.0,4334000.0,16106000.0,3441000.0,145000.0,-793000.0,-6414000.0,5110000.0,85942000.0,17005000.0,-28151000.0,0.0,-39364000.0,218000.0,1185000.0,20784000.0,2655000.0,154782936.0,4130000.0,-941000.0,6055000.0,-17666000.0,-28709000.0,90825.0,40000.0,0.015,2164000.0,0.0,162970000.0,57139000.0,127398000.0,-17666000.0,142290000.0,180636000.0,89192000.0,128998000.0,366000.0,-24270000.0,139961000.0,8139000.0,6055000.0,6055000.0,9622000.0,164559.0,2923000.0,22140000.0,-5246000.0
2020-12-31,12M,EUR,25089000.0,24876000.0,-66612000.0,13722000.0,-9781000.0,1460000.0,0.0,154782936.0,-0.068,5697000.0,-9515000.0,42298000.0,11357000.0,11575000.0,11575000.0,11416000.0,159000.0,-4924000.0,2862000.0,81000.0,-3246000.0,-812000.0,6345000.0,5230000.0,5878000.0,11357000.0,-28320000.0,0.0,1071000.0,75764000.0,71341000.0,6732000.0,89610000.0,96342000.0,133549000.0,779000.0,15464000.0,15464000.0,15117000.0,13657000.0,154782936.0,-0.068,-10466000.0,5879000.0,21343000.0,0.0,11575000.0,144594862.0,-13452000.0,26630000.0,18237000.0,30000.0,2539000.0,6655000.0,9421000.0,34657000.0,128636000.0,49709000.0,347000.0,16563000.0,16563000.0,0.0,-4028000.0,29268000.0,61706000.0,-8422000.0,116000.0,0.0,0.0,35566000.0,416000.0,35982000.0,0.0,-90000.0,116000.0,153000.0,48732000.0,20718862.0,0.0,,0.0,78451000.0,2387000.0,-10466000.0,-10466000.0,-10466000.0,0.0,-10466000.0,-10466000.0,-10684000.0,-10466000.0,-501000.0,-16558000.0,-7417000.0,-90000.0,-16558000.0,-1819000.0,-1000.0,62024000.0,-7920000.0,-7327000.0,-37741000.0,5306000.0,3000.0,5507000.0,4965000.0,23099000.0,-8745830.026207,27752000.0,43277000.0,6432000.0,125473000.0,154618377.0,-1000.0,1551000.0,,2766000.0,16589000.0,371000.0,,3630000.0,1620000.0,3739000.0,75299000.0,1500000.0,-62000.0,0.0,34680000.0,1153000.0,2984000.0,-10684000.0,3534000.0,-472000.0,-501000.0,-9014000.0,5747000.0,75764000.0,15464000.0,-7417000.0,0.0,-40141000.0,,1094000.0,16791000.0,2539000.0,154782936.0,0.0,-7327000.0,-1756000.0,-28320000.0,-37741000.0,-35830.026207,-218000.0,0.020404,1138000.0,0.0,153544000.0,-27904000.0,132324000.0,-28320000.0,119041000.0,181864000.0,82203000.0,48315000.0,8260000.0,-5000.0,125473000.0,5852000.0,-1756000.0,-1756000.0,6670000.0,164559.0,919000.0,-62208000.0,1471000.0
2021-12-31,12M,EUR,31152000.0,25490000.0,-70888000.0,13722000.0,-8729000.0,1044000.0,,154782936.0,0.037,11575000.0,-8803000.0,38666000.0,11357000.0,11001000.0,11001000.0,10632000.0,369000.0,-574000.0,-9177000.0,-2325000.0,-4059000.0,6253000.0,-243000.0,-9551000.0,-574000.0,11357000.0,-15512000.0,,1486000.0,94884000.0,83343000.0,6774000.0,5922000.0,12696000.0,56638000.0,295000.0,14318000.0,14318000.0,14026000.0,12982000.0,154782936.0,0.037,5760000.0,23063000.0,37381000.0,0.0,11001000.0,163947198.0,8088000.0,31416000.0,-9297000.0,190000.0,5370000.0,6125000.0,8127000.0,34219000.0,126863000.0,52368000.0,330000.0,16154000.0,16154000.0,-13138000.0,-2972000.0,39231000.0,67310000.0,-8168000.0,116000.0,,10000000.0,31892000.0,76900000.0,108792000.0,10000000.0,-90000.0,116000.0,115000.0,49547000.0,42056198.0,0.0,,,71821000.0,3964000.0,5760000.0,5760000.0,5760000.0,,5760000.0,5760000.0,6909000.0,5760000.0,-324000.0,-14218000.0,9663000.0,9910000.0,-14218000.0,2056000.0,,55975000.0,-7844000.0,-247000.0,-23639000.0,4781000.0,0.0,5058000.0,5211000.0,22686000.0,-6491150.673035,-494000.0,44436000.0,7932000.0,147252000.0,154618377.0,1000.0,561000.0,6145000.0,2002000.0,-1263000.0,365000.0,-1000.0,2464000.0,1194000.0,4426000.0,72896000.0,1109000.0,190000.0,0.0,42001000.0,912000.0,4075000.0,6909000.0,2934000.0,-1169000.0,-372000.0,-8431000.0,8914000.0,94884000.0,14318000.0,-337000.0,0.0,-27403000.0,48000.0,587000.0,24845000.0,5370000.0,154782936.0,,-247000.0,14695000.0,-15512000.0,-23639000.0,2443849.326965,1149000.0,0.166305,2437000.0,,157918000.0,61388000.0,121488000.0,-15512000.0,139320000.0,173430000.0,74575000.0,116792000.0,,-1936000.0,147252000.0,6423000.0,14695000.0,14695000.0,2828000.0,164559.0,1873000.0,26705000.0,-15215000.0
2022-12-31,12M,EUR,30851000.0,28702000.0,-73835000.0,0.0,-8478000.0,1326000.0,0.0,154782936.0,-0.026,11001000.0,-8158000.0,35613000.0,944000.0,13680000.0,13680000.0,13611000.0,69000.0,2680000.0,779000.0,-436000.0,-2623000.0,1046000.0,3511000.0,2277000.0,2679000.0,944000.0,-18305000.0,,3636000.0,94620000.0,85669000.0,6083000.0,3605000.0,9688000.0,54818000.0,818000.0,13309000.0,13309000.0,13197000.0,11871000.0,154782936.0,-0.026,-4003000.0,12009000.0,25318000.0,0.0,13680000.0,158128270.0,-8244000.0,28431000.0,8892000.0,-1663000.0,4222000.0,5678000.0,7668000.0,35013000.0,54657000.0,58321000.0,375000.0,15737000.0,15737000.0,-11729000.0,-1891000.0,41574000.0,-18305000.0,-6127000.0,116000.0,,0.0,29530000.0,83501000.0,113030000.0,0.0,-102000.0,116000.0,113000.0,51214000.0,41824270.0,,,,73426000.0,924000.0,-4003000.0,-4003000.0,-4003000.0,,-4003000.0,-4003000.0,-3728000.0,-4003000.0,-996000.0,-15727000.0,-1884000.0,-102000.0,-15727000.0,1000.0,-1000.0,54657000.0,-5130000.0,-1782000.0,-25973000.0,5460000.0,75000.0,5387000.0,2032000.0,24431000.0,-4677120.0,17050000.0,48518000.0,9803000.0,152941000.0,154618377.0,,9457000.0,6145000.0,1990000.0,15727000.0,2534000.0,870000.0,2235000.0,2019000.0,4681000.0,54657000.0,995000.0,-1663000.0,0.0,34855000.0,2579000.0,2912000.0,-3728000.0,3523000.0,512000.0,-996000.0,-7162000.0,8035000.0,94620000.0,13309000.0,-1884000.0,0.0,-7274000.0,0.0,2032000.0,24731000.0,4222000.0,154782936.0,,-1782000.0,887000.0,-18305000.0,-25973000.0,212880.0,275000.0,0.24,1713000.0,,155988000.0,-18305000.0,122718000.0,-18305000.0,143138000.0,174293000.0,70319000.0,119475000.0,,-10000.0,152941000.0,4004000.0,887000.0,887000.0,870000.0,164559.0,5258000.0,30851000.0,401000.0
2023-12-31,12M,EUR,,,,,,,,,-0.01408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01408,,,,,,155929633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40664633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
