symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
BIA.MI,2019-12-31,12M,EUR,23815000.0,29172000.0,-62601000.0,13722000.0,-11663000.0,439000.0,46512000.0,11357000.0,5697000.0,5697000.0,5697000.0,60000.0,11357000.0,-17666000.0,1811000.0,73778000.0,6965000.0,6081000.0,13046000.0,51638000.0,931000.0,27706000.0,7133000.0,11043000.0,40835000.0,130627000.0,-4474000.0,31265000.0,63220000.0,116000.0,39547000.0,74805000.0,114352000.0,116000.0,90000.0,46157000.0,0.0,75189000.0,68026000.0,-28709000.0,5060000.0,110000.0,4825000.0,4611000.0,154618377.0,938000.0,,3910000.0,336000.0,-1000.0,4754000.0,79218000.0,707000.0,36708000.0,4334000.0,3441000.0,5110000.0,0.0,-39364000.0,154782936.0,-17666000.0,-28709000.0,2164000.0,162970000.0,57139000.0,127398000.0,-17666000.0,180636000.0,89192000.0,128998000.0,8139000.0,9622000.0,164559.0,2923000.0,22140000.0
BIA.MI,2020-12-31,12M,EUR,25089000.0,24876000.0,-66612000.0,13722000.0,-9781000.0,0.0,42298000.0,11357000.0,11575000.0,11575000.0,11416000.0,159000.0,11357000.0,-28320000.0,1071000.0,71341000.0,6732000.0,89610000.0,96342000.0,133549000.0,779000.0,26630000.0,6655000.0,9421000.0,34657000.0,128636000.0,-4028000.0,29268000.0,61706000.0,116000.0,35566000.0,416000.0,35982000.0,116000.0,153000.0,48732000.0,0.0,78451000.0,62024000.0,-37741000.0,5306000.0,3000.0,5507000.0,4965000.0,154618377.0,1551000.0,,2766000.0,371000.0,,3739000.0,75299000.0,1500000.0,34680000.0,2984000.0,3534000.0,5747000.0,0.0,-40141000.0,154782936.0,-28320000.0,-37741000.0,1138000.0,153544000.0,-27904000.0,132324000.0,-28320000.0,181864000.0,82203000.0,48315000.0,5852000.0,6670000.0,164559.0,919000.0,-62208000.0
BIA.MI,2021-12-31,12M,EUR,31152000.0,25490000.0,-70888000.0,13722000.0,-8729000.0,,38666000.0,11357000.0,11001000.0,11001000.0,10632000.0,369000.0,11357000.0,-15512000.0,1486000.0,83343000.0,6774000.0,5922000.0,12696000.0,56638000.0,295000.0,31416000.0,6125000.0,8127000.0,34219000.0,126863000.0,-2972000.0,39231000.0,67310000.0,116000.0,31892000.0,76900000.0,108792000.0,116000.0,115000.0,49547000.0,0.0,71821000.0,55975000.0,-23639000.0,4781000.0,0.0,5058000.0,5211000.0,154618377.0,561000.0,6145000.0,2002000.0,365000.0,-1000.0,4426000.0,72896000.0,1109000.0,42001000.0,4075000.0,2934000.0,8914000.0,0.0,-27403000.0,154782936.0,-15512000.0,-23639000.0,2437000.0,157918000.0,61388000.0,121488000.0,-15512000.0,173430000.0,74575000.0,116792000.0,6423000.0,2828000.0,164559.0,1873000.0,26705000.0
BIA.MI,2022-12-31,12M,EUR,30851000.0,28702000.0,-73835000.0,0.0,-8478000.0,0.0,35613000.0,944000.0,13680000.0,13680000.0,13611000.0,69000.0,944000.0,-18305000.0,3636000.0,85669000.0,6083000.0,3605000.0,9688000.0,54818000.0,818000.0,28431000.0,5678000.0,7668000.0,35013000.0,54657000.0,-1891000.0,41574000.0,-18305000.0,116000.0,29530000.0,83501000.0,113030000.0,116000.0,113000.0,51214000.0,,73426000.0,54657000.0,-25973000.0,5460000.0,75000.0,5387000.0,2032000.0,154618377.0,9457000.0,6145000.0,1990000.0,2534000.0,870000.0,4681000.0,54657000.0,995000.0,34855000.0,2912000.0,3523000.0,8035000.0,0.0,-7274000.0,154782936.0,-18305000.0,-25973000.0,1713000.0,155988000.0,-18305000.0,122718000.0,-18305000.0,174293000.0,70319000.0,119475000.0,4004000.0,870000.0,164559.0,5258000.0,30851000.0
