symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
CULT.MI,2019-12-31,12M,EUR,,3095500.0,0.105698,,,,3095500.0,0.105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15306.0,,,,
CULT.MI,2020-12-31,12M,EUR,725519.0,3095500.0,0.437149,7666727.0,817090.0,91571.0,3095500.0,0.437149,1353194.0,2129799.0,2946889.0,5862388.0,16300.0,829.0,829.0,15.0,15.0,-100720.0,1353194.0,1353194.0,1453913.0,1353194.0,1353194.0,1453913.0,-42160.0,-42160.0,3101310.0,1458650.957765,3532741.0,2329647.0,13529115.0,398414.0,0.0,2128970.0,7666727.0,817090.0,668326.0,668326.0,116059.0,-154421.0,-48964.042235,675057.0,0.317081,11199468.0,41346.0,13529115.0,-154421.0,-154421.0,22062.0
CULT.MI,2021-12-31,12M,EUR,819518.0,3085500.0,0.756627,12241059.0,917804.0,98286.0,3085500.0,0.756627,2334573.0,3659906.0,4577886.0,8733022.0,176.0,103.0,103.0,359.0,359.0,-413750.0,2334573.0,2334573.0,2748326.0,2334573.0,2334573.0,2748326.0,-72376.0,-72376.0,4768437.0,2477667.11398,4851873.0,3881149.0,20974081.0,592310.0,0.0,3659803.0,12241059.0,917980.0,844995.0,844995.0,160594.0,-190551.0,-47456.88602,911477.0,0.249051,17092932.0,72632.0,20974081.0,-190551.0,-190551.0,29781.0
CULT.MI,2022-06-30,TTM,EUR,,3085500.0,0.80168,,,,3085500.0,0.80168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CULT.MI,2022-12-31,12M,EUR,1013736.0,2725750.0,0.761795,14377705.0,1164144.0,150408.0,2725750.0,0.761795,2076462.0,3154347.0,4318491.0,8736226.0,,97986.0,97986.0,9949.0,9949.0,-190737.0,2076462.0,2076462.0,2267202.0,2076462.0,2076462.0,2267202.0,-88037.0,-88037.0,4549043.0,2247484.976508,5375951.0,3360275.0,23113931.0,729924.0,0.0,3056361.0,14377705.0,1164144.0,876464.0,876464.0,188016.0,-230552.0,-59529.023492,789159.0,0.258202,19753656.0,,23113931.0,-230552.0,-230552.0,42536.0
CULT.MI,2023-12-31,12M,EUR,1197442.0,,,14577879.0,1411751.0,214309.0,,,1391522.0,1763556.0,3175307.0,8050997.0,,513593.0,513593.0,109530.0,109530.0,344709.0,1391522.0,1391522.0,1046814.0,1391522.0,1391522.0,1046814.0,-404063.0,-404063.0,3368583.0,1553386.009306,6130787.0,1920210.0,22628876.0,782223.0,0.0,1249963.0,14577879.0,1411751.0,872340.0,872340.0,166381.0,-193276.0,-31411.990694,203149.0,0.162524,20708666.0,,22628876.0,-193276.0,-193276.0,26895.0
CULT.MI,2023-12-31,TTM,EUR,1197442.0,2725750.0,0.51051,14577879.0,1411751.0,214309.0,2725750.0,0.51051,1391522.0,1763556.0,3175307.0,8050997.0,,513593.0,513593.0,109530.0,109530.0,344709.0,1391522.0,1391522.0,1046814.0,1391522.0,1391522.0,1046814.0,-404063.0,-404063.0,3368583.0,1553386.009306,6130787.0,1920210.0,22628876.0,782223.0,0.0,1249963.0,14577879.0,1411751.0,872340.0,872340.0,166381.0,-193276.0,-31411.990694,203149.0,0.162524,20708666.0,,22628876.0,-193276.0,-193276.0,26895.0
