symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
BZU.MI,2020-12-31,TTM,EUR,205698335.0,2.719,,,,205698335.0,2.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZU.MI,2023-06-30,TTM,EUR,185114537.0,4.319,,,,185131838.0,4.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZU.MI,2023-12-31,TTM,EUR,185126413.0,5.221,1570065000.0,248237000.0,248237000.0,185131838.0,5.221,966545000.0,1244358000.0,1492595000.0,2747424000.0,10188000.0,103489000.0,103489000.0,98091000.0,98091000.0,-268000.0,966545000.0,966545000.0,966813000.0,966545000.0,966545000.0,966813000.0,-5398000.0,-5398000.0,1502542000.0,974974441.864929,1752446000.0,994978000.0,4317489000.0,972376000.0,0.0,1140869000.0,1570065000.0,248237000.0,-10188000.0,-1517558.135071,174056000.0,0.152564,3322511000.0,984790000.0,4317489000.0,-9947000.0,-9947000.0
