asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,235365000.0,414468000.0,-5436523000.0,458696000.0,-29689000.0,6433000.0,6145000.0,,,,440499000.0,,-257084000.0,-250017000.0,97192000.0,123637000.0,837403000.0,838904000.0,-26559000.0,264401000.0,573002000.0,390167000.0,-23382000.0,-32897000.0,15735000.0,-40544000.0,390167000.0,123637000.0,-26559000.0,3685118000.0,0.0,173946000.0,1190424000.0,1817829000.0,22527000.0,40151000.0,62678000.0,494615000.0,28479000.0,,259866000.0,259866000.0,256060000.0,249627000.0,1412000.0,,,385671000.0,,84384000.0,542111000.0,801977000.0,6794000.0,837403000.0,,,12204000.0,34389000.0,95730000.0,318395000.0,-1966000.0,28948000.0,619002000.0,689816000.0,444157000.0,8685767000.0,2031019000.0,3806000.0,60155000.0,60155000.0,23353000.0,23353000.0,-31698000.0,13448000.0,488274000.0,4960897000.0,-219701000.0,20796000.0,12204000.0,12204000.0,517920000.0,249003000.0,2867048000.0,74665000.0,1235628000.0,1310293000.0,249003000.0,-177010000.0,530124000.0,87104000.0,4984211000.0,,5703000.0,-239000.0,-76423000.0,0.0,438376000.0,385671000.0,385671000.0,385910000.0,385671000.0,385671000.0,481956000.0,385910000.0,-7067000.0,-48087000.0,-3694000.0,71371000.0,71993000.0,-48087000.0,-10134000.0,7692000.0,3249244000.0,-238041000.0,-622000.0,2995302000.0,72823000.0,366442000.0,442610000.0,13900000.0,800492000.0,384483000.0,575479000.0,1565573000.0,465446000.0,3221443000.0,206031808.0,-57000.0,47900000.0,70814000.0,8308000.0,58651000.0,3212000.0,2235000.0,8740000.0,783979000.0,48127000.0,660562000.0,31007000.0,1501000.0,-3461000.0,0.0,337706000.0,1025000.0,481956000.0,0.0,7326000.0,-76423000.0,-7067000.0,-4161000.0,-250017000.0,294429000.0,1190424000.0,259866000.0,15528000.0,15528000.0,-177010000.0,0.0,2986360000.0,467000.0,11976000.0,28948000.0,206061098.0,-5948000.0,3685118000.0,2995302000.0,297000.0,96046000.0,0.2,38006000.0,-84275000.0,6402564000.0,4920746000.0,1372971000.0,3690821000.0,2755997000.0,2711743000.0,4584735000.0,2217128000.0,468238000.0,11285000.0,3221443000.0,54214000.0,1485000.0,1485000.0,7032000.0,29290.0,373000.0,89807000.0,1323214000.0,9409000.0
2020-12-31,12M,EUR,229247000.0,399222000.0,-5438404000.0,458696000.0,-22692000.0,6694000.0,13890000.0,,205698335.0,2.719,837403000.0,35759000.0,-228139000.0,,85997000.0,123637000.0,1218279000.0,1219752000.0,-31802000.0,355396000.0,862883000.0,446541000.0,8345000.0,2728000.0,-30785000.0,-19712000.0,446541000.0,123637000.0,,3597508000.0,-7326000.0,162972000.0,1171797000.0,2172955000.0,21443000.0,65859000.0,87302000.0,672405000.0,47986000.0,0.0,256911000.0,256911000.0,253241000.0,246547000.0,4060000.0,205698335.0,2.719,560246000.0,144099000.0,198161000.0,752682000.0,1009593000.0,-65641000.0,1218279000.0,3543041824.0,0.0,11402000.0,-133630000.0,80601000.0,360671000.0,-6194000.0,34787000.0,603603000.0,664321000.0,421914000.0,8435534000.0,2050614000.0,2547000.0,52423000.0,52423000.0,18573000.0,18573000.0,-29196000.0,10454000.0,468855000.0,4829676000.0,-8639000.0,18762000.0,11402000.0,11402000.0,409210000.0,,2745254000.0,64554000.0,1166309000.0,1230863000.0,,-26414000.0,420612000.0,87800000.0,4864441000.0,3216485824.0,5499000.0,-226000.0,-167000.0,-7326000.0,13889000.0,560246000.0,560246000.0,560472000.0,560246000.0,560246000.0,700259000.0,560472000.0,-5239000.0,-35749000.0,2940000.0,-27250000.0,-26414000.0,-35749000.0,-42355000.0,-3042000.0,2997130000.0,-214788000.0,-836000.0,2933187000.0,81961000.0,334016000.0,445140000.0,12336000.0,1009342000.0,561263800.0,588810000.0,1534417000.0,516197000.0,3222411000.0,205520910.0,-24000.0,33846000.0,60718000.0,28949000.0,-1845000.0,5932000.0,2105000.0,9073000.0,760997000.0,35923000.0,627108000.0,37791000.0,1473000.0,-2592000.0,0.0,485128000.0,505000.0,700259000.0,0.0,-12465000.0,-167000.0,-5239000.0,-3042000.0,-222900000.0,281891000.0,1171797000.0,256911000.0,11163000.0,11163000.0,-26414000.0,-7326000.0,3337796000.0,5982000.0,8112000.0,34787000.0,206061098.0,-1380000.0,3597508000.0,2933187000.0,-85200.0,139787000.0,0.2,32940000.0,-125868000.0,6386760000.0,4763817000.0,1318165000.0,3603007000.0,2706214000.0,2783753000.0,4213805000.0,2111348000.0,523890000.0,1899000.0,3222411000.0,75859000.0,251000.0,-426000.0,7364000.0,540188.0,7699000.0,77414000.0,1500550000.0,748000.0
2021-12-31,12M,EUR,294043000.0,455735000.0,-5713527000.0,458696000.0,-15479000.0,6773000.0,5889000.0,19907000.0,192131838.0,2.82,1218279000.0,39122000.0,-214447000.0,,78265000.0,123637000.0,1203611000.0,1205038000.0,-191880000.0,511607000.0,692004000.0,-73950000.0,-16714000.0,46982000.0,-15933000.0,14335000.0,-73950000.0,123637000.0,,4369426000.0,0.0,172450000.0,1354486000.0,2239838000.0,22450000.0,149111000.0,171561000.0,673469000.0,64626000.0,6905000.0,249048000.0,249048000.0,243993000.0,237220000.0,0.0,192131838.0,2.82,541903000.0,0.0,59823000.0,677055000.0,926103000.0,59282000.0,1203611000.0,3964541626.0,6948000.0,,-331571000.0,70306000.0,377210000.0,-27311000.0,30807000.0,608789000.0,668208000.0,471214000.0,8868816000.0,2091065000.0,4587000.0,41803000.0,41803000.0,15034000.0,15034000.0,-26345000.0,10789000.0,498127000.0,5506488000.0,-334036000.0,17697000.0,19907000.0,12222000.0,462404000.0,0.0,2896648000.0,55815000.0,987951000.0,1043766000.0,0.0,-111985000.0,474626000.0,86416000.0,5074864000.0,3645701626.0,5778000.0,-397000.0,-3244000.0,0.0,,541903000.0,541903000.0,542300000.0,541903000.0,541903000.0,635252000.0,542300000.0,-3124000.0,-26576000.0,-208518000.0,-112410000.0,-111985000.0,-26576000.0,-3939000.0,,3155289000.0,-189762000.0,-425000.0,3701218000.0,81967000.0,371131000.0,364845000.0,13493000.0,893694000.0,514355350.0,591657000.0,1557002000.0,534063000.0,3445551000.0,192131838.0,,36477000.0,59419000.0,37430000.0,34220000.0,9820000.0,2286000.0,8131000.0,809823000.0,36989000.0,685732000.0,35155000.0,1427000.0,-9311000.0,0.0,381713000.0,1883000.0,635252000.0,0.0,-47112000.0,-3244000.0,-3124000.0,-226519000.0,-211323000.0,320429000.0,1354486000.0,249048000.0,11785000.0,11785000.0,-111985000.0,0.0,3853886000.0,18001000.0,21561000.0,30807000.0,192626154.0,3402000.0,4369426000.0,3701218000.0,4861350.0,92952000.0,0.15,38011000.0,-134374000.0,6921783000.0,5357377000.0,1215327000.0,4375204000.0,2911488000.0,2546579000.0,4681945000.0,1873110000.0,545596000.0,-193000.0,3445551000.0,50681000.0,32409000.0,32409000.0,4666000.0,494316.0,7699000.0,69962000.0,1566369000.0,5909000.0
2022-12-31,12M,EUR,324293000.0,541675000.0,-5978066000.0,458696000.0,-14626000.0,4745000.0,6395000.0,,186377503.0,2.462,1203611000.0,40809000.0,-266738000.0,,78392000.0,123637000.0,1341488000.0,1343930000.0,-73351000.0,233654000.0,1107834000.0,101149000.0,-220449000.0,29306000.0,-94423000.0,-285566000.0,101149000.0,123637000.0,,4905876000.0,-123218000.0,179798000.0,1631551000.0,2709929000.0,20260000.0,606572000.0,626832000.0,1168987000.0,61992000.0,4435000.0,388900000.0,388900000.0,259252000.0,254507000.0,,186377503.0,2.462,458786000.0,,75751000.0,633032000.0,1021932000.0,36728000.0,1341488000.0,3478618084.0,11031000.0,,-152404000.0,101161000.0,127977000.0,-7203000.0,31806000.0,509484000.0,566987000.0,556301000.0,9295816000.0,2363968000.0,,43736000.0,43736000.0,45229000.0,45229000.0,-26821000.0,23989000.0,718028000.0,6120598000.0,-141162000.0,17561000.0,0.0,10595000.0,537994000.0,200145000.0,3110000000.0,58132000.0,608150000.0,666282000.0,200145000.0,-136792000.0,548589000.0,78956000.0,5215913000.0,3332373084.0,5581000.0,7000.0,-4085000.0,-123218000.0,,458786000.0,458786000.0,458779000.0,458786000.0,458786000.0,589296000.0,458779000.0,-1433000.0,-2550000.0,18227000.0,63421000.0,63353000.0,-2550000.0,5405000.0,,3317750000.0,-253611000.0,68000.0,4338889000.0,64538000.0,401478000.0,268235000.0,12959000.0,1142957000.0,553185500.0,394715000.0,1752202000.0,611766000.0,3995519000.0,185131838.0,,35044000.0,57503000.0,82108000.0,24887000.0,8805000.0,2836000.0,7539000.0,923568000.0,35229000.0,749296000.0,48841000.0,2442000.0,-7106000.0,0.0,425938000.0,2995000.0,589296000.0,0.0,-17328000.0,-4085000.0,-1433000.0,,-265305000.0,424476000.0,1631551000.0,388900000.0,14146000.0,14146000.0,-136792000.0,-123218000.0,4271170000.0,18227000.0,11694000.0,31806000.0,192626154.0,-124529000.0,4905876000.0,4338889000.0,-26625500.0,130517000.0,0.22,48065000.0,-153899000.0,7503088000.0,5514026000.0,1293114000.0,4911457000.0,3383753000.0,2591631000.0,4793159000.0,1422644000.0,494776000.0,4043000.0,3995519000.0,66416000.0,-121025000.0,-121025000.0,4857000.0,7494316.0,130917000.0,110283000.0,1540942000.0,131635000.0
2023-12-31,12M,EUR,,,,,,,,,185126413.0,5.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185126413.0,5.221,,,,,,,,4947123818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098530818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
