symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
BZU.MI,2019-12-31,12M,EUR,235365000.0,414468000.0,-5436523000.0,458696000.0,-29689000.0,6145000.0,,,97192000.0,123637000.0,837403000.0,838904000.0,264401000.0,573002000.0,123637000.0,3685118000.0,173946000.0,1817829000.0,22527000.0,40151000.0,62678000.0,494615000.0,28479000.0,,1412000.0,,,12204000.0,95730000.0,619002000.0,689816000.0,444157000.0,8685767000.0,488274000.0,4960897000.0,20796000.0,12204000.0,12204000.0,517920000.0,2867048000.0,74665000.0,1235628000.0,1310293000.0,530124000.0,87104000.0,4984211000.0,5703000.0,438376000.0,3249244000.0,2995302000.0,72823000.0,366442000.0,442610000.0,13900000.0,206031808.0,47900000.0,70814000.0,8308000.0,3212000.0,2235000.0,48127000.0,660562000.0,31007000.0,1501000.0,337706000.0,1025000.0,0.0,294429000.0,2986360000.0,206061098.0,3685118000.0,2995302000.0,38006000.0,6402564000.0,4920746000.0,1372971000.0,3690821000.0,2711743000.0,4584735000.0,2217128000.0,54214000.0,7032000.0,29290.0,373000.0,89807000.0,1323214000.0
BZU.MI,2020-12-31,12M,EUR,229247000.0,399222000.0,-5438404000.0,458696000.0,-22692000.0,13890000.0,,35759000.0,85997000.0,123637000.0,1218279000.0,1219752000.0,355396000.0,862883000.0,123637000.0,3597508000.0,162972000.0,2172955000.0,21443000.0,65859000.0,87302000.0,672405000.0,47986000.0,0.0,4060000.0,144099000.0,0.0,11402000.0,80601000.0,603603000.0,664321000.0,421914000.0,8435534000.0,468855000.0,4829676000.0,18762000.0,11402000.0,11402000.0,409210000.0,2745254000.0,64554000.0,1166309000.0,1230863000.0,420612000.0,87800000.0,4864441000.0,5499000.0,13889000.0,2997130000.0,2933187000.0,81961000.0,334016000.0,445140000.0,12336000.0,205520910.0,33846000.0,60718000.0,28949000.0,5932000.0,2105000.0,35923000.0,627108000.0,37791000.0,1473000.0,485128000.0,505000.0,0.0,281891000.0,3337796000.0,206061098.0,3597508000.0,2933187000.0,32940000.0,6386760000.0,4763817000.0,1318165000.0,3603007000.0,2783753000.0,4213805000.0,2111348000.0,75859000.0,7364000.0,540188.0,7699000.0,77414000.0,1500550000.0
BZU.MI,2021-12-31,12M,EUR,294043000.0,455735000.0,-5713527000.0,458696000.0,-15479000.0,5889000.0,19907000.0,39122000.0,78265000.0,123637000.0,1203611000.0,1205038000.0,511607000.0,692004000.0,123637000.0,4369426000.0,172450000.0,2239838000.0,22450000.0,149111000.0,171561000.0,673469000.0,64626000.0,6905000.0,0.0,0.0,6948000.0,,70306000.0,608789000.0,668208000.0,471214000.0,8868816000.0,498127000.0,5506488000.0,17697000.0,19907000.0,12222000.0,462404000.0,2896648000.0,55815000.0,987951000.0,1043766000.0,474626000.0,86416000.0,5074864000.0,5778000.0,,3155289000.0,3701218000.0,81967000.0,371131000.0,364845000.0,13493000.0,192131838.0,36477000.0,59419000.0,37430000.0,9820000.0,2286000.0,36989000.0,685732000.0,35155000.0,1427000.0,381713000.0,1883000.0,0.0,320429000.0,3853886000.0,192626154.0,4369426000.0,3701218000.0,38011000.0,6921783000.0,5357377000.0,1215327000.0,4375204000.0,2546579000.0,4681945000.0,1873110000.0,50681000.0,4666000.0,494316.0,7699000.0,69962000.0,1566369000.0
BZU.MI,2022-12-31,12M,EUR,324293000.0,541675000.0,-5978066000.0,458696000.0,-14626000.0,6395000.0,,40809000.0,78392000.0,123637000.0,1341488000.0,1343930000.0,233654000.0,1107834000.0,123637000.0,4905876000.0,179798000.0,2709929000.0,20260000.0,606572000.0,626832000.0,1168987000.0,61992000.0,4435000.0,,,11031000.0,,101161000.0,509484000.0,566987000.0,556301000.0,9295816000.0,718028000.0,6120598000.0,17561000.0,0.0,10595000.0,537994000.0,3110000000.0,58132000.0,608150000.0,666282000.0,548589000.0,78956000.0,5215913000.0,5581000.0,,3317750000.0,4338889000.0,64538000.0,401478000.0,268235000.0,12959000.0,185131838.0,35044000.0,57503000.0,82108000.0,8805000.0,2836000.0,35229000.0,749296000.0,48841000.0,2442000.0,425938000.0,2995000.0,0.0,424476000.0,4271170000.0,192626154.0,4905876000.0,4338889000.0,48065000.0,7503088000.0,5514026000.0,1293114000.0,4911457000.0,2591631000.0,4793159000.0,1422644000.0,66416000.0,4857000.0,7494316.0,130917000.0,110283000.0,1540942000.0
