asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,,,,,,,,8706000.0,,-23797000.0,,,,,,,,,,,,,,,-2568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11670000.0,11670000.0,,,,,,,,,,,,,,,,,4255000.0,,,,,,,,,,,,,,,,,,-4904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4622000.0,,,,
2023-03-31,3M,EUR,51825000.0,20717000.0,,18528000.0,,4657000.0,,13923077.0,0.26,11021000.0,,-16248000.0,,5706000.0,8117000.0,8596000.0,0.0,-2904000.0,126000.0,64000.0,3947000.0,1595000.0,-101000.0,5631000.0,-2904000.0,5706000.0,0.0,153185000.0,0.0,7447000.0,48512000.0,,,102747000.0,678000.0,635000.0,5292000.0,5292000.0,5292000.0,,15083333.0,0.24,3620000.0,7649000.0,12941000.0,8117000.0,310386468.0,-1478000.0,,498000.0,150163000.0,,,21939000.0,1180000.0,1180000.0,1048000.0,1048000.0,3625000.0,153185000.0,-18172000.0,0.0,22063000.0,,0.0,,,,,14478000.0,81000.0,,296427468.0,2223000.0,-1110000.0,0.0,,3620000.0,3620000.0,4730000.0,3620000.0,3620000.0,4730000.0,4730000.0,-16041000.0,-132000.0,-1924000.0,,,-132000.0,-1478000.0,10095000.0,-207000.0,3022000.0,15297000.0,876000.0,881000.0,12941000.0,3620000.0,16746000.0,15338000.0,6601000.0,29386000.0,14265037.0,,7923000.0,,1556000.0,,,3729000.0,,,4721000.0,479000.0,0.0,57650000.0,19000.0,8255000.0,6469000.0,,0.0,-16041000.0,-1924000.0,-207000.0,7447000.0,5292000.0,140000.0,140000.0,120498000.0,0.0,14265037.0,0.0,153185000.0,3022000.0,0.0,1739000.0,0.268821,2598000.0,278455000.0,153185000.0,,155408000.0,22785000.0,123047000.0,229943000.0,20300000.0,6601000.0,,29386000.0,5825000.0,0.0,0.0,4901000.0,,0.0,-54235000.0,0.0
2023-06-30,3M,EUR,46837000.0,14104000.0,-12646000.0,18528000.0,-913000.0,5215000.0,11386000.0,,,8117000.0,14401000.0,-16309000.0,5415000.0,5706000.0,9407000.0,20751000.0,0.0,1290000.0,270000.0,-10814000.0,-2365000.0,-8031000.0,14711000.0,-6229000.0,1290000.0,5706000.0,0.0,142343000.0,0.0,8071000.0,65977000.0,46377000.0,46377000.0,104702000.0,-1790000.0,717000.0,5932000.0,5932000.0,5932000.0,949000.0,,,-5228000.0,-7132000.0,-1200000.0,9407000.0,274723876.0,19983000.0,3355000.0,-21771000.0,153023000.0,15017000.0,24755000.0,20684000.0,767000.0,767000.0,-1637000.0,-1637000.0,3355000.0,196309000.0,-13231000.0,0.0,11386000.0,14000.0,0.0,635000.0,5415000.0,7589000.0,13004000.0,14000.0,81000.0,24000.0,260764876.0,1375000.0,848000.0,0.0,44559000.0,-5228000.0,-5228000.0,-6076000.0,-5228000.0,-5228000.0,-6076000.0,-6076000.0,-16074000.0,-9265000.0,3078000.0,,,-9265000.0,19983000.0,12109000.0,-235000.0,-10680000.0,17087000.0,911000.0,879000.0,4467000.0,-868879.605013,-5462000.0,13252000.0,7432000.0,28755000.0,14265037.0,23790000.0,8635000.0,153023000.0,-5614000.0,8089000.0,4320000.0,-10243000.0,8635000.0,9695000.0,16716000.0,11344000.0,0.0,58254000.0,35000.0,7074000.0,-7899000.0,0.0,8280000.0,-16074000.0,3078000.0,-235000.0,8071000.0,5932000.0,172000.0,172000.0,115270000.0,,14265037.0,-5667000.0,142343000.0,-10680000.0,-1307879.605013,-1823000.0,0.230789,3977000.0,267685000.0,149932000.0,59381000.0,143718000.0,21323000.0,123967000.0,201708000.0,19265000.0,1384000.0,6861000.0,28755000.0,2782000.0,-5667000.0,-5667000.0,,,0.0,-38725000.0,5667000.0
2023-09-30,3M,EUR,44053000.0,10832000.0,,18528000.0,,4783000.0,16503000.0,14194118.0,-0.17,9407000.0,,-12979000.0,,5706000.0,4644000.0,4970000.0,,-4763000.0,-116000.0,13067000.0,-626000.0,-3571000.0,1698000.0,10452000.0,-4763000.0,5706000.0,0.0,135898000.0,0.0,7769000.0,34860000.0,,,102694000.0,-1883000.0,652000.0,5435000.0,5435000.0,5435000.0,,14194118.0,-0.17,-2413000.0,-2896000.0,2539000.0,4644000.0,210381045.0,7146000.0,,-6792000.0,161040000.0,,,12427000.0,678000.0,678000.0,93000.0,93000.0,3471000.0,135898000.0,-18096000.0,0.0,16503000.0,14000.0,0.0,,,,,14000.0,81000.0,,171751045.0,-43000.0,704000.0,0.0,,-2413000.0,-2413000.0,-3117000.0,-2413000.0,-2413000.0,-3117000.0,-3117000.0,-12800000.0,-581000.0,-5117000.0,-3872000.0,-3872000.0,-581000.0,7146000.0,9140000.0,-179000.0,-25142000.0,18970000.0,957000.0,877000.0,2539000.0,-2413000.0,6187000.0,15602000.0,-3175000.0,20196000.0,14265037.0,10723000.0,8224000.0,,-4746000.0,8776000.0,1609000.0,3169000.0,4185000.0,,3837000.0,326000.0,0.0,50233000.0,46000.0,6886000.0,-3574000.0,,0.0,-12800000.0,-5117000.0,-179000.0,7769000.0,5435000.0,133000.0,133000.0,113221000.0,,14265037.0,0.0,135898000.0,-25142000.0,0.0,-457000.0,0.127868,4864000.0,249303000.0,135898000.0,,135855000.0,23371000.0,113448000.0,214443000.0,10754000.0,-3175000.0,-4000.0,20196000.0,1995000.0,0.0,0.0,,,0.0,-67834000.0,0.0
2023-12-31,3M,EUR,47776000.0,13174000.0,,18528000.0,,8314000.0,13548000.0,,,4644000.0,,-7913000.0,,5706000.0,4226000.0,4370000.0,,-418000.0,36000.0,940000.0,-605000.0,3838000.0,-2484000.0,1725000.0,-418000.0,5706000.0,,131551000.0,0.0,8086000.0,36100000.0,,,106189000.0,758000.0,694000.0,9008000.0,9008000.0,9008000.0,,,,-1284000.0,-1292000.0,7716000.0,4226000.0,191979147.0,-12691000.0,,-1882000.0,159665000.0,,,18818000.0,962000.0,962000.0,210000.0,210000.0,3435000.0,131551000.0,6242000.0,0.0,13548000.0,14000.0,0.0,,,,,14000.0,187000.0,,153349147.0,-2062000.0,2019000.0,0.0,,-1284000.0,-1284000.0,-3303000.0,-1284000.0,-1284000.0,-3303000.0,-3303000.0,-7718000.0,-729000.0,14155000.0,,,-729000.0,-12691000.0,8641000.0,-195000.0,-28114000.0,18212000.0,978000.0,870000.0,7599000.0,-1372920.0,6031000.0,20409000.0,-1591000.0,26904000.0,14265037.0,,,,-3063000.0,,1590000.0,3527000.0,7638000.0,,3959000.0,144000.0,0.0,57524000.0,21000.0,5824000.0,-2254000.0,,885000.0,-7718000.0,2955000.0,-195000.0,8086000.0,9008000.0,117000.0,117000.0,111943000.0,,14265037.0,117000.0,131551000.0,-28114000.0,28080.0,1049000.0,0.24,5338000.0,244624000.0,131551000.0,,129489000.0,28495000.0,115135000.0,208524000.0,8946000.0,-1474000.0,-23000.0,26904000.0,2110000.0,117000.0,117000.0,,0.0,0.0,-70089000.0,-117000.0
2024-03-31,3M,EUR,45269000.0,15403000.0,,18528000.0,,8419000.0,6894000.0,,,,,,,5706000.0,4010000.0,4154000.0,,-216000.0,367000.0,-8943000.0,292000.0,-3250000.0,-1471000.0,-13005000.0,-216000.0,5706000.0,,127857000.0,0.0,9253000.0,46166000.0,,,98244000.0,-2155000.0,616000.0,9035000.0,9035000.0,9035000.0,,,,801000.0,1274000.0,10309000.0,4010000.0,154462100.0,-5084000.0,,-1786000.0,142346000.0,,,19447000.0,858000.0,858000.0,66000.0,66000.0,3068000.0,127857000.0,15555000.0,0.0,6894000.0,14000.0,0.0,,,,,14000.0,404000.0,,115832100.0,-3123000.0,1061000.0,0.0,,801000.0,801000.0,-260000.0,801000.0,801000.0,-260000.0,-260000.0,8900000.0,-810000.0,6654000.0,,,-810000.0,-5084000.0,8024000.0,1000.0,-14489000.0,20367000.0,954000.0,871000.0,10309000.0,801000.0,-10687000.0,17923000.0,1524000.0,28700000.0,14265037.0,,3777000.0,,-4495000.0,,1576000.0,2558000.0,,,13340000.0,144000.0,0.0,46636000.0,-24000.0,5386000.0,416000.0,,217000.0,8900000.0,,1000.0,9253000.0,9035000.0,83000.0,83000.0,112744000.0,4492000.0,14265037.0,0.0,127857000.0,-14489000.0,0.0,676000.0,0.4,4815000.0,232020000.0,127857000.0,,124734000.0,27176000.0,107286000.0,185854000.0,9042000.0,1524000.0,18000.0,28700000.0,1367000.0,0.0,0.0,,0.0,0.0,-52078000.0,0.0
