symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfInvestment
DIB.MI,2022-12-31,3M,EUR,,8706000.0,-23797000.0,,,,,,,,,,-2568000.0,,,,,,,,,,,,,,,11670000.0,11670000.0,,,,,,,,-4904000.0,,
DIB.MI,2023-03-31,3M,EUR,4657000.0,11021000.0,-16248000.0,0.0,-2904000.0,126000.0,64000.0,3947000.0,1595000.0,-101000.0,5631000.0,-2904000.0,0.0,0.0,678000.0,635000.0,5292000.0,8117000.0,-1478000.0,498000.0,-18172000.0,0.0,0.0,3620000.0,4730000.0,-16041000.0,-1924000.0,,,-1478000.0,-207000.0,16746000.0,1556000.0,19000.0,0.0,-16041000.0,-1924000.0,-207000.0,0.0
DIB.MI,2023-06-30,3M,EUR,5215000.0,8117000.0,-16309000.0,0.0,1290000.0,270000.0,-10814000.0,-2365000.0,-8031000.0,14711000.0,-6229000.0,1290000.0,0.0,0.0,-1790000.0,717000.0,5932000.0,9407000.0,19983000.0,-21771000.0,-13231000.0,0.0,0.0,-5228000.0,-6076000.0,-16074000.0,3078000.0,,,19983000.0,-235000.0,-5462000.0,-5614000.0,35000.0,8280000.0,-16074000.0,3078000.0,-235000.0,
DIB.MI,2023-09-30,3M,EUR,4783000.0,9407000.0,-12979000.0,,-4763000.0,-116000.0,13067000.0,-626000.0,-3571000.0,1698000.0,10452000.0,-4763000.0,0.0,0.0,-1883000.0,652000.0,5435000.0,4644000.0,7146000.0,-6792000.0,-18096000.0,0.0,0.0,-2413000.0,-3117000.0,-12800000.0,-5117000.0,-3872000.0,-3872000.0,7146000.0,-179000.0,6187000.0,-4746000.0,46000.0,0.0,-12800000.0,-5117000.0,-179000.0,
DIB.MI,2023-12-31,3M,EUR,8314000.0,4644000.0,-7913000.0,,-418000.0,36000.0,940000.0,-605000.0,3838000.0,-2484000.0,1725000.0,-418000.0,,0.0,758000.0,694000.0,9008000.0,4226000.0,-12691000.0,-1882000.0,6242000.0,0.0,0.0,-1284000.0,-3303000.0,-7718000.0,14155000.0,,,-12691000.0,-195000.0,6031000.0,-3063000.0,21000.0,885000.0,-7718000.0,2955000.0,-195000.0,
DIB.MI,2024-03-31,3M,EUR,8419000.0,,,,-216000.0,367000.0,-8943000.0,292000.0,-3250000.0,-1471000.0,-13005000.0,-216000.0,,0.0,-2155000.0,616000.0,9035000.0,4010000.0,-5084000.0,-1786000.0,15555000.0,0.0,0.0,801000.0,-260000.0,8900000.0,6654000.0,,,-5084000.0,1000.0,-10687000.0,-4495000.0,-24000.0,217000.0,8900000.0,,1000.0,4492000.0
DIB.MI,2024-03-31,TTM,EUR,26731000.0,8117000.0,-28300000.0,,-4107000.0,557000.0,-5750000.0,-3304000.0,-11014000.0,12454000.0,-7057000.0,-4107000.0,,0.0,-5070000.0,2679000.0,29410000.0,4010000.0,9354000.0,-32231000.0,-9530000.0,0.0,0.0,-8124000.0,-12756000.0,-27692000.0,18770000.0,,,9354000.0,-608000.0,-3931000.0,-17918000.0,78000.0,9382000.0,-27692000.0,,-608000.0,
