symbol,asOfDate,periodType,currencyCode,NetIncome
BPE.MI,2023-03-31,3M,EUR,290675000.0
BPE.MI,2023-06-30,3M,EUR,413876000.0
BPE.MI,2023-09-30,3M,EUR,382519000.0
BPE.MI,2023-12-31,3M,EUR,432426000.0
BPE.MI,2024-03-31,3M,EUR,457276000.0
BPE.MI,2024-03-31,TTM,EUR,1686097000.0
