symbol,asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PretaxIncome,Receivables,ReconciledDepreciation,RentAndLandingFees,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
BPE.MI,2022-12-31,3M,EUR,2370361000.0,,,,1414136014.0,-0.012305,763173000.0,,,824620000.0,,,,,,1414136014.0,-0.012305,,,,,,,2093949000.0,7000000.0,,,,452346000.0,,,728151000.0,,,72755000.0,,,,,,,,,,,,,,,,,,,,,3365935000.0,529870000.0,-315900000.0,6003408000.0,,143192000.0,,,223199000.0,,,,,-223199000.0,,,,,,3128165000.0,,,,,,,267112000.0,-223199000.0,-223199000.0,,1714504.0,
BPE.MI,2023-03-31,3M,EUR,,1237200000.0,17619000.0,29259680000.0,1414209012.0,0.205539,,2104316000.0,17175007000.0,16108463000.0,2104316000.0,8259030000.0,57161000.0,39542000.0,568593000.0,1414209012.0,0.205539,290675000.0,761501000.0,1085000.0,332312000.0,204392000.0,559551000.0,,1038000.0,326765000.0,1052754000.0,17816439000.0,,32425358000.0,32815143000.0,,9905868000.0,389785000.0,,3214497084.0,188074000.0,-8667000.0,,290675000.0,290675000.0,299342000.0,290675000.0,290675000.0,299342000.0,725989000.0,2504243000.0,7699479000.0,290145964.831485,865317000.0,1385753000.0,1414209012.0,150000000.0,355159000.0,52617000.0,3016319000.0,,-685000.0,3029303000.0,387591000.0,,57161000.0,20626000.0,16837000.0,290675000.0,4950000.0,332312000.0,1415850518.0,685000.0,8259030000.0,7699479000.0,155964.831485,88249000.0,0.227686,956254000.0,151139202000.0,17816439000.0,9905868000.0,8447104000.0,142692098000.0,1385753000.0,12984000.0,685000.0,685000.0,116556000.0,1641506.0,5436000.0
BPE.MI,2023-06-30,3M,EUR,,1236602000.0,18716000.0,28970933000.0,,,1044999000.0,2104316000.0,9528351000.0,8378474000.0,2104316000.0,8489601000.0,58894000.0,40178000.0,550927000.0,,,413876000.0,766984000.0,-12958000.0,131593000.0,197624000.0,549910000.0,1979201000.0,,364993000.0,1183973000.0,21495974000.0,516168000.0,32113467000.0,32475203000.0,686683000.0,13355863000.0,361736000.0,72015000.0,3936639580.0,182941000.0,-6293000.0,3478022000.0,413876000.0,413876000.0,420169000.0,413876000.0,413876000.0,420169000.0,818980000.0,1979201000.0,7939691000.0,465545073.358009,745516000.0,1450551000.0,1415039389.0,150000000.0,352286000.0,109878000.0,3109147000.0,175504000.0,43310000.0,3117976000.0,533316000.0,,58894000.0,17475000.0,16543000.0,704551000.0,13353000.0,144946000.0,1415850518.0,-65583000.0,8489601000.0,7939691000.0,-13913926.641991,113147000.0,0.212158,921560000.0,143092178000.0,21495974000.0,13355863000.0,8672542000.0,134419636000.0,1450551000.0,8829000.0,-65583000.0,-65583000.0,110750000.0,811129.0,2689000.0
BPE.MI,2023-09-30,3M,EUR,,1236528000.0,21125000.0,28522193000.0,,,,2104316000.0,12627183000.0,11590509000.0,2104316000.0,8863925000.0,59039000.0,37914000.0,507041000.0,,,382519000.0,759856000.0,4814000.0,275308000.0,197624000.0,572170000.0,,,392369000.0,1228917000.0,24804083000.0,,31681663000.0,32093697000.0,,16283275000.0,412034000.0,,4099369109.0,189751000.0,-7780000.0,3312975000.0,382519000.0,382519000.0,390299000.0,382519000.0,382519000.0,390299000.0,836548000.0,2479234000.0,8291755000.0,370943953.808457,886520000.0,1464750000.0,1415161877.0,150000000.0,374546000.0,152995000.0,3091521000.0,,-32239000.0,3107180000.0,536267000.0,,59039000.0,18730000.0,16335000.0,1087070000.0,11306000.0,286614000.0,1415850518.0,15904000.0,8863925000.0,8291755000.0,4328953.808457,145968000.0,0.272193,912882000.0,143456820000.0,24804083000.0,16283275000.0,9053676000.0,134403144000.0,1464750000.0,15659000.0,15904000.0,15904000.0,106256000.0,688641.0,2284000.0
BPE.MI,2023-12-31,3M,EUR,1809031000.0,1236525000.0,,27353206000.0,1415172121.0,0.305564,685974000.0,2104316000.0,11195971000.0,808410000.0,2104316000.0,9366149000.0,89508000.0,89508000.0,412328000.0,1415172121.0,0.305564,432426000.0,764050000.0,-63496000.0,229145000.0,170018000.0,648981000.0,1962823000.0,,,870300000.0,27001784000.0,494027000.0,29912420000.0,30334466000.0,701341000.0,17964077000.0,422046000.0,73097000.0,4282279839.0,199328000.0,-9533000.0,6439664000.0,432426000.0,432426000.0,441959000.0,432426000.0,432426000.0,441959000.0,870300000.0,1962823000.0,8717168000.0,432426000.0,1061110000.0,1400360000.0,1415172121.0,150000000.0,478963000.0,-6684000.0,3362346000.0,502411000.0,,5450385000.0,267469000.0,151136000.0,89508000.0,,,1519496000.0,,229145000.0,1415850518.0,,9366149000.0,8717168000.0,0.0,-174490000.0,0.24,5620689000.0,142128359000.0,27001784000.0,17964077000.0,9565477000.0,132562882000.0,1400360000.0,279008000.0,,,70913000.0,678397.0,2250000.0
BPE.MI,2024-03-31,3M,EUR,,1236519000.0,23220000.0,24939914000.0,1412761774.0,0.323675,,2104316000.0,10935217000.0,,2104316000.0,10313547000.0,63044000.0,39824000.0,101366000.0,1412761774.0,0.323675,457276000.0,751239000.0,-12016000.0,390810000.0,170018000.0,661080000.0,,,445566000.0,1289186000.0,22415620000.0,,27379408000.0,27841782000.0,,12102073000.0,462374000.0,,6187896570.0,208273000.0,-8976000.0,1166856000.0,457276000.0,457276000.0,466252000.0,457276000.0,457276000.0,466252000.0,843620000.0,2547591000.0,9652467000.0,457243201.931681,894115000.0,1432408000.0,1415172121.0,645249000.0,491062000.0,6869000.0,,,-43000.0,,611281000.0,,63044000.0,,,457276000.0,,390810000.0,1415172121.0,43000.0,10313547000.0,9652467000.0,10201.931681,145029000.0,0.237254,,140069079000.0,22415620000.0,12102073000.0,10521820000.0,129547259000.0,1432408000.0,,43000.0,43000.0,766718000.0,,11726000.0
