symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
BFG.MI,2022-12-31,3M,EUR,579115000.0,345297000.0,-73111000.0,-32991000.0,0.0,250876000.0,67740000.0,187060000.0,173731000.0,173731000.0,173731000.0,7761000.0,187060000.0,492057000.0,40863000.0,863293000.0,9293000.0,185150000.0,194443000.0,844457000.0,280486000.0,64576000.0,228354000.0,378288000.0,623352000.0,306129000.0,777944000.0,26044000.0,175398000.0,58447000.0,100737000.0,159184000.0,118185000.0,19100000.0,123342000.0,206613000.0,112156000.0,550243000.0,263703000.0,1223000.0,19586000.0,62607000.0,10229000.0,5605000.0,187059565.0,3660000.0,11707000.0,-1000.0,163778000.0,12774000.0,-1000.0,57684000.0,41877000.0,32873000.0,11469000.0,,628137000.0,3647000.0,0.0,12869000.0,42067000.0,187059565.0,492057000.0,263703000.0,19360000.0,1834053000.0,592794000.0,353627000.0,698670000.0,1135383000.0,970761000.0,290926000.0,7145000.0,38583000.0,18836000.0
BFG.MI,2023-06-30,3M,EUR,531575000.0,360899000.0,-99832000.0,-34449000.0,2415000.0,258177000.0,62806000.0,187060000.0,83007000.0,104555000.0,73448000.0,9559000.0,187060000.0,486249000.0,37295000.0,785373000.0,9241000.0,168320000.0,177561000.0,758830000.0,232766000.0,65388000.0,223999000.0,395348000.0,650140000.0,275479000.0,762210000.0,26160000.0,178249000.0,53565000.0,107641000.0,161206000.0,114341000.0,19951000.0,142053000.0,211784000.0,192954000.0,550309000.0,262250000.0,1970000.0,19583000.0,62813000.0,9692000.0,5912000.0,187059565.0,3861000.0,5199000.0,,158611000.0,22557000.0,,65813000.0,26011000.0,34366000.0,18275000.0,21548000.0,566449000.0,3236000.0,0.0,20156000.0,44303000.0,187059565.0,486249000.0,262250000.0,19068000.0,1758357000.0,593890000.0,338767000.0,698033000.0,1060324000.0,972984000.0,301494000.0,8863000.0,45861000.0,26543000.0
BFG.MI,2023-12-31,3M,EUR,542840000.0,321665000.0,-108436000.0,-33139000.0,,263296000.0,62081000.0,261883000.0,346435000.0,362174000.0,346435000.0,,261883000.0,748802000.0,37599000.0,1043010000.0,9751000.0,186127000.0,195878000.0,793605000.0,267444000.0,64013000.0,229935000.0,354805000.0,660818000.0,302679000.0,1056762000.0,26374000.0,178418000.0,52330000.0,121833000.0,174163000.0,157291000.0,19606000.0,144175000.0,199185000.0,,552382000.0,518867000.0,2906000.0,19035000.0,62524000.0,9851000.0,3705000.0,261883391.0,6308000.0,7858000.0,,165922000.0,14839000.0,,,33653000.0,37330000.0,24077000.0,15739000.0,581356000.0,1753000.0,0.0,20396000.0,27749000.0,261883391.0,748802000.0,518867000.0,24354000.0,2074984000.0,870635000.0,370041000.0,947987000.0,1126997000.0,1031975000.0,333392000.0,4863000.0,64342000.0,249405000.0
