symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
BFG.MI,2019-12-31,12M,EUR,,,,,,,,,,,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8786000.0,666000.0,,,,,,1238000.0,,,,,,,,,,,,,,,,,,
BFG.MI,2020-12-31,12M,EUR,36825000.0,33832000.0,-34353000.0,-2951000.0,,52237000.0,6251000.0,174656000.0,36804000.0,36804000.0,36792000.0,12000.0,174656000.0,423556000.0,11340000.0,122354000.0,808000.0,27579000.0,28387000.0,71135000.0,27716000.0,34608000.0,58075000.0,36784000.0,286169000.0,41904000.0,487600000.0,23280000.0,170029000.0,5443000.0,36465000.0,41908000.0,123404000.0,596000.0,35694000.0,13542000.0,27240000.0,251815000.0,365481000.0,1291000.0,,34846000.0,1531000.0,,174656465.0,3700000.0,2000.0,1000.0,23467000.0,9879000.0,1000.0,663000.0,4640000.0,16869000.0,1913000.0,,42379000.0,,894000.0,0.0,4309000.0,-188000.0,174656465.0,423556000.0,365481000.0,3307000.0,588472000.0,460021000.0,70295000.0,437098000.0,151374000.0,466119000.0,80239000.0,914000.0,67000.0,51219000.0
BFG.MI,2021-12-31,12M,EUR,309362000.0,217973000.0,-38414000.0,-19435000.0,,138790000.0,23639000.0,187060000.0,125051000.0,125051000.0,122277000.0,2774000.0,187060000.0,472574000.0,20213000.0,553716000.0,4426000.0,74616000.0,79042000.0,444403000.0,163155000.0,52291000.0,143157000.0,237408000.0,419212000.0,179390000.0,599611000.0,26087000.0,168915000.0,19213000.0,52421000.0,71634000.0,84928000.0,12372000.0,68322000.0,131224000.0,1986000.0,380798000.0,329417000.0,1135000.0,14732000.0,52686000.0,7088000.0,405000.0,187059565.0,4311000.0,233000.0,,90866000.0,11304000.0,,-1000.0,46005000.0,22972000.0,12632000.0,,359630000.0,,2065000.0,0.0,4931000.0,31520000.0,187059565.0,472574000.0,329417000.0,12294000.0,1213967000.0,524995000.0,150676000.0,603798000.0,610169000.0,660250000.0,165766000.0,4263000.0,20852000.0,109313000.0
BFG.MI,2022-12-31,12M,EUR,579115000.0,345297000.0,-73111000.0,-32991000.0,0.0,250876000.0,67740000.0,187060000.0,173731000.0,173731000.0,173731000.0,7761000.0,187060000.0,492057000.0,40863000.0,863293000.0,9293000.0,185150000.0,194443000.0,844457000.0,280486000.0,64576000.0,228354000.0,378288000.0,623352000.0,306129000.0,777944000.0,26044000.0,175398000.0,58447000.0,100737000.0,159184000.0,118185000.0,19100000.0,123342000.0,206613000.0,112156000.0,550243000.0,263703000.0,1223000.0,19586000.0,62607000.0,10229000.0,5605000.0,187059565.0,3660000.0,11707000.0,-1000.0,163778000.0,12774000.0,-1000.0,57684000.0,41877000.0,32873000.0,11469000.0,,628137000.0,,3647000.0,0.0,12869000.0,42067000.0,187059565.0,492057000.0,263703000.0,19360000.0,1834053000.0,592794000.0,353627000.0,698670000.0,1135383000.0,970761000.0,290926000.0,7145000.0,38583000.0,18836000.0
BFG.MI,2023-12-31,12M,EUR,542840000.0,321665000.0,-108436000.0,-33139000.0,,263296000.0,62081000.0,261883000.0,346435000.0,362174000.0,346435000.0,,261883000.0,748802000.0,37599000.0,1043010000.0,9751000.0,186127000.0,195878000.0,793605000.0,267444000.0,64013000.0,229935000.0,354805000.0,660818000.0,302679000.0,1056762000.0,26374000.0,178418000.0,52330000.0,121833000.0,174163000.0,157291000.0,19606000.0,144175000.0,199185000.0,,552382000.0,518867000.0,2906000.0,19035000.0,62524000.0,9851000.0,3705000.0,261883391.0,6308000.0,7858000.0,,165922000.0,14839000.0,,,33653000.0,37330000.0,24077000.0,15739000.0,581356000.0,,1753000.0,0.0,20396000.0,27749000.0,261883391.0,748802000.0,518867000.0,24354000.0,2074984000.0,870635000.0,370041000.0,947987000.0,1126997000.0,1031975000.0,333392000.0,4863000.0,64342000.0,249405000.0
