asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,-15017000.0,,,,,,,13000.0,,,,,,,,,,0.0,,,-2200000.0,,,,,,,,,,,,,,,,,,,,,,,38000.0,,,,,,,203000.0,,,,,,,,,,,,,,,,,,,,,,,,,-522000.0,,,,,,,,,,,,,,,,,-1000.0,,,,-3399000.0,,,,,,,,,,,,,,,,,,,,,8786000.0,666000.0,,,,,,,-7934000.0,,,,1238000.0,,,,,-764000.0,,,,,-2200000.0,,242000.0,,,,,,,,,,,,,,,,,,,-41000.0,,,,,,,
2020-12-31,12M,EUR,36825000.0,33832000.0,-34353000.0,-2951000.0,2279000.0,,,174012755.0,0.007415,107453000.0,52237000.0,-8291000.0,-534000.0,6251000.0,174656000.0,36804000.0,36804000.0,-524000.0,36792000.0,12000.0,-70649000.0,-308000.0,-1081000.0,1194000.0,3566000.0,-3658000.0,-287000.0,-70649000.0,174656000.0,,423556000.0,27000000.0,,11340000.0,68298000.0,122354000.0,808000.0,27579000.0,28387000.0,71135000.0,8740000.0,8740000.0,8785000.0,6506000.0,174012755.0,0.007415,1290000.0,,1213000.0,9998000.0,36804000.0,609228920.0,34107000.0,27716000.0,-7677000.0,,,34608000.0,58075000.0,36784000.0,286169000.0,12122000.0,,2130000.0,2130000.0,33000.0,33000.0,,,41904000.0,487600000.0,-105370000.0,23280000.0,27000000.0,8202000.0,170029000.0,5443000.0,36465000.0,41908000.0,8202000.0,-1971000.0,123404000.0,596000.0,35694000.0,646228920.0,13542000.0,-1131000.0,,27000000.0,27240000.0,1290000.0,1290000.0,2421000.0,1290000.0,1290000.0,-917000.0,2421000.0,-6891000.0,-2097000.0,-4108000.0,-95910000.0,6231000.0,6231000.0,-2097000.0,,2939000.0,251815000.0,-866000.0,-1971000.0,365481000.0,1291000.0,,34846000.0,1531000.0,,10584000.0,1735360.0,614000.0,24383000.0,-12261000.0,80420000.0,174656465.0,1000.0,3700000.0,2000.0,1000.0,23467000.0,9879000.0,-822000.0,1000.0,663000.0,9363000.0,3053000.0,4640000.0,16869000.0,1913000.0,,,0.0,42379000.0,-6000.0,,894000.0,-917000.0,0.0,251000.0,,4309000.0,68298000.0,8740000.0,-1971000.0,,-188000.0,,174656465.0,-586000.0,423556000.0,365481000.0,-140640.0,-3339000.0,0.24,3307000.0,-1644000.0,588472000.0,460021000.0,70295000.0,437098000.0,92681000.0,151374000.0,466119000.0,80239000.0,1180000.0,,80420000.0,914000.0,-586000.0,-586000.0,67000.0,51219000.0,586000.0
2021-12-31,12M,EUR,309362000.0,217973000.0,-38414000.0,-19435000.0,3773000.0,,,174996276.0,-0.00291,36804000.0,138790000.0,-31314000.0,-960000.0,23639000.0,187060000.0,125051000.0,125051000.0,-2619000.0,122277000.0,2774000.0,88247000.0,41377000.0,1226000.0,24124000.0,-31133000.0,16496000.0,52090000.0,88246000.0,187060000.0,,472574000.0,40000000.0,,20213000.0,262300000.0,553716000.0,4426000.0,74616000.0,79042000.0,444403000.0,12888000.0,12888000.0,12889000.0,9116000.0,174996276.0,-0.00291,-509000.0,,2720000.0,15609000.0,125051000.0,723986199.0,40534000.0,163155000.0,23374000.0,,-399000.0,52291000.0,143157000.0,237408000.0,419212000.0,21158000.0,,2392000.0,2392000.0,176000.0,176000.0,-2217000.0,,179390000.0,599611000.0,-6976000.0,26087000.0,40000000.0,0.0,168915000.0,19213000.0,52421000.0,71634000.0,0.0,-30590000.0,84928000.0,12372000.0,68322000.0,688379199.0,131224000.0,-1134000.0,31178000.0,40000000.0,1986000.0,-509000.0,-509000.0,625000.0,-509000.0,-509000.0,328000.0,625000.0,-15837000.0,-2216000.0,-138000.0,-5323000.0,-30590000.0,-30590000.0,-2216000.0,35250000.0,-1379000.0,380798000.0,-15477000.0,0.0,329417000.0,1135000.0,14732000.0,52686000.0,7088000.0,405000.0,17225000.0,719160.0,54688000.0,37071000.0,-15913000.0,283458000.0,187059565.0,1000.0,4311000.0,233000.0,,90866000.0,11304000.0,2217000.0,,-1000.0,14197000.0,4929000.0,46005000.0,22972000.0,12632000.0,,,0.0,359630000.0,727000.0,,2065000.0,328000.0,0.0,1238000.0,,4931000.0,262300000.0,12888000.0,-30590000.0,,31520000.0,,187059565.0,-1616000.0,472574000.0,329417000.0,-387840.0,-297000.0,0.24,12294000.0,-2171000.0,1213967000.0,524995000.0,150676000.0,603798000.0,299371000.0,610169000.0,660250000.0,165766000.0,2545000.0,,283458000.0,4263000.0,-1616000.0,-1616000.0,20852000.0,109313000.0,1616000.0
2022-12-31,12M,EUR,579115000.0,345297000.0,-73111000.0,-32991000.0,15916000.0,15916000.0,0.0,187059565.0,0.026686,125051000.0,250876000.0,-37483000.0,,67740000.0,187060000.0,173731000.0,173731000.0,-8566000.0,173731000.0,7761000.0,48680000.0,-14902000.0,-4613000.0,-9618000.0,52802000.0,49138000.0,72807000.0,48680000.0,187060000.0,,492057000.0,0.0,,40863000.0,990720000.0,863293000.0,9293000.0,185150000.0,194443000.0,844457000.0,14297000.0,30213000.0,30213000.0,14297000.0,187059565.0,0.026686,4991000.0,0.0,22781000.0,52994000.0,173731000.0,790484325.0,8902000.0,280486000.0,54362000.0,-2376000.0,-18139000.0,64576000.0,228354000.0,378288000.0,623352000.0,71158000.0,,9173000.0,9173000.0,2529000.0,2529000.0,-7674000.0,0.0,306129000.0,777944000.0,-52067000.0,26044000.0,0.0,68101000.0,175398000.0,58447000.0,100737000.0,159184000.0,68101000.0,-83854000.0,118185000.0,19100000.0,123342000.0,720179325.0,206613000.0,-4344000.0,10260000.0,0.0,112156000.0,4991000.0,4991000.0,9336000.0,4991000.0,4991000.0,13608000.0,9336000.0,-12129000.0,-6644000.0,-445000.0,-24093000.0,-15753000.0,-15753000.0,-6644000.0,42444000.0,-306000.0,550243000.0,-25354000.0,,263703000.0,1223000.0,19586000.0,62607000.0,10229000.0,5605000.0,56172000.0,7171320.987654,91845000.0,96858000.0,-25700000.0,1061878000.0,187059565.0,,3660000.0,11707000.0,-1000.0,163778000.0,12774000.0,6644000.0,-1000.0,57684000.0,47499000.0,16227000.0,41877000.0,32873000.0,11469000.0,,,0.0,628137000.0,1943000.0,,3647000.0,13608000.0,0.0,-18139000.0,,12869000.0,990720000.0,30213000.0,-83854000.0,,42067000.0,,187059565.0,-3178000.0,492057000.0,263703000.0,-997679.012346,4272000.0,0.313933,19360000.0,-4172000.0,1834053000.0,592794000.0,353627000.0,698670000.0,1087578000.0,1135383000.0,970761000.0,290926000.0,20252000.0,,1061878000.0,7145000.0,-3178000.0,-3178000.0,38583000.0,18836000.0,3178000.0
2023-12-31,12M,EUR,542840000.0,321665000.0,-108436000.0,-33139000.0,20178000.0,20178000.0,,261883029.0,0.004486,173731000.0,263296000.0,-39195000.0,,62081000.0,261883000.0,346435000.0,362174000.0,-9663000.0,346435000.0,,172702000.0,3450000.0,-14898000.0,-13274000.0,-51119000.0,18617000.0,-57224000.0,172700000.0,261883000.0,,748802000.0,299295000.0,,37599000.0,1231535000.0,1043010000.0,9751000.0,186127000.0,195878000.0,793605000.0,19320000.0,39498000.0,39498000.0,19320000.0,261883029.0,0.004486,1175000.0,875000.0,33651000.0,73149000.0,346435000.0,1268651394.0,303355000.0,267444000.0,-74065000.0,-1487000.0,,64013000.0,229935000.0,354805000.0,660818000.0,94888000.0,,28844000.0,28844000.0,3739000.0,3739000.0,-24803000.0,3418000.0,302679000.0,1056762000.0,-95785000.0,26374000.0,299295000.0,110177000.0,178418000.0,52330000.0,121833000.0,174163000.0,110177000.0,-91824000.0,157291000.0,19606000.0,144175000.0,1034439394.0,199185000.0,-3023000.0,-5939000.0,299295000.0,,1175000.0,1175000.0,4198000.0,1175000.0,1175000.0,4807000.0,4198000.0,-18055000.0,-25105000.0,-207000.0,-37704000.0,18353000.0,18353000.0,-25105000.0,10231000.0,-17033000.0,552382000.0,-21140000.0,,518867000.0,2906000.0,19035000.0,62524000.0,9851000.0,3705000.0,75626000.0,3338188.26711,-34870000.0,125525000.0,-30637000.0,1326423000.0,261883391.0,4000.0,6308000.0,7858000.0,,165922000.0,14839000.0,25105000.0,,,60182000.0,28063000.0,33653000.0,37330000.0,24077000.0,15739000.0,,0.0,581356000.0,2059000.0,,1753000.0,4807000.0,0.0,6809000.0,,20396000.0,1231535000.0,39498000.0,-91824000.0,,27749000.0,,261883391.0,-2477000.0,748802000.0,518867000.0,-313811.73289,609000.0,0.12669,24354000.0,-4963000.0,2074984000.0,870635000.0,370041000.0,947987000.0,1357060000.0,1126997000.0,1031975000.0,333392000.0,29911000.0,,1326423000.0,4863000.0,-2477000.0,-2477000.0,64342000.0,249405000.0,2477000.0
