symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfIntangibles,PurchaseOfPPE,TaxesRefundPaid
ENV.MI,2019-12-31,12M,EUR,,,,-1958000.0,,,,,,,,,-1958000.0,,,,,,,,,,,,,,-1.0,,,1.0,,,,,
ENV.MI,2020-12-31,12M,EUR,,2379133.0,-1202865.0,,11569002.0,479700.0,-173.0,-173.0,-4518042.0,3975398.0,-63117.0,11569001.0,0.0,4045622.0,4045622.0,13948134.0,9207694.0,2163845.0,-1005403.0,-1898499.0,-2425224.0,-417876.0,197462.0,10077043.0,10077043.0,-79040.0,100000.0,-784989.0,3366710.0,,114506.0,,-417876.0,-784989.0,526725.0
ENV.MI,2021-12-31,12M,EUR,,13948134.0,-1432536.0,,4556778.0,204984.0,0.0,0.0,3902113.0,-1114160.0,2992937.0,4556777.0,,3898934.0,3898934.0,18504912.0,-4282400.0,9017928.0,-1611287.0,3595539.0,4511674.0,-643167.0,-178751.0,-3443005.0,-3443005.0,-47983.0,,-789369.0,10450464.0,1.0,-36946.0,,-643167.0,-789369.0,-916135.0
ENV.MI,2022-12-31,12M,EUR,,18504912.0,-2124796.0,-1958000.0,-1747418.0,-2921710.0,0.0,3232483.0,598541.0,-2378632.0,-1469318.0,-1747418.0,-1958000.0,3931911.0,3931911.0,16757494.0,-5411562.0,4374083.0,-2834735.0,4164907.0,5404021.0,-515776.0,-709938.0,-3276912.0,-3276912.0,637691.0,-1.0,-1609020.0,6498879.0,,122340.0,-250962.0,-515776.0,-1609020.0,-1239114.0
ENV.MI,2023-12-31,12M,EUR,638955.0,16757494.0,-4417702.0,-2314000.0,-4255429.0,-584649.0,0.0,-242243.0,226185.0,-3027321.0,-3628028.0,-4255429.0,-2314000.0,3267077.0,3906032.0,12502065.0,-6952868.0,262734.0,-1982997.0,4208076.0,5142323.0,-2933634.0,2434705.0,-3511612.0,-3511612.0,-267867.0,,-1484068.0,4680436.0,,222821.0,-28463.0,-2933634.0,-1484068.0,-934247.0
ENV.MI,2023-12-31,TTM,EUR,638955.0,16757494.0,-4417702.0,-2314000.0,-4255429.0,-584649.0,0.0,-242243.0,226185.0,-3027321.0,-3628028.0,-4255429.0,-2314000.0,3267077.0,3906032.0,12502065.0,-6952868.0,262734.0,-1982997.0,4208076.0,5142323.0,-2933634.0,2434705.0,-3511612.0,-3511612.0,-267867.0,,-1484068.0,4680436.0,,222821.0,-28463.0,-2933634.0,-1484068.0,-934247.0
