symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
ENV.MI,2019-12-31,12M,EUR,,,-22490836.0,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,1890499.0,1890499.0,,,,,,,,7810816.0,,,,,,466347.0,,,,-1.0,,-1.0,2.0,,,,19035.0,,,,,,,,,,,,,,,,,,
ENV.MI,2020-12-31,12M,EUR,9782937.0,9089540.0,-24584298.0,6527962.0,-253028.0,8115583.0,4890634.0,4628000.0,13948134.0,13948134.0,13942057.0,6077.0,4628000.0,22778633.0,84127.0,31560080.0,308114.0,3645817.0,3953931.0,16687055.0,,216682.0,3144294.0,5848557.0,7819091.0,9342568.0,44257837.0,6438728.0,42810635.0,,1814376.0,207243.0,4582520.0,16386185.0,20968705.0,1814376.0,23771107.0,0.0,6083868.0,19673539.0,14959542.0,1047698.0,0.0,1005448.0,,17800000.0,692060.0,2062305.0,,1970534.0,,-1.0,603269.0,2025.0,12079777.0,4532.0,10362239.0,5434.0,0.0,3294434.0,-1366519.0,17800000.0,22778633.0,14959542.0,1381652.0,62259792.0,39164818.0,24922636.0,22778633.0,39481159.0,30699712.0,22794104.0,577277.0,14873025.0
ENV.MI,2021-12-31,12M,EUR,11232006.0,11487070.0,-26983038.0,6527962.0,-219663.0,8131303.0,4386508.0,4628000.0,18504912.0,18504912.0,18500671.0,4241.0,4628000.0,26476049.0,129902.0,37505050.0,396411.0,3641932.0,4038343.0,20520005.0,,62290.0,2642733.0,5848557.0,7880108.0,11706733.0,44129162.0,6233744.0,42910868.0,,,207243.0,3990097.0,12792887.0,16782984.0,1994234.0,23997182.0,0.0,,17146124.0,18595941.0,564150.0,56169.0,835393.0,,17800000.0,577752.0,4079346.0,-1.0,2031551.0,,-1.0,700677.0,22025.0,11663532.0,913.0,12158073.0,913.0,0.0,3591011.0,3595539.0,17800000.0,26476049.0,18595941.0,700659.0,65433567.0,39268936.0,20821327.0,26476049.0,38957518.0,27928517.0,18437513.0,904042.0,16985045.0
ENV.MI,2022-12-31,12M,EUR,14579634.0,13820850.0,,6527962.0,-308435.0,3160431.0,4059526.0,4628000.0,16757494.0,16757494.0,16754213.0,3281.0,4628000.0,29382938.0,288388.0,41211683.0,465905.0,3587078.0,4052983.0,24482093.0,,0.0,3828221.0,5848557.0,7821041.0,14129285.0,15398076.0,9155454.0,42175825.0,,,207243.0,3593621.0,9205809.0,12799430.0,2177162.0,7321718.0,0.0,,15398076.0,21561897.0,410441.0,56169.0,584431.0,,17800000.0,546535.0,4100300.0,,1972484.0,,,584253.0,21323.0,4420296.0,,16103539.0,7105.0,0.0,5327233.0,4164907.0,17800000.0,29382938.0,21561897.0,924245.0,67889314.0,38588747.0,16852413.0,29382938.0,38506376.0,26677632.0,14024283.0,1502582.0,16729590.0
ENV.MI,2023-12-31,12M,EUR,14625200.0,15350238.0,,6527962.0,-323435.0,2991192.0,3492068.0,4628000.0,12502065.0,12502065.0,12495394.0,6671.0,4628000.0,31009147.0,90302.0,40209157.0,596625.0,3612057.0,4208682.0,24496044.0,,0.0,4754389.0,5848557.0,10115721.0,15673673.0,13615068.0,9740103.0,40221312.0,,,207243.0,2895443.0,5600108.0,8495551.0,0.0,6433839.0,0.0,,13615068.0,20893426.0,769507.0,140469.0,555968.0,,17800000.0,994857.0,3775395.0,-2.0,4267164.0,,1.0,625643.0,-719.0,3892492.0,,16268949.0,11280.0,0.0,4985714.0,4208869.0,17800000.0,31009147.0,20893426.0,1610614.0,65322822.0,36609255.0,12704233.0,31009147.0,34313675.0,25113665.0,9817631.0,1644468.0,15713113.0
