Codice Isin,ID Strumento,Codice Alfanumerico,Mercato,Capitalizzazione di Mercato,Lotto Minimo,Fase di Mercato,Prezzo Ultimo Contratto,Var %,Var Assoluta,Pr Medio Progr,Data - Ora Ultimo Contratto:,Quantità Ultimo,Quantità Totale,Numero Contratti
IT0001463063,908.403,D,Euronext Growth Milan,70.500.000,50000,Inaccessible,376,-053,-002,376829,19/07/24 - 17.28.05,500,17.500,25
