symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
LMG.MI,2019-12-31,12M,EUR,,,-28151000.0,-807000.0,145000.0,4000.0,27699000.0,10819000.0,,,,4487000.0,,,,,,1494000.0,,,,,,,,,21899000.0,,,,,,,,,16000.0,9325000.0,,,,,,,,,,631000.0,608000.0,,,414000.0,,,,4000.0,,1382000.0,,,,,,,,,,,,,,,,,,,,,21000.0,,,,
LMG.MI,2020-12-31,12M,EUR,8508000.0,13846000.0,-31188000.0,-807000.0,144000.0,4000.0,27554000.0,9956000.0,14878000.0,7565000.0,7565000.0,,7565000.0,14878000.0,36859000.0,61000.0,43655000.0,1813000.0,3128000.0,4941000.0,17604000.0,,,,1051000.0,19895000.0,14653000.0,53596000.0,,80000.0,63840000.0,4000.0,1670000.0,,13852000.0,,8143000.0,23853000.0,31996000.0,1670000.0,,4770000.0,234000.0,19416000.0,22408000.0,16964000.0,421000.0,707000.0,39000.0,1593000.0,426000.0,14855440.0,24000.0,18844000.0,,,1379000.0,7359000.0,9682000.0,11384000.0,198000.0,,0.0,80000.0,11307000.0,14877840.0,36859000.0,16964000.0,12338000.0,88765000.0,60712000.0,36937000.0,37093000.0,51672000.0,45110000.0,34068000.0,1497000.0,19000.0,22400.0,,,26051000.0
LMG.MI,2021-12-31,12M,EUR,12508000.0,18820000.0,-34165000.0,-526000.0,144000.0,4000.0,29103000.0,9977000.0,14878000.0,12105000.0,12105000.0,,12105000.0,14878000.0,39263000.0,61000.0,53553000.0,2115000.0,2372000.0,4487000.0,22117000.0,,,,1051000.0,22974000.0,19346000.0,55268000.0,,128000.0,70559000.0,4000.0,1661000.0,,13865000.0,,7862000.0,28924000.0,36786000.0,1661000.0,,4860000.0,206000.0,19191000.0,21103000.0,16289000.0,310000.0,724000.0,20000.0,1763000.0,465000.0,14855440.0,20000.0,21923000.0,,19000.0,2056000.0,7379000.0,8304000.0,16538000.0,427000.0,,0.0,128000.0,12680000.0,14877840.0,39263000.0,16289000.0,14052000.0,100484000.0,68187000.0,41273000.0,39469000.0,61015000.0,46931000.0,38898000.0,1974000.0,19000.0,22400.0,,,31436000.0
LMG.MI,2022-12-31,12M,EUR,12754000.0,25411000.0,-35591000.0,-526000.0,144000.0,4000.0,26070000.0,6385000.0,14878000.0,5647000.0,5647000.0,,5647000.0,14878000.0,45185000.0,60000.0,58186000.0,491000.0,35918000.0,35918000.0,58716000.0,0.0,0.0,0.0,0.0,36590000.0,25814000.0,12762000.0,0.0,138000.0,86235000.0,0.0,1720000.0,0.0,11688000.0,,5894000.0,5132000.0,5132000.0,1720000.0,152000.0,931000.0,172000.0,35403000.0,12762000.0,8595000.0,106000.0,894000.0,91000.0,0.0,384000.0,14855440.0,932000.0,36590000.0,4000.0,20000.0,2843000.0,83000.0,7846000.0,15749000.0,1772000.0,655000.0,0.0,138000.0,16663000.0,14877840.0,45185000.0,8595000.0,18489000.0,109468000.0,50317000.0,41050000.0,45357000.0,64111000.0,51282000.0,5395000.0,2995000.0,,22400.0,39000.0,0.0,-530000.0
LMG.MI,2023-12-31,12M,EUR,12544000.0,26484000.0,,,,,,,14878000.0,7658000.0,7658000.0,,7658000.0,14878000.0,49471000.0,60000.0,63157000.0,,33340000.0,33340000.0,50524000.0,0.0,0.0,0.0,0.0,29281000.0,,11954000.0,0.0,156000.0,88666000.0,0.0,1785000.0,0.0,11093000.0,,,5855000.0,5855000.0,1785000.0,251000.0,732000.0,139000.0,31537000.0,11954000.0,20190000.0,,,86000.0,0.0,,14855440.0,206000.0,29281000.0,4000.0,28000.0,,69000.0,6438000.0,14690000.0,1502000.0,476000.0,0.0,156000.0,20499000.0,14877840.0,49471000.0,20190000.0,21945000.0,106354000.0,55326000.0,39195000.0,49610000.0,56744000.0,43197000.0,6220000.0,2146000.0,,22400.0,39000.0,0.0,12633000.0
