asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-2444061.0,42509070.0,-251440.0,,80880.0,,,,,,,,,,,-47210.0,,,,,,,,,,0.0,,,0.0,,,,5893319.0,5893319.0,1834041.0,,,,,,,,70275.0,,,,0.0,,,,,,,,-2252850.0,,901697.0,,,,,,,,,,,-557549.0,,,,,309471.0,0.0,,13417793.0,,18588011.0,18588011.0,13417793.0,-9382062.0,309471.0,,,,0.0,,,2833888.0,,,,,,,,,,,4011309.0,4035731.0,,,,,-188675.0,-24422.0,,,1834041.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,433468.0,,,642178.0,,-106826.0,-188675.0,0.0,,,,,-9382062.0,0.0,490180.0,,0.0,7495613.0,0.0,,,,,,,,,,,,,,24481330.0,,,,,,,,,,,,,0.0,58608.0,,
2020-12-31,12M,EUR,8205524.0,17809832.0,-3934472.0,70809750.0,-295710.0,6105530.0,,45098276.0,-0.169889,21647441.0,,-7482079.0,507769.0,53978391.0,53994715.0,53976215.0,2176.0,-1411490.0,32330950.0,47908.0,-88750.0,163533.0,-761535.0,2030839.0,1391995.0,32330950.0,507769.0,,46925796.0,31005493.0,,,7270127.0,77173456.0,5468597.0,5468597.0,1249755.0,,19502039.0,-841785.0,7023930.0,7023930.0,7023930.0,918400.0,168818.0,45098276.0,-0.169889,-7661696.0,,-8018511.0,-994581.0,53978391.0,127680838.0,,43300323.0,-11659962.0,-5248454.0,,3421597.0,16239576.0,18105542.0,6171258.0,20923207.0,,484970.0,484970.0,36114.0,36114.0,,-455891.0,10700.0,46925796.0,-6791490.0,0.0,60777.0,0.0,31005493.0,10368493.0,,27674799.0,27674799.0,10368493.0,-1693901.0,60777.0,33946.0,231061.0,131512276.0,0.0,0.0,31005493.0,,-7661696.0,-7661696.0,-7661696.0,-7661696.0,-7661696.0,-7661696.0,-7661696.0,-6941411.0,-581112.0,675089.0,8358822.0,8358822.0,-581112.0,3936008.0,,2236786.0,-525168.0,-12524.0,30686220.0,362206.0,1886856.0,953882.0,3368195.0,-6144492.0,-12301801.917689,-4177883.0,32530218.0,-11607011.0,28193334.0,50810150.0,,4374410.0,,12817979.0,-3103530.0,5176766.0,3094192.0,,-400027.0,3791442.0,5483217.0,1562802.0,16324.0,-5149911.0,0.0,9173148.0,407221.0,-8503481.0,456980.0,604332.0,-6941411.0,-3572.0,-540668.0,0.0,7270127.0,7023930.0,1561107.0,1708421.0,-1693901.0,,584439.0,-32304866.0,,5889234.0,15500.0,,,50810150.0,5149911.0,46925796.0,30686220.0,509805.082311,-841785.0,0.098993,2138431.0,-1337101.0,102774217.0,46925796.0,33143396.0,46925796.0,39800345.0,55848421.0,25600761.0,36346382.0,-11607011.0,132256.0,28193334.0,967624.0,5149911.0,5149911.0,28896167.0,,10700.0,57671417.0,98355.0
2021-12-31,12M,EUR,5088661.0,15948419.0,-4822684.0,,-307424.0,5317078.0,61482562.0,52425005.0,-0.3,50741045.0,935399.0,-8958810.0,523907.0,26744665.0,26988362.0,26742815.0,1850.0,,-23996382.0,0.0,63185.0,-89305.0,2396981.0,9068258.0,11439119.0,-23996381.0,523907.0,,77291840.0,2658643.0,,,-2329540.0,46696832.0,,,665384.0,459101.0,20769529.0,479440.0,5473312.0,5473312.0,6320605.0,1003527.0,,52425005.0,-0.3,-2938453.0,,-1903073.0,4417532.0,26744664.0,106297640.0,24.062676,-346184.0,5312256.0,,5656803.0,3421597.0,12160327.0,15948419.0,2305196.0,25095104.0,0.0,555940.0,555940.0,216536.0,216536.0,,,0.0,77291840.0,-37921263.0,61482562.0,60777.0,,2658643.0,,,,,,,60777.0,19342.0,236061.0,117617211.0,0.0,0.0,2658643.0,,-2938453.0,-2938453.0,-2938453.0,-2938453.0,-2938453.0,-2938453.0,-2938453.0,-8012288.0,-523529.0,-29248960.0,-3975655.0,-3975655.0,-523529.0,970828.0,,2305196.0,-660015.0,,65131513.0,2693778.0,3082338.0,527153.0,4168802.0,4511251.0,-2867226.56,14271066.0,28982520.0,-3887416.0,22765564.0,52425005.0,,687606.0,337365.0,14919992.0,-673161.0,2483052.0,1.0,42341.0,884239.0,12152744.0,1369797.0,1378189.0,243697.0,519.0,0.0,18020595.0,218786.0,-2459013.0,0.0,,-8263507.0,,-695303.0,,-2329540.0,5473312.0,72294.0,222410.0,,,,-2938453.0,251219.0,,35288.0,13663.0,5670466.0,52425005.0,-93719.0,77291840.0,65131513.0,-22492.56,479440.0,0.24,2163076.0,-309799.0,125572248.0,77291840.0,,77291840.0,26652980.0,48280408.0,78875417.0,27510879.0,-3132173.0,184125.0,22765564.0,779190.0,-93719.0,-93719.0,20101803.0,,0.0,25927303.0,93200.0
2022-12-31,12M,EUR,7109208.0,14883089.0,,,,6553047.0,64216849.0,56828023.0,-0.3,26744664.0,915042.0,-9249481.0,620896.0,10693726.0,10743151.0,10692272.02,1453.0,,-16050941.0,0.0,-560868.0,2158078.0,2518897.0,932037.0,4674298.0,-16050938.0,620896.0,,68722002.0,5916281.0,,0.0,-3280484.0,31521988.0,,,,727155.0,26021728.0,-285282.0,6708742.0,6708742.0,13708743.0,7155696.0,,56828023.0,-0.3,-17048407.0,,-16743842.0,-3035099.0,10693726.0,21273371.0,-7.009119,6342329.0,-8399184.0,,7624203.0,,14856762.0,14883089.0,2172249.0,25188453.0,0.0,589847.0,589847.0,48805.0,48805.0,-8030613.0,,0.0,68722002.0,-23243564.0,64216849.0,,,5916281.0,,307300.0,,,,,,19342.0,44771.0,32592942.0,,0.0,5916281.0,,-17048407.0,-17048407.0,-17048407.0,-17048407.0,-17048407.0,-17048407.0,-17048407.0,-9249481.0,-670358.0,-13994083.0,-1299899.0,-1299899.0,-670358.0,426048.0,,2172249.0,-22749.0,,53865240.0,2343450.0,,383941.0,3794957.0,-3038034.0,-17051293.695068,850297.0,41459786.0,-16271333.0,21907969.0,62089562.0,,904747.0,-2601089.0,14856762.0,8030613.0,6720099.0,,,1792587.0,13143380.0,905136.0,2351924.0,49425.0,1156.0,0.0,20897575.0,840443.0,-17333689.0,0.0,,-9249481.0,-14015846.0,-44512.0,,-3280484.0,6708742.0,143673.0,143673.0,,,,-17048407.0,0.0,21763.0,21763.0,27276.0,7651479.0,62089562.0,-2147.0,68722002.0,53865240.0,48.304932,-285282.0,0.016458,3543824.0,-1229669.0,119728225.0,68722002.0,,68722002.0,38179302.0,51006223.0,88206238.0,24984495.0,-9303076.0,129316.0,21907969.0,644987.0,2935.0,2935.0,18442805.0,,,5500260.0,991.0
2023-12-31,12M,EUR,7181158.0,21615329.0,,,,7210417.0,46784801.0,68924558.0,-0.142995,10693726.0,590234.0,-7120279.0,689246.0,994950.0,1062019.0,993398.0,1552.0,,-9698777.0,0.0,283214.0,-831495.0,92849.0,-6538924.0,-6724252.0,-9698775.0,689246.0,,50123173.0,4051034.0,,0.0,-1930103.0,26463478.0,,,604578.0,826734.0,28124626.0,-54541.0,7359282.0,7359282.0,26241826.0,19031409.0,,68924558.0,-0.142995,-23262877.0,,-22351186.0,3890640.0,994950.0,62769338.0,,-834675.0,-8166709.0,,4404074.0,,14766624.0,21615329.0,1670812.0,25410058.0,0.0,966233.0,966233.0,17009.0,17009.0,,,0.0,50123173.0,-7817670.0,46784801.0,,,4051034.0,,296213.0,,,,,,19341.0,33241.0,66994670.0,,0.0,4051034.0,,-23262877.0,-23262877.0,-23262878.0,-23262877.0,-23262877.0,-23262877.0,-23262877.0,-7120279.0,-1178189.0,-697390.0,,,-1178189.0,-4885709.0,-1.0,1670812.0,,,35356549.0,2909321.0,,379002.0,4065062.0,4209399.0,-22944863.598585,-1046430.0,47133003.0,-21722945.0,23479955.0,68924558.0,-1.0,578180.0,-19632432.0,14766624.0,19807542.0,6319566.0,450152.0,,2046753.0,16188113.0,751124.0,1871903.0,67069.0,1684.0,0.0,24158535.0,,-23317419.0,0.0,,-7120279.0,-1049963.0,,,-1930103.0,7359282.0,148503.0,148503.0,,,,-23262877.0,0.0,352573.0,,909.0,4404983.0,68924558.0,-621560.0,50123173.0,35356549.0,-745.598585,-54541.0,0.002339,1309649.0,1828416.0,96244111.0,50123173.0,,50123173.0,45202900.0,46120938.0,69780633.0,17996312.0,-3509877.0,228965.0,23479955.0,789264.0,-318759.0,-318759.0,10173434.0,,,-1661148.0,619876.0
