symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DerivativeProductLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkInProcess,WorkingCapital
EXAI.MI,2019-12-31,12M,EUR,,,-2444061.0,42509070.0,-251440.0,80880.0,,,,,,,,,,,5893319.0,5893319.0,1834041.0,,,70275.0,901697.0,,,,,,,309471.0,0.0,,18588011.0,18588011.0,309471.0,,,0.0,2833888.0,,,,1834041.0,,,,,,,,,,,,,,433468.0,,0.0,,,,,,,,24481330.0,,,,,,,0.0,58608.0,
EXAI.MI,2020-12-31,12M,EUR,8205524.0,17809832.0,-3934472.0,70809750.0,-295710.0,,,507769.0,53978391.0,53994715.0,53976215.0,2176.0,507769.0,46925796.0,,77173456.0,5468597.0,5468597.0,1249755.0,,19502039.0,168818.0,3421597.0,16239576.0,18105542.0,6171258.0,10700.0,46925796.0,0.0,60777.0,0.0,,27674799.0,27674799.0,60777.0,33946.0,231061.0,0.0,,2236786.0,30686220.0,362206.0,1886856.0,953882.0,3368195.0,50810150.0,4374410.0,,12817979.0,5176766.0,3094192.0,3791442.0,5483217.0,1562802.0,16324.0,9173148.0,407221.0,456980.0,0.0,-32304866.0,50810150.0,46925796.0,30686220.0,2138431.0,102774217.0,46925796.0,33143396.0,46925796.0,55848421.0,25600761.0,36346382.0,967624.0,28896167.0,,10700.0,57671417.0
EXAI.MI,2021-12-31,12M,EUR,5088661.0,15948419.0,-4822684.0,,-307424.0,61482562.0,935399.0,523907.0,26744665.0,26988362.0,26742815.0,1850.0,523907.0,77291840.0,,46696832.0,,,665384.0,459101.0,20769529.0,,3421597.0,12160327.0,15948419.0,2305196.0,0.0,77291840.0,61482562.0,60777.0,,,,,60777.0,19342.0,236061.0,0.0,,2305196.0,65131513.0,2693778.0,3082338.0,527153.0,4168802.0,52425005.0,687606.0,337365.0,14919992.0,2483052.0,1.0,12152744.0,1369797.0,1378189.0,243697.0,18020595.0,218786.0,0.0,,-2938453.0,52425005.0,77291840.0,65131513.0,2163076.0,125572248.0,77291840.0,,77291840.0,48280408.0,78875417.0,27510879.0,779190.0,20101803.0,,0.0,25927303.0
EXAI.MI,2022-12-31,12M,EUR,7109208.0,14883089.0,,,,64216849.0,915042.0,620896.0,10693726.0,10743151.0,10692272.02,1453.0,620896.0,68722002.0,0.0,31521988.0,,,,727155.0,26021728.0,,,14856762.0,14883089.0,2172249.0,0.0,68722002.0,64216849.0,,,307300.0,,,,19342.0,44771.0,,,2172249.0,53865240.0,2343450.0,,383941.0,3794957.0,62089562.0,904747.0,-2601089.0,14856762.0,6720099.0,,13143380.0,905136.0,2351924.0,49425.0,20897575.0,840443.0,0.0,,-17048407.0,62089562.0,68722002.0,53865240.0,3543824.0,119728225.0,68722002.0,,68722002.0,51006223.0,88206238.0,24984495.0,644987.0,18442805.0,,,5500260.0
EXAI.MI,2023-12-31,12M,EUR,7181158.0,21615329.0,,,,46784801.0,590234.0,689246.0,994950.0,1062019.0,993398.0,1552.0,689246.0,50123173.0,0.0,26463478.0,,,604578.0,826734.0,28124626.0,,,14766624.0,21615329.0,1670812.0,0.0,50123173.0,46784801.0,,,296213.0,,,,19341.0,33241.0,,,1670812.0,35356549.0,2909321.0,,379002.0,4065062.0,68924558.0,578180.0,-19632432.0,14766624.0,6319566.0,450152.0,16188113.0,751124.0,1871903.0,67069.0,24158535.0,,0.0,,-23262877.0,68924558.0,50123173.0,35356549.0,1309649.0,96244111.0,50123173.0,,50123173.0,46120938.0,69780633.0,17996312.0,789264.0,10173434.0,,,-1661148.0
