asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfInvestment,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,50282.0,,,,,,,,,,5691922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,4165.0,,,,,,,,20918.0,20918.0,-142152.0,,,,,,,,,,,,,,,,,323789.0,,,,,,,,,,,,,,,-50000.0,,,,,,,,111512.0,,,,,,,,,,,,1.0,-730.0,,,,47000.0,,1.0,-2.0,,,,1418642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1967692.0,6527072.0,,,,,,50282.0,30760000.0,0.191525,5691922.0,-837214.0,1966709.0,500000.0,5596905.0,5596905.0,,5596905.0,,-95017.0,245407.0,-655775.0,43473.0,-2854051.0,-3220946.0,-95017.0,500000.0,13417018.0,,,,6549214.0,28897428.0,138572.0,,138572.0,,19762621.0,,939469.0,939469.0,939469.0,939469.0,,30760000.0,0.191525,5891315.0,0.0,4178104.0,5117573.0,5596905.0,,-662965.0,572000.0,567949.0,4548.0,4548.0,,289798.0,,4053372.0,12586225.0,192838.0,192838.0,140597.0,140597.0,-113676.0,-100000.0,15343848.0,13417018.0,-837215.0,50282.0,,,,,,1828137.0,,1828137.0,,,,249926.0,,,,,,5891315.0,5891315.0,5891315.0,5891315.0,5891315.0,3985266.0,5891315.0,-165719.0,-52241.0,-1.0,-453119.0,-429603.0,-52241.0,27073.0,,4053372.0,-671495.0,-23516.0,13127220.0,3791685.0,13577.0,655934.0,5150643.0,5916448.2,1405163.0,8515648.0,4070577.0,19135439.0,30760000.0,,-1137.0,-1.0,,,19000.0,332196.0,-1.0,1.0,3321625.0,1376172.0,4053372.0,1411740.0,,,0.0,4112137.0,19000.0,3985266.0,,,,,2032000.0,6549214.0,939469.0,,,,,,,5891315.0,,,30760000.0,-33070.0,13417018.0,13127220.0,-7936.8,-1906049.0,0.24,,-554797.0,37082564.0,13417018.0,1966709.0,13417018.0,15064862.0,23665546.0,8185136.0,3902925.0,4037507.0,,19135439.0,768273.0,-33070.0,-33070.0,,,12839848.0,9134807.0,33070.0
2021-12-31,12M,EUR,3340891.0,9635848.0,-2570839.0,0.0,-135583.0,258902.0,258902.0,50000.0,30760000.0,0.158603,5596905.0,-1359415.0,2002077.0,500000.0,1719184.0,2285225.0,,,1719184.0,-3877721.0,-2697656.0,-3102807.0,1373199.0,-3157490.0,-7584754.0,-3877721.0,500000.0,18303411.0,0.0,,162987.0,3044468.0,38677561.0,142002.0,1188171.0,1330173.0,576857.0,22528113.0,1711884.0,759620.0,1018522.0,1018522.0,759620.0,25911.0,30760000.0,0.158603,4878619.0,,6709864.0,7728386.0,1719184.0,,-2492104.0,755392.0,-1385617.0,-150.0,,1561735.0,930893.0,9771431.0,6491145.0,16134097.0,119361.0,119361.0,,,-104965.0,-200000.0,21973596.0,22190373.0,-1359415.0,50000.0,1.0,0.0,0.0,254362.0,266413.0,1860075.0,2698791.0,4558866.0,254362.0,-1226291.0,1.0,,2841564.0,,,0.0,2167778.0,4878619.0,4878619.0,4878619.0,4878619.0,4878619.0,4878619.0,4878619.0,-899997.0,-125208.0,,-971929.0,-971929.0,-125208.0,-1273880.0,,3920306.0,-459418.0,,17372518.0,2716866.0,1154.0,878173.0,7744242.0,4890356.401965,-26202.0,9380344.0,6753753.0,19178565.0,30760000.0,,-1.0,9226.0,,930893.0,,1222976.0,,-1.0,2020023.0,1422983.0,3220181.0,,566041.0,-1781.0,0.0,5436122.0,1070213.0,6590503.0,0.0,0.0,,,2902162.0,3044468.0,1018522.0,149764.0,149764.0,-1226291.0,,780000.0,,7392502.0,58819.0,1620554.0,30760000.0,-60466.0,18303411.0,17372518.0,-4118.598035,1711884.0,0.25975,2355823.0,-1010694.0,46295627.0,21002202.0,5889039.0,18303411.0,12424812.0,27992216.0,7618066.0,5464103.0,6694767.0,5847.0,19178565.0,672248.0,-15856.0,-15856.0,,,18516042.0,16149448.0,62247.0
2022-12-31,12M,EUR,7515577.0,11051575.0,-3213437.0,17565228.0,-191457.0,204752.0,204752.0,50000.0,30760000.0,0.23,1719184.0,-7064771.0,858177.0,4244000.0,25921022.0,25927022.0,,,25921022.0,24201838.0,-2093144.0,2999526.0,4174686.0,-1471720.0,3609348.0,24201838.0,4244000.0,46709543.0,21309228.0,0.0,182382.0,7092723.0,72153297.0,149854.0,207443.0,357297.0,275063.0,35421550.0,963575.0,814733.0,1019485.0,1019485.0,814733.0,58792.0,30760000.0,0.23,6974949.0,,8072812.0,9092297.0,25921022.0,81508832.0,19148094.0,1340526.0,5065408.0,2014.0,,2616732.0,2444787.0,11243032.0,10669461.0,20194764.0,134287.0,134287.0,8487.0,8487.0,-280351.0,-312235.0,29956825.0,47781717.0,-7076435.0,50000.0,1.0,11664.0,21309228.0,25422.0,4152117.0,708323.0,864731.0,1573054.0,25422.0,-2746853.0,11665.0,,3472602.0,106429600.0,-11664.0,21309228.0,,6974949.0,6974949.0,6974950.0,6974949.0,6974949.0,6974949.0,6974950.0,-1718646.0,-119488.0,0.0,-2721431.0,-2721431.0,-119488.0,708522.0,-11664.0,7456024.0,-5346125.0,0.0,44264756.0,2522166.0,52632.0,822367.0,9689740.0,7499874.606816,12130179.0,11741205.0,8453559.0,27287487.0,30760000.0,,322.0,75560.0,,2444787.0,7529428.0,199119.0,-1.0,,2333826.0,1726420.0,2862360.0,3838306.0,6000.0,-504.0,0.0,9485622.0,1020530.0,7938525.0,0.0,0.0,-11664.0,0.0,3906329.0,7092723.0,1019485.0,169407.0,169407.0,-2746853.0,0.0,648000.0,414190.0,9488832.0,162507.0,2779239.0,30760000.0,-594814.0,46709543.0,44264756.0,-72517.393184,963575.0,0.12138,3273960.0,-603900.0,84637938.0,47574274.0,1930351.0,46709543.0,18833928.0,37928395.0,12484641.0,2506845.0,7983549.0,-6312.0,27287487.0,243625.0,-597443.0,-597443.0,,0.0,25022205.0,36731747.0,181128.0
2023-12-31,12M,EUR,5318543.0,8197383.0,-4465274.0,17906682.0,-233809.0,305135.0,,,30753200.0,0.14,25921022.0,-6013630.0,692945.0,4244000.0,24327722.0,28361134.0,-3998800.0,,24327722.0,-1593300.0,-2758056.0,-577856.0,-2197035.0,2811839.0,-2721108.0,-1593300.0,4244000.0,51751044.0,0.0,-192564.0,2112468.0,13358113.0,77815951.0,195470.0,1074394.0,1269864.0,348080.0,37708387.0,1547642.0,1795026.0,1795026.0,1795009.0,1489874.0,23013.0,30753200.0,0.14,4371637.0,,6141751.0,7936777.0,24327722.0,107049879.0,-3880159.0,1707525.0,4509197.0,310.0,,2109545.0,4648039.0,8431192.0,14119332.0,26201223.0,222472.0,222472.0,259217.0,259217.0,,-412235.0,36698950.0,57296769.0,-8235968.0,0.0,1714852.0,0.0,0.0,4985016.0,4169122.0,497475.0,4471331.0,4968806.0,4985016.0,-542060.0,1714852.0,296700.0,3793049.0,119771394.0,0.0,-192564.0,,4371637.0,4371637.0,4371637.0,4371637.0,4371637.0,4371637.0,4371637.0,-2508401.0,75750.0,-2222338.0,4281624.0,4442956.0,75750.0,-3716007.0,,9654058.0,-3505229.0,-161332.0,47103005.0,2375223.0,86851.0,1013267.0,8275702.0,4621947.395949,10522827.0,19451786.0,6749437.0,39559336.0,30710614.0,,,1129922.0,4541666.0,4648039.0,,4845819.0,,360055.0,3817199.0,2393646.0,4044693.0,121114.0,4033412.0,-86523.0,0.0,8161046.0,1328268.0,5919279.0,0.0,296700.0,0.0,-2222338.0,5287833.0,13358113.0,1795026.0,281490.0,281490.0,-542060.0,-192564.0,778000.0,476743.0,6821322.0,237281.0,2346826.0,30760000.0,-432571.0,51751044.0,47103005.0,-88614.604051,1547642.0,0.261458,1983022.0,0.0,96208123.0,56222375.0,6238670.0,51751044.0,32809899.0,44457079.0,18392172.0,6748692.0,6316158.0,-39005.0,39559336.0,448857.0,-338925.0,-338925.0,49386.0,192564.0,30115827.0,40107564.0,42351.0
