asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfDebt,LandAndImprovements,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-4027966000.0,133019000.0,-299710000.0,,,,,,938739000.0,,15007000.0,,,,,788402000.0,,,,,,,,,,0.0,267794000.0,,,15007000.0,81869000.0,96876000.0,,,,,,,,,,,7548000.0,972000.0,,,,,61729000.0,10188000.0,,,,,,1709145000.0,8394688000.0,,182423000.0,,,,,,,,,,,,,160090000.0,,,,,6391567000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,3333000.0,438344000.0,,,,5144000.0,,,,,,,,112290000.0,226274000.0,,,,,,,,636498000.0,,,,,,18913000.0,,0.0,,,,,139359000.0,,,,0.0,,,,,,,,,,,,,,,96876000.0,,,,,,,,,,,63454000.0,,38691000.0,,
2023-03-31,3M,EUR,1714427000.0,1364884000.0,,,,1144000.0,166644000.0,1283075732.0,0.105348,788402000.0,,-190766000.0,,1300931000.0,488427000.0,633647000.0,-1908000.0,,-299975000.0,58112000.0,-14807000.0,-530390000.0,-49266000.0,-536351000.0,-299975000.0,1300931000.0,2876106000.0,0.0,,1481868000.0,2839232000.0,,,,2625159000.0,249045000.0,48766000.0,140331000.0,140331000.0,140331000.0,140331000.0,1283075732.0,0.105348,135170000.0,,0.0,219879000.0,360210000.0,488427000.0,5973891666.0,,10350000.0,38125000.0,-332793000.0,-11554000.0,244211000.0,3121971000.0,,,480619000.0,,27084000.0,27084000.0,6984000.0,6984000.0,-7848000.0,81182000.0,2876106000.0,-196073000.0,2001000.0,176994000.0,213137000.0,5000000.0,,5000000.0,-48000.0,213137000.0,405192000.0,,2264628666.0,454351000.0,-8859000.0,-21570000.0,0.0,,135170000.0,135170000.0,144029000.0,0.0,135170000.0,135170000.0,144029000.0,144029000.0,-20100000.0,16263000.0,4952000.0,4952000.0,-20100000.0,47088000.0,4394752000.0,-190766000.0,-245865000.0,,,345727000.0,144229000.0,89699000.0,,362519000.0,136894823.0,-142027000.0,268028000.0,212591000.0,1962487000.0,1283075732.0,,,2877760000.0,,20306000.0,90341000.0,505422000.0,40277000.0,309631000.0,,721526000.0,145220000.0,0.0,2106954000.0,-2627000.0,,192795000.0,,78594000.0,-21570000.0,-166000.0,-190766000.0,,1481868000.0,140331000.0,-48000.0,0.0,135035000.0,,16429000.0,1300931377.0,-2309000.0,2876106000.0,-245865000.0,-584177.0,48766000.0,0.253,36849000.0,0.0,11373199000.0,2876106000.0,,3330457000.0,1749896000.0,8042742000.0,8533967000.0,5417583000.0,210282000.0,1962487000.0,82896000.0,-2309000.0,-2309000.0,505422000.0,17855645.0,,214073000.0,2309000.0
2023-06-30,3M,EUR,1423228000.0,1113897000.0,-4186889000.0,133019000.0,-318158000.0,1144000.0,21672000.0,,,488427000.0,931022000.0,-165028000.0,14745000.0,1300931000.0,210032000.0,210032000.0,-174392000.0,210032000.0,-278395000.0,7439000.0,980000.0,-262650000.0,272282000.0,18051000.0,-278395000.0,1300931000.0,2764994000.0,,266342000.0,782054000.0,2323122000.0,14745000.0,168281000.0,183026000.0,2348765000.0,207732000.0,7130000.0,31899000.0,146579000.0,146579000.0,31899000.0,,,7897000.0,14750000.0,,44757000.0,191336000.0,210032000.0,1490985820.0,58803000.0,10585000.0,-288249000.0,9661000.0,-5917000.0,248899000.0,3229574000.0,1432055000.0,8572541000.0,395384000.0,84743000.0,23349000.0,23349000.0,146000.0,146000.0,-27364000.0,74120000.0,2933275000.0,-164835000.0,1988000.0,32257000.0,206164000.0,0.0,160306000.0,0.0,-58032000.0,206164000.0,397954000.0,6544281000.0,2182511820.0,424044000.0,-6381000.0,-3008000.0,,,7897000.0,7897000.0,14278000.0,0.0,7897000.0,7897000.0,14278000.0,14278000.0,-27916000.0,1591000.0,-58032000.0,-58032000.0,-27916000.0,-24111000.0,4385652000.0,-165028000.0,-464580000.0,3810000.0,484619000.0,352335000.0,149423000.0,90226000.0,5567000.0,178738000.0,-505197.496263,174689000.0,364924000.0,30460000.0,1177438000.0,1283075732.0,70652000.0,124605000.0,2980675000.0,,19122000.0,22944000.0,148602000.0,82114000.0,168301000.0,670590000.0,439130000.0,,0.0,1720042000.0,-1485000.0,26024000.0,21408000.0,0.0,126117000.0,,-260000.0,-165028000.0,74120000.0,782054000.0,146579000.0,-58032000.0,,142932000.0,,1851000.0,1300931377.0,5112000.0,2764994000.0,-464580000.0,4195802.503737,7130000.0,0.333053,303380000.0,0.0,10962853000.0,2764994000.0,183026000.0,3189038000.0,1146978000.0,7773815000.0,8639731000.0,5425050000.0,37931000.0,1177438000.0,113763000.0,12598000.0,12598000.0,65027000.0,17855645.0,38691000.0,-25643000.0,-969000.0
2023-09-30,3M,EUR,1328337000.0,1053636000.0,,,,1144000.0,168842000.0,,,210032000.0,,-191990000.0,,1300931000.0,266440000.0,440215000.0,-231000.0,,56408000.0,-3359000.0,-16943000.0,-87063000.0,64621000.0,-42744000.0,56408000.0,1300931000.0,2804250000.0,,,991562000.0,2192172000.0,,,,2187561000.0,270576000.0,13217000.0,263083000.0,148403000.0,148403000.0,263083000.0,,,33923000.0,,1603000.0,91421000.0,239824000.0,266440000.0,2314607210.0,,10756000.0,47775000.0,10749000.0,-4227000.0,250141000.0,3260693000.0,,,348674000.0,,40654000.0,40654000.0,15697000.0,15697000.0,-19328000.0,77413000.0,2804250000.0,-194106000.0,1974000.0,179598000.0,211189000.0,95000000.0,,95000000.0,-39000.0,211189000.0,394469000.0,,2341613210.0,427905000.0,-3627000.0,-1373000.0,,,33923000.0,33923000.0,37550000.0,0.0,33923000.0,33923000.0,37550000.0,37550000.0,-20244000.0,-2346000.0,94961000.0,94961000.0,-20244000.0,-23613000.0,4401882000.0,-191990000.0,-456443000.0,,,378090000.0,174081000.0,87865000.0,,239824000.0,33923000.0,202739000.0,267130000.0,81544000.0,1340236000.0,1283075732.0,,,3010552000.0,,28932000.0,139152000.0,562559000.0,54089000.0,346181000.0,,617076000.0,173775000.0,0.0,1692537000.0,-3339000.0,,50767000.0,,80935000.0,,-2626000.0,-191990000.0,,991562000.0,148403000.0,-39000.0,,176855000.0,,280000.0,1300931377.0,115000.0,2804250000.0,-456443000.0,0.0,13217000.0,0.260346,2688000.0,-49081000.0,10969508000.0,2804250000.0,,3232155000.0,1258692000.0,7737353000.0,8777336000.0,5549792000.0,76382000.0,1340236000.0,18019000.0,-7371000.0,-7371000.0,562559000.0,17855645.0,,4611000.0,-4258000.0
2023-12-31,3M,EUR,1561479000.0,1288107000.0,-4320197000.0,133019000.0,-300532000.0,1144000.0,21673000.0,,,266440000.0,966583000.0,-318821000.0,14686000.0,1300931000.0,436134000.0,436134000.0,-49000.0,436134000.0,169694000.0,3324000.0,61685000.0,312268000.0,-329299000.0,47978000.0,169694000.0,1300931000.0,2806301000.0,,211271000.0,1327745000.0,2666687000.0,14686000.0,623557000.0,638243000.0,3195555000.0,331881000.0,27964000.0,-83785000.0,165426000.0,165426000.0,-83785000.0,,,77990000.0,14750000.0,1332000.0,138468000.0,303894000.0,436134000.0,2504502419.0,30611000.0,10914000.0,56403000.0,126073000.0,6685000.0,247420000.0,3379463000.0,1588639000.0,8779709000.0,545458000.0,39039000.0,24095000.0,24095000.0,-3767000.0,-3767000.0,-41310000.0,73877000.0,3429858000.0,-331603000.0,2031000.0,32587000.0,212798000.0,230000000.0,162528000.0,230000000.0,-25348000.0,212798000.0,404882000.0,6724696000.0,2531508419.0,435152000.0,-8419000.0,-13614000.0,,187423000.0,77990000.0,77990000.0,86409000.0,0.0,77990000.0,77990000.0,86409000.0,86409000.0,-51210000.0,-500000.0,204652000.0,204652000.0,-51210000.0,-101891000.0,4459512000.0,-318821000.0,-573162000.0,3860000.0,518414000.0,400092000.0,128186000.0,87329000.0,5958000.0,303894000.0,77990000.0,444894000.0,416618000.0,128840000.0,1873203000.0,1283075732.0,75182000.0,119633000.0,3132043000.0,,35974000.0,23322000.0,,64350000.0,223895000.0,714631000.0,340614000.0,,0.0,1914637000.0,-2075000.0,23313000.0,114373000.0,0.0,117362000.0,,-257000.0,-318821000.0,73877000.0,1327745000.0,165426000.0,-25348000.0,,254845000.0,,-243000.0,1300931377.0,,2806301000.0,-573162000.0,0.0,27964000.0,0.244498,389277000.0,-23290000.0,11686225000.0,2806301000.0,638243000.0,3241453000.0,1744363000.0,8444772000.0,9019539000.0,5249217000.0,139983000.0,1873203000.0,114513000.0,,,59570000.0,17855645.0,38691000.0,-528868000.0,
2024-03-31,3M,EUR,1500577000.0,1397032000.0,,133019000.0,,1144000.0,139679000.0,1283075732.0,0.09521,436134000.0,,-165191000.0,,1300931000.0,542574000.0,1217607000.0,-483000.0,,106440000.0,-4239000.0,-58532000.0,-64641000.0,-118392000.0,-245804000.0,106440000.0,1300931000.0,2959731000.0,0.0,,1000985000.0,3228122000.0,,,,3157241000.0,303016000.0,58815000.0,154840000.0,154840000.0,154840000.0,154840000.0,1283075732.0,0.09521,122161000.0,,207000.0,229036000.0,383876000.0,542574000.0,2403139436.0,,,103808000.0,-10656000.0,-11746000.0,253104000.0,3414787000.0,,,541962000.0,,36282000.0,36282000.0,13021000.0,13021000.0,-19551000.0,78028000.0,2959731000.0,-151903000.0,2017000.0,139679000.0,195760000.0,500000000.0,,500000000.0,-1537000.0,195760000.0,419927000.0,,2430145436.0,456826000.0,-11778000.0,12880000.0,0.0,,122161000.0,122161000.0,133939000.0,0.0,122161000.0,122161000.0,133939000.0,133939000.0,-23261000.0,201000.0,498463000.0,498463000.0,-23261000.0,-370555000.0,4516646000.0,-165191000.0,-455056000.0,,,402271000.0,139857000.0,85008000.0,,383178000.0,121675980.638534,154535000.0,329348000.0,212614000.0,1542947000.0,1283075732.0,,,3161683000.0,10991000.0,24682000.0,151782000.0,581695000.0,42124000.0,418849000.0,,518304000.0,675033000.0,0.0,2059188000.0,-3475000.0,,192754000.0,,73640000.0,,-77000.0,-165191000.0,,1000985000.0,154840000.0,-1537000.0,0.0,122161000.0,12880000.0,278000.0,1300931377.0,698000.0,2959731000.0,-455056000.0,212980.638534,58815000.0,0.30513,16007000.0,0.0,12352732000.0,2959731000.0,,3416557000.0,1330333000.0,8936175000.0,9124610000.0,5778934000.0,213312000.0,1542947000.0,139762000.0,698000.0,698000.0,,17855645.0,,70881000.0,-698000.0
