symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
IRE.MI,2022-12-31,3M,EUR,,,-4027966000.0,133019000.0,-299710000.0,,,938739000.0,15007000.0,,,,788402000.0,,,267794000.0,,15007000.0,81869000.0,96876000.0,,,7548000.0,61729000.0,10188000.0,,,1709145000.0,8394688000.0,182423000.0,,,,,,160090000.0,,,6391567000.0,,,,,3333000.0,438344000.0,,,,5144000.0,,112290000.0,226274000.0,,,,,,636498000.0,,,,18913000.0,0.0,139359000.0,,,,,,,,96876000.0,,,,,,63454000.0,,38691000.0,
IRE.MI,2023-03-31,3M,EUR,1714427000.0,1364884000.0,,,,1144000.0,166644000.0,,,1300931000.0,488427000.0,633647000.0,,1300931000.0,2876106000.0,,2839232000.0,,,,2625159000.0,249045000.0,,,10350000.0,244211000.0,3121971000.0,,,,81182000.0,2876106000.0,2001000.0,176994000.0,213137000.0,,213137000.0,405192000.0,,454351000.0,,4394752000.0,-245865000.0,,,345727000.0,144229000.0,89699000.0,,1283075732.0,,,2877760000.0,,90341000.0,505422000.0,309631000.0,,721526000.0,145220000.0,2106954000.0,,,,135035000.0,1300931377.0,2876106000.0,-245865000.0,36849000.0,11373199000.0,2876106000.0,,3330457000.0,8042742000.0,8533967000.0,5417583000.0,82896000.0,505422000.0,17855645.0,,214073000.0
IRE.MI,2023-06-30,3M,EUR,1423228000.0,1113897000.0,-4186889000.0,133019000.0,-318158000.0,1144000.0,21672000.0,931022000.0,14745000.0,1300931000.0,210032000.0,210032000.0,210032000.0,1300931000.0,2764994000.0,266342000.0,2323122000.0,14745000.0,168281000.0,183026000.0,2348765000.0,207732000.0,14750000.0,58803000.0,10585000.0,248899000.0,3229574000.0,1432055000.0,8572541000.0,84743000.0,74120000.0,2933275000.0,1988000.0,32257000.0,206164000.0,160306000.0,206164000.0,397954000.0,6544281000.0,424044000.0,,4385652000.0,-464580000.0,3810000.0,484619000.0,352335000.0,149423000.0,90226000.0,5567000.0,1283075732.0,70652000.0,124605000.0,2980675000.0,,22944000.0,148602000.0,168301000.0,670590000.0,439130000.0,,1720042000.0,26024000.0,0.0,74120000.0,142932000.0,1300931377.0,2764994000.0,-464580000.0,303380000.0,10962853000.0,2764994000.0,183026000.0,3189038000.0,7773815000.0,8639731000.0,5425050000.0,113763000.0,65027000.0,17855645.0,38691000.0,-25643000.0
IRE.MI,2023-09-30,3M,EUR,1328337000.0,1053636000.0,,,,1144000.0,168842000.0,,,1300931000.0,266440000.0,440215000.0,,1300931000.0,2804250000.0,,2192172000.0,,,,2187561000.0,270576000.0,,,10756000.0,250141000.0,3260693000.0,,,,77413000.0,2804250000.0,1974000.0,179598000.0,211189000.0,,211189000.0,394469000.0,,427905000.0,,4401882000.0,-456443000.0,,,378090000.0,174081000.0,87865000.0,,1283075732.0,,,3010552000.0,,139152000.0,562559000.0,346181000.0,,617076000.0,173775000.0,1692537000.0,,,,176855000.0,1300931377.0,2804250000.0,-456443000.0,2688000.0,10969508000.0,2804250000.0,,3232155000.0,7737353000.0,8777336000.0,5549792000.0,18019000.0,562559000.0,17855645.0,,4611000.0
IRE.MI,2023-12-31,3M,EUR,1561479000.0,1288107000.0,-4320197000.0,133019000.0,-300532000.0,1144000.0,21673000.0,966583000.0,14686000.0,1300931000.0,436134000.0,436134000.0,436134000.0,1300931000.0,2806301000.0,211271000.0,2666687000.0,14686000.0,623557000.0,638243000.0,3195555000.0,331881000.0,14750000.0,30611000.0,10914000.0,247420000.0,3379463000.0,1588639000.0,8779709000.0,39039000.0,73877000.0,3429858000.0,2031000.0,32587000.0,212798000.0,162528000.0,212798000.0,404882000.0,6724696000.0,435152000.0,187423000.0,4459512000.0,-573162000.0,3860000.0,518414000.0,400092000.0,128186000.0,87329000.0,5958000.0,1283075732.0,75182000.0,119633000.0,3132043000.0,,23322000.0,,223895000.0,714631000.0,340614000.0,,1914637000.0,23313000.0,0.0,73877000.0,254845000.0,1300931377.0,2806301000.0,-573162000.0,389277000.0,11686225000.0,2806301000.0,638243000.0,3241453000.0,8444772000.0,9019539000.0,5249217000.0,114513000.0,59570000.0,17855645.0,38691000.0,-528868000.0
IRE.MI,2024-03-31,3M,EUR,1500577000.0,1397032000.0,,133019000.0,,1144000.0,139679000.0,,,1300931000.0,542574000.0,1217607000.0,,1300931000.0,2959731000.0,,3228122000.0,,,,3157241000.0,303016000.0,,,,253104000.0,3414787000.0,,,,78028000.0,2959731000.0,2017000.0,139679000.0,195760000.0,,195760000.0,419927000.0,,456826000.0,,4516646000.0,-455056000.0,,,402271000.0,139857000.0,85008000.0,,1283075732.0,,,3161683000.0,10991000.0,151782000.0,581695000.0,418849000.0,,518304000.0,675033000.0,2059188000.0,,,,122161000.0,1300931377.0,2959731000.0,-455056000.0,16007000.0,12352732000.0,2959731000.0,,3416557000.0,8936175000.0,9124610000.0,5778934000.0,139762000.0,,17855645.0,,70881000.0
