symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IRE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,19359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,35530000.0,19359000.0,,,,,,,,,,,
IRE.MI,2020-12-31,12M,EUR,163612000.0,1291894000.0,0.19,2278538000.0,440793000.0,277181000.0,1291894000.0,0.19,239172000.0,429822000.0,870615000.0,14171000.0,1375842000.0,60531000.0,60531000.0,16521000.0,16521000.0,-30113000.0,239172000.0,239172000.0,269285000.0,0.0,239172000.0,239172000.0,269285000.0,-62755000.0,-62755000.0,863881000.0,234262914.0,961233000.0,414609000.0,3654380000.0,1495000.0,135687000.0,-3770000.0,0.0,369291000.0,2278538000.0,440793000.0,,14171000.0,-691000.0,1824914.0,100006000.0,0.271,3239771000.0,415413000.0,18745000.0,3654380000.0,6734000.0,6734000.0,4461000.0
IRE.MI,2021-12-31,12M,EUR,195999000.0,1283304000.0,0.24,3368703000.0,478320000.0,282321000.0,1283304000.0,0.24,303172000.0,477202000.0,955522000.0,,1509775000.0,53593000.0,53593000.0,8728000.0,8728000.0,-30229000.0,303172000.0,303172000.0,333401000.0,0.0,303172000.0,303172000.0,333401000.0,-47097000.0,-47097000.0,974250000.0,317910936.0,1038262000.0,471513000.0,4878478000.0,1608000.0,144872000.0,-5707000.0,0.0,423609000.0,3368703000.0,478320000.0,,,-19037000.0,-3989064.0,90208000.0,0.213,4406965000.0,453676000.0,2232000.0,4878478000.0,-18728000.0,-18728000.0,24744000.0
IRE.MI,2022-12-31,12M,EUR,217128000.0,1283076000.0,0.18,6195730000.0,522591000.0,305463000.0,1283076000.0,0.18,226017000.0,459942000.0,982533000.0,,1503596000.0,61145000.0,61145000.0,9926000.0,9926000.0,-43929000.0,226017000.0,226017000.0,269946000.0,0.0,226017000.0,226017000.0,269946000.0,-55417000.0,-55417000.0,978854000.0,223526317.0,1066761000.0,436835000.0,7699326000.0,1937000.0,148903000.0,-23362000.0,0.0,398797000.0,6195730000.0,522591000.0,,,27081000.0,1188317.0,128851000.0,0.323,7262491000.0,463735000.0,4198000.0,7699326000.0,3679000.0,3679000.0,-3719000.0
IRE.MI,2023-09-30,TTM,EUR,,1283075732.0,0.208055,,,,1283075732.0,0.208055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE.MI,2023-12-31,12M,EUR,249211000.0,1283076000.0,0.2,4583229000.0,600677000.0,351466000.0,1283076000.0,0.2,254845000.0,494288000.0,1094965000.0,,1770135000.0,115182000.0,115182000.0,19060000.0,19060000.0,-27166000.0,254845000.0,254845000.0,282011000.0,0.0,254845000.0,254845000.0,282011000.0,-119470000.0,-119470000.0,1059066000.0,228136144.0,1316638000.0,453497000.0,6353364000.0,1999000.0,240830000.0,-9625000.0,0.0,379106000.0,4583229000.0,600677000.0,,,15888000.0,9190144.0,97095000.0,0.256,5899867000.0,464640000.0,23348000.0,6353364000.0,35899000.0,35899000.0,-6263000.0
IRE.MI,2023-12-31,TTM,EUR,,1283076000.0,0.2,,,,1283076000.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE.MI,2024-03-31,TTM,EUR,,1283075732.0,0.189861,4102346000.0,615186000.0,365975000.0,1283075732.0,0.189861,241836000.0,503445000.0,1118631000.0,,1831478000.0,124380000.0,124380000.0,25097000.0,25097000.0,-30085000.0,241836000.0,241836000.0,271921000.0,0.0,241836000.0,241836000.0,271921000.0,-122631000.0,-122631000.0,1079725000.0,213926912.044109,1377958000.0,453520000.0,5933824000.0,,242677000.0,,0.0,379065000.0,4102346000.0,615186000.0,,,18895000.0,10996912.044109,107144000.0,0.282653,5480304000.0,467670000.0,,5933824000.0,38906000.0,38906000.0,-9270000.0
