symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfBusiness,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,ShortTermDebtPayments,StockBasedCompensation,TaxesRefundPaid
ETH.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,-12321000.0,,
ETH.MI,2020-12-31,12M,EUR,,30687000.0,-4270000.0,10535000.0,3067000.0,-198000.0,161000.0,-504000.0,-5090000.0,-2564000.0,11752000.0,1700000.0,4193000.0,4193000.0,-1217000.0,41222000.0,13456000.0,-882000.0,-61000.0,-485000.0,5000.0,-5092000.0,20996000.0,20996000.0,-7055000.0,80000.0,,132000.0,132000.0,-4270000.0,-909000.0,13941000.0,13941000.0,,2000.0,-7055000.0,3388000.0,480000.0,205000.0,282000.0,,-4270000.0,-909000.0,-506000.0,-7055000.0,80000.0,,2000.0,,442000.0,-1336000.0
ETH.MI,2021-12-31,12M,EUR,2745000.0,41222000.0,-5326000.0,-9518000.0,83000.0,-342000.0,-785000.0,2317000.0,5273000.0,6546000.0,-10054000.0,2419000.0,1829000.0,4574000.0,536000.0,31704000.0,-8059000.0,-2047000.0,0.0,-489000.0,1000.0,-5274000.0,2301000.0,2301000.0,-9871000.0,0.0,0.0,-10408000.0,-10408000.0,-3673000.0,34000.0,-7570000.0,-7570000.0,,-1636000.0,0.0,3279000.0,488000.0,-55000.0,135000.0,0.0,-3673000.0,-1653000.0,-1653000.0,-9871000.0,0.0,34000.0,17000.0,,182000.0,-888000.0
ETH.MI,2022-12-31,12M,EUR,3784000.0,31704000.0,-3889000.0,-13594000.0,-6841000.0,-36000.0,-87000.0,5691000.0,-6569000.0,-7842000.0,-13399000.0,2335000.0,1828000.0,5612000.0,-195000.0,18110000.0,1605000.0,-5497000.0,0.0,-492000.0,9000.0,-13396000.0,7143000.0,7143000.0,-5046000.0,-9450000.0,0.0,-1619000.0,-1619000.0,-3660000.0,45000.0,2097000.0,7143000.0,-127000.0,-213000.0,-5046000.0,-1608000.0,483000.0,-164000.0,-553000.0,-9450000.0,-3660000.0,-16000.0,-229000.0,-5046000.0,,61000.0,16000.0,-5046000.0,261000.0,-55000.0
ETH.MI,2023-12-31,12M,EUR,3731000.0,18110000.0,-3151000.0,-6682000.0,4279000.0,-364000.0,698000.0,-7200000.0,-714000.0,-3301000.0,-3390000.0,0.0,1918000.0,5649000.0,-3292000.0,11428000.0,-2186000.0,-1243000.0,,-1060000.0,-8000.0,-3112000.0,5410000.0,5410000.0,,0.0,,-3118000.0,-3118000.0,-2753000.0,47000.0,-1126000.0,5410000.0,,-398000.0,-6536000.0,1908000.0,1068000.0,-220000.0,-100000.0,0.0,-2753000.0,-4000.0,-398000.0,-6536000.0,,51000.0,,-6536000.0,268000.0,0.0
ETH.MI,2024-03-31,TTM,EUR,,16053000.0,,-6729000.0,,,,,,,-3534000.0,,,,-3195000.0,12519000.0,-5687000.0,2077000.0,,,,-3075000.0,,,,,,-7463000.0,,,,,,,,,5228000.0,,,,,,,,,,,,,,
