asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RestrictedCash,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-7567000000.0,,,143514000000.0,,,,2387000000.0,,1407000000.0,,,,-275000000.0,4953000000.0,,,,,-18317000000.0,,,,,,,,,145000000.0,,,297000000.0,3068000000.0,3365000000.0,,,,,,,823000000.0,,,,,,,,,-31.850941,-0.630074,5764000000.0,42573000000.0,,129000000.0,,,671000000.0,,2178000000.0,,,346000000.0,,,,,,,,,,263000000.0,3000000.0,77000000.0,1110000000.0,8931000000.0,10041000000.0,,,2946000000.0,,,,,0.0,6811000000.0,,,,,,,,,,,,,0.0,,,,133000000.0,,,,,4060000000.0,,,,,,,,,-4000000.0,9270000000.0,1000000.0,1146000000.0,-1000000.0,,,-2000000.0,,575000000.0,,,,,,720000000.0,,0.0,,,,9000000.0,,,3755000000.0,,,,,,,,,,,,,,13406000000.0,,,,,,,,,,,1862000000.0,,,20000000.0,,
2023-03-31,3M,EUR,1992000000.0,2315000000.0,,,99000000.0,,1298795181.0,0.415,4983000000.0,,-112000000.0,,1306000000.0,8705000000.0,37902000000.0,-1000000.0,,8705000000.0,14000000.0,-1133000000.0,-5000000.0,4434000000.0,-4096000000.0,-36000000.0,-44000000.0,332000000.0,-1132000000.0,1306000000.0,-1000000.0,9276000000.0,,2640000000.0,43041000000.0,,,,92297000000.0,622000000.0,127000000.0,226000000.0,208000000.0,208000000.0,,1298795181.0,0.415,539000000.0,806000000.0,1032000000.0,0.0,3850000000.0,-13958821428.0,-13.52599,-2.829682,,,-39000000.0,,-1109000000.0,,,1799000000.0,,3699000000.0,2293000000.0,,29000000.0,29000000.0,34000000.0,34000000.0,163000000.0,9276000000.0,-96000000.0,30000000.0,199959000000.0,,,,,,,272000000.0,148008000000.0,,12222178572.0,44000000.0,-1000000.0,0.0,,,539000000.0,539000000.0,540000000.0,539000000.0,539000000.0,540000000.0,540000000.0,5000000.0,13000000.0,-39000000.0,-39000000.0,5000000.0,1000000.0,3699000000.0,-109000000.0,7477000000.0,,,2271000000.0,794000000.0,676000000.0,,1032000000.0,539000000.0,-997000000.0,1526000000.0,767000000.0,4933000000.0,1298574009.0,-1000000.0,2000000.0,1942000000.0,,,,-2095000000.0,4019000000.0,1919000000.0,83000000.0,,3699000000.0,823000000.0,29197000000.0,0.0,2316000000.0,,777000000.0,,0.0,-1000000.0,-112000000.0,,2640000000.0,226000000.0,,7603000000.0,14000000.0,3000000.0,1306110000.0,0.0,9276000000.0,7477000000.0,0.0,237000000.0,0.305019,1836000000.0,262939000000.0,9276000000.0,,9320000000.0,4166000000.0,253619000000.0,219898000000.0,161322000000.0,767000000.0,4933000000.0,324000000.0,0.0,0.0,,7535991.0,63000000.0,,-49256000000.0,0.0
2023-06-30,3M,EUR,1392000000.0,2329000000.0,-7754000000.0,-561000000.0,,151090000000.0,,,3850000000.0,2438000000.0,-137000000.0,1360000000.0,1306000000.0,7484000000.0,39014000000.0,-572000000.0,3458000000.0,4026000000.0,,-343000000.0,-6000000.0,,49000000.0,-159000000.0,-439000000.0,-5027000000.0,-343000000.0,1306000000.0,,9403000000.0,123000000.0,2503000000.0,45508000000.0,292000000.0,2270000000.0,2562000000.0,91274000000.0,694000000.0,228000000.0,228000000.0,243000000.0,46000000.0,888000000.0,,,598000000.0,859000000.0,1102000000.0,0.0,3507000000.0,-14769474453.0,-13.402427,-3.114609,5446000000.0,44665000000.0,-737000000.0,132000000.0,503000000.0,,806000000.0,1917000000.0,2890000000.0,11425000000.0,2239000000.0,89000000.0,5000000.0,5000000.0,58000000.0,58000000.0,168000000.0,20184000000.0,-246000000.0,29000000.0,195755000000.0,280000000.0,3000000.0,85000000.0,1068000000.0,8511000000.0,9579000000.0,284000000.0,150390000000.0,2967000000.0,12845525547.0,115000000.0,-2000000.0,-95000000.0,,3297000000.0,598000000.0,598000000.0,600000000.0,598000000.0,598000000.0,600000000.0,600000000.0,42000000.0,-19000000.0,-109000000.0,-109000000.0,42000000.0,-22000000.0,3671000000.0,-133000000.0,7486000000.0,133000000.0,,3157000000.0,1917000000.0,670000000.0,3827000000.0,1069000000.0,574814988.290398,640000000.0,1463000000.0,776000000.0,4742000000.0,1295434202.0,0.0,1000000.0,,,1111000000.0,,-550000000.0,208000000.0,3000000.0,59000000.0,67558000000.0,5812000000.0,348000000.0,31530000000.0,0.0,70026000000.0,499000000.0,854000000.0,0.0,-95000000.0,-5000000.0,-137000000.0,8000000.0,2503000000.0,228000000.0,,7578000000.0,-14000000.0,4000000.0,1306110000.0,32000000.0,9403000000.0,7486000000.0,9814988.290398,254000000.0,0.297424,3559000000.0,266222000000.0,17914000000.0,12141000000.0,9518000000.0,3966000000.0,256704000000.0,220712000000.0,165430000000.0,799000000.0,4742000000.0,1076000000.0,33000000.0,33000000.0,1707000000.0,10675798.0,94000000.0,28000000.0,-45766000000.0,-34000000.0
2023-09-30,3M,EUR,1973000000.0,2262000000.0,,,,,1297945205.0,0.292,3507000000.0,,-143000000.0,,1306000000.0,5002000000.0,39448000000.0,0.0,,9831000000.0,,1495000000.0,0.0,,-477000000.0,101000000.0,393000000.0,-189000000.0,1494000000.0,1306000000.0,,8941000000.0,,1234000000.0,45586000000.0,,,,90398000000.0,515000000.0,217000000.0,217000000.0,200000000.0,200000000.0,,1297945205.0,0.292,379000000.0,580000000.0,797000000.0,0.0,5002000000.0,-13960111875.0,-17.515824,-4.244485,,,-101000000.0,,1609000000.0,,,1905000000.0,,3668000000.0,2055000000.0,,30000000.0,30000000.0,35000000.0,35000000.0,168000000.0,8941000000.0,-157000000.0,28000000.0,196353000000.0,,,,,,,291000000.0,709000000.0,,12912888125.0,114000000.0,-3000000.0,0.0,0.0,,379000000.0,379000000.0,382000000.0,379000000.0,379000000.0,382000000.0,382000000.0,5000000.0,-14000000.0,-101000000.0,-101000000.0,5000000.0,0.0,3668000000.0,-142000000.0,7036000000.0,,146324000000.0,3316000000.0,1910000000.0,631000000.0,,807000000.0,385945454.545455,1752000000.0,1505000000.0,550000000.0,3289000000.0,1295434202.0,,1000000.0,1916000000.0,,,,1515000000.0,3607000000.0,1794000000.0,42000000.0,,3668000000.0,1229000000.0,34446000000.0,0.0,2287000000.0,,550000000.0,,0.0,-15000000.0,-143000000.0,,1234000000.0,217000000.0,,7962000000.0,1000000.0,1000000.0,1306110000.0,-10000000.0,8941000000.0,7036000000.0,-3054545.454545,168000000.0,0.305455,2478000000.0,261235000000.0,8941000000.0,,9055000000.0,2739000000.0,252180000000.0,215648000000.0,161782000000.0,539000000.0,3289000000.0,314000000.0,-10000000.0,-10000000.0,,10675798.0,94000000.0,,-44812000000.0,10000000.0
2023-12-31,3M,EUR,1689000000.0,2405000000.0,-7963000000.0,,,154418000000.0,,,5002000000.0,2542000000.0,-454000000.0,,1306000000.0,8120000000.0,40309000000.0,-310000000.0,4143000000.0,3977000000.0,,-791000000.0,-4000000.0,,3395000000.0,119000000.0,-559000000.0,7145000000.0,-791000000.0,1306000000.0,,10322000000.0,203000000.0,7733000000.0,45963000000.0,,,,90429000000.0,554000000.0,211000000.0,211000000.0,269000000.0,-103000000.0,,,,406000000.0,525000000.0,794000000.0,0.0,4211000000.0,-13562413575.0,,,4180000000.0,47058000000.0,-315000000.0,136000000.0,-435000000.0,21000000.0,796000000.0,2062000000.0,2405000000.0,11773000000.0,2264000000.0,77000000.0,-21000000.0,-21000000.0,35000000.0,35000000.0,172000000.0,10322000000.0,-495000000.0,28000000.0,201476000000.0,290000000.0,4000000.0,85000000.0,,,,294000000.0,156120000000.0,3052000000.0,13310586425.0,117000000.0,-5000000.0,0.0,0.0,,406000000.0,406000000.0,411000000.0,406000000.0,406000000.0,1205000000.0,411000000.0,47000000.0,-46000000.0,-5000000.0,375000000.0,47000000.0,0.0,3810000000.0,24000000.0,8260000000.0,150000000.0,,2109000000.0,900000000.0,647000000.0,4033000000.0,786000000.0,399978021.978022,19000000.0,1782000000.0,482000000.0,9997000000.0,1295434202.0,,,,,1266000000.0,,-3059000000.0,233000000.0,2000000.0,128000000.0,633000000.0,5891000000.0,346000000.0,32189000000.0,0.0,3424000000.0,682000000.0,546000000.0,0.0,0.0,-46000000.0,19000000.0,8000000.0,7733000000.0,211000000.0,,8027000000.0,0.0,5000000.0,1306110000.0,-2000000.0,10322000000.0,8260000000.0,1978021.978022,135000000.0,0.247253,2654000000.0,270827000000.0,10322000000.0,,10439000000.0,9515000000.0,260388000000.0,224863000000.0,169959000000.0,515000000.0,9997000000.0,1102000000.0,8000000.0,8000000.0,1897000000.0,10675798.0,94000000.0,28000000.0,-44466000000.0,7000000.0
2024-03-31,3M,EUR,1396000000.0,2269000000.0,-8091000000.0,,89000000.0,,1296875000.0,0.384,4211000000.0,2576000000.0,-81000000.0,,1306000000.0,6019000000.0,39627000000.0,,,6019000000.0,21000000.0,1251000000.0,-1000000.0,2497000000.0,-335000000.0,-401000000.0,402000000.0,2198000000.0,1252000000.0,1306000000.0,0.0,10922000000.0,182000000.0,3002000000.0,47757000000.0,,,,88619000000.0,598000000.0,130000000.0,219000000.0,201000000.0,201000000.0,,1296875000.0,0.384,498000000.0,757000000.0,976000000.0,0.0,5462000000.0,-11839486086.0,,,,,40000000.0,139000000.0,1206000000.0,,796000000.0,2018000000.0,,11839000000.0,2253000000.0,,34000000.0,34000000.0,44000000.0,44000000.0,174000000.0,10922000000.0,-75000000.0,27000000.0,204042000000.0,298000000.0,4000000.0,85000000.0,,,,302000000.0,775000000.0,3081000000.0,15033513914.0,121000000.0,-3000000.0,0.0,,,498000000.0,498000000.0,501000000.0,498000000.0,498000000.0,501000000.0,501000000.0,10000000.0,4000000.0,40000000.0,40000000.0,10000000.0,,3748000000.0,-79000000.0,8904000000.0,147000000.0,157045000000.0,2595000000.0,1542000000.0,624000000.0,,988000000.0,506315352.697095,1287000000.0,1537000000.0,716000000.0,5255000000.0,1295434202.0,-1000000.0,,,,1222000000.0,,-1643000000.0,4180000000.0,,61000000.0,647000000.0,5915000000.0,933000000.0,33608000000.0,0.0,3384000000.0,611000000.0,723000000.0,0.0,0.0,-1000000.0,-81000000.0,8000000.0,3002000000.0,219000000.0,3194000000.0,8525000000.0,5000000.0,2000000.0,1306110000.0,-12000000.0,10922000000.0,8904000000.0,-3684647.302905,222000000.0,0.307054,1560000000.0,271449000000.0,10922000000.0,,11043000000.0,4539000000.0,260406000000.0,223693000000.0,171787000000.0,706000000.0,5255000000.0,1341000000.0,-12000000.0,-12000000.0,1789000000.0,10675798.0,94000000.0,27000000.0,-40862000000.0,12000000.0
