symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
PST.MI,2022-12-31,3M,EUR,,,-7567000000.0,,143514000000.0,2387000000.0,1407000000.0,,,,4953000000.0,,,,145000000.0,,297000000.0,3068000000.0,3365000000.0,,,823000000.0,5764000000.0,42573000000.0,129000000.0,671000000.0,,2178000000.0,,346000000.0,,,,,263000000.0,3000000.0,77000000.0,1110000000.0,8931000000.0,10041000000.0,,,2946000000.0,,6811000000.0,,,133000000.0,,,,,4060000000.0,,-4000000.0,9270000000.0,1000000.0,1146000000.0,-1000000.0,,-2000000.0,575000000.0,,,,,720000000.0,0.0,9000000.0,3755000000.0,,,,,,,,13406000000.0,,,,,,1862000000.0,,,20000000.0,
PST.MI,2023-03-31,3M,EUR,1992000000.0,2315000000.0,,,,,,1306000000.0,8705000000.0,37902000000.0,,8705000000.0,1306000000.0,9276000000.0,,43041000000.0,,,,92297000000.0,622000000.0,,,,,,1799000000.0,,3699000000.0,,163000000.0,9276000000.0,30000000.0,199959000000.0,,,,,,,272000000.0,148008000000.0,,44000000.0,,3699000000.0,7477000000.0,,,2271000000.0,794000000.0,676000000.0,,1298574009.0,2000000.0,1942000000.0,,,,4019000000.0,1919000000.0,,3699000000.0,823000000.0,29197000000.0,2316000000.0,,,,,7603000000.0,1306110000.0,9276000000.0,7477000000.0,1836000000.0,262939000000.0,9276000000.0,,9320000000.0,253619000000.0,219898000000.0,161322000000.0,324000000.0,,7535991.0,63000000.0,,-49256000000.0
PST.MI,2023-06-30,3M,EUR,1392000000.0,2329000000.0,-7754000000.0,-561000000.0,151090000000.0,2438000000.0,1360000000.0,1306000000.0,7484000000.0,39014000000.0,3458000000.0,4026000000.0,1306000000.0,9403000000.0,123000000.0,45508000000.0,292000000.0,2270000000.0,2562000000.0,91274000000.0,694000000.0,888000000.0,5446000000.0,44665000000.0,132000000.0,806000000.0,1917000000.0,2890000000.0,11425000000.0,89000000.0,168000000.0,20184000000.0,29000000.0,195755000000.0,280000000.0,3000000.0,85000000.0,1068000000.0,8511000000.0,9579000000.0,284000000.0,150390000000.0,2967000000.0,115000000.0,3297000000.0,3671000000.0,7486000000.0,133000000.0,,3157000000.0,1917000000.0,670000000.0,3827000000.0,1295434202.0,1000000.0,,,1111000000.0,,208000000.0,3000000.0,67558000000.0,5812000000.0,348000000.0,31530000000.0,70026000000.0,499000000.0,0.0,8000000.0,,7578000000.0,1306110000.0,9403000000.0,7486000000.0,3559000000.0,266222000000.0,17914000000.0,12141000000.0,9518000000.0,256704000000.0,220712000000.0,165430000000.0,1076000000.0,1707000000.0,10675798.0,94000000.0,28000000.0,-45766000000.0
PST.MI,2023-09-30,3M,EUR,1973000000.0,2262000000.0,,,,,,1306000000.0,5002000000.0,39448000000.0,,9831000000.0,1306000000.0,8941000000.0,,45586000000.0,,,,90398000000.0,515000000.0,,,,,,1905000000.0,,3668000000.0,,168000000.0,8941000000.0,28000000.0,196353000000.0,,,,,,,291000000.0,709000000.0,,114000000.0,,3668000000.0,7036000000.0,,146324000000.0,3316000000.0,1910000000.0,631000000.0,,1295434202.0,1000000.0,1916000000.0,,,,3607000000.0,1794000000.0,,3668000000.0,1229000000.0,34446000000.0,2287000000.0,,,,,7962000000.0,1306110000.0,8941000000.0,7036000000.0,2478000000.0,261235000000.0,8941000000.0,,9055000000.0,252180000000.0,215648000000.0,161782000000.0,314000000.0,,10675798.0,94000000.0,,-44812000000.0
PST.MI,2023-12-31,3M,EUR,1689000000.0,2405000000.0,-7963000000.0,,154418000000.0,2542000000.0,,1306000000.0,8120000000.0,40309000000.0,4143000000.0,3977000000.0,1306000000.0,10322000000.0,203000000.0,45963000000.0,,,,90429000000.0,554000000.0,,4180000000.0,47058000000.0,136000000.0,796000000.0,2062000000.0,2405000000.0,11773000000.0,77000000.0,172000000.0,10322000000.0,28000000.0,201476000000.0,290000000.0,4000000.0,85000000.0,,,,294000000.0,156120000000.0,3052000000.0,117000000.0,,3810000000.0,8260000000.0,150000000.0,,2109000000.0,900000000.0,647000000.0,4033000000.0,1295434202.0,,,,1266000000.0,,233000000.0,2000000.0,633000000.0,5891000000.0,346000000.0,32189000000.0,3424000000.0,682000000.0,0.0,8000000.0,,8027000000.0,1306110000.0,10322000000.0,8260000000.0,2654000000.0,270827000000.0,10322000000.0,,10439000000.0,260388000000.0,224863000000.0,169959000000.0,1102000000.0,1897000000.0,10675798.0,94000000.0,28000000.0,-44466000000.0
PST.MI,2024-03-31,3M,EUR,1396000000.0,2269000000.0,-8091000000.0,,,2576000000.0,,1306000000.0,6019000000.0,39627000000.0,,6019000000.0,1306000000.0,10922000000.0,182000000.0,47757000000.0,,,,88619000000.0,598000000.0,,,,139000000.0,796000000.0,2018000000.0,,11839000000.0,,174000000.0,10922000000.0,27000000.0,204042000000.0,298000000.0,4000000.0,85000000.0,,,,302000000.0,775000000.0,3081000000.0,121000000.0,,3748000000.0,8904000000.0,147000000.0,157045000000.0,2595000000.0,1542000000.0,624000000.0,,1295434202.0,,,,1222000000.0,,4180000000.0,,647000000.0,5915000000.0,933000000.0,33608000000.0,3384000000.0,611000000.0,0.0,8000000.0,3194000000.0,8525000000.0,1306110000.0,10922000000.0,8904000000.0,1560000000.0,271449000000.0,10922000000.0,,11043000000.0,260406000000.0,223693000000.0,171787000000.0,1341000000.0,1789000000.0,10675798.0,94000000.0,27000000.0,-40862000000.0
