symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
PST.MI,2019-12-31,12M,EUR,,,,-544000000.0,,,1279000000.0,,,,2133000000.0,,,,,,219000000.0,4296000000.0,4515000000.0,,,5540000000.0,,,,,,,,,,,,,,0.0,,,1060000000.0,7364000000.0,8424000000.0,,,,,6024000000.0,,,,,,,,,,5053000000.0,,,,,,,,,,,,548000000.0,,,,,,,,,,,12939000000.0,,,,,,,,,,
PST.MI,2020-12-31,12M,EUR,1376000000.0,2373000000.0,-6956000000.0,-544000000.0,180978000000.0,2015000000.0,1235000000.0,1306000000.0,7543000000.0,37652000000.0,,7543000000.0,1306000000.0,11502000000.0,103000000.0,41441000000.0,216000000.0,7727000000.0,7943000000.0,84231000000.0,771000000.0,8146000000.0,75000000.0,40081000000.0,128000000.0,23000000.0,755000000.0,2917000000.0,10290000000.0,4000000.0,165000000.0,28383000000.0,31000000.0,221059000000.0,613000000.0,,2000000.0,76000000.0,1019000000.0,9154000000.0,10173000000.0,615000000.0,154419000000.0,2549000000.0,5000000.0,9338000000.0,3334000000.0,10747000000.0,6000000.0,1123000000.0,1229000000.0,1049000000.0,3759000000.0,1300852035.0,,6979000000.0,,732000000.0,,54000000.0,1576000000.0,59793000000.0,5547000000.0,442000000.0,30109000000.0,61765000000.0,696000000.0,545000000.0,0.0,26000000.0,1705000000.0,6327000000.0,1306110000.0,11502000000.0,10747000000.0,805000000.0,272357000000.0,20656000000.0,18116000000.0,11507000000.0,260850000000.0,230916000000.0,176619000000.0,596000000.0,1551000000.0,5257965.0,40000000.0,11000000.0,-42790000000.0
PST.MI,2021-12-31,12M,EUR,1424000000.0,2508000000.0,-7176000000.0,-529000000.0,176085000000.0,2148000000.0,1166000000.0,1306000000.0,10844000000.0,43171000000.0,7931000000.0,10844000000.0,1306000000.0,12102000000.0,93000000.0,48076000000.0,219000000.0,6861000000.0,7080000000.0,94090000000.0,575000000.0,5421000000.0,800000000.0,44341000000.0,128000000.0,75000000.0,873000000.0,2508000000.0,10559000000.0,76000000.0,155000000.0,27684000000.0,32000000.0,220426000000.0,275000000.0,,2000000.0,76000000.0,947000000.0,8721000000.0,9668000000.0,277000000.0,159782000000.0,2599000000.0,8000000.0,4738000000.0,3383000000.0,11229000000.0,7000000.0,1245000000.0,953000000.0,942000000.0,3939000000.0,1300877079.0,,8208000000.0,,798000000.0,,50000000.0,1749000000.0,69589000000.0,5643000000.0,455000000.0,32327000000.0,71706000000.0,719000000.0,,0.0,16000000.0,5369000000.0,7237000000.0,1306110000.0,12102000000.0,11229000000.0,1711000000.0,284728000000.0,20823000000.0,16748000000.0,12110000000.0,272618000000.0,236651000000.0,178528000000.0,693000000.0,1722000000.0,5232921.0,40000000.0,11000000.0,-46014000000.0
PST.MI,2022-12-31,12M,EUR,1681000000.0,2178000000.0,-7567000000.0,,143514000000.0,2387000000.0,1407000000.0,1306000000.0,8944000000.0,44777000000.0,4953000000.0,3991000000.0,1306000000.0,7834000000.0,145000000.0,50146000000.0,297000000.0,3068000000.0,3365000000.0,97550000000.0,551000000.0,823000000.0,5764000000.0,42573000000.0,129000000.0,671000000.0,1817000000.0,2178000000.0,11306000000.0,346000000.0,157000000.0,7834000000.0,31000000.0,186087000000.0,263000000.0,,3000000.0,77000000.0,1110000000.0,8931000000.0,10041000000.0,267000000.0,142184000000.0,2946000000.0,44000000.0,6811000000.0,3739000000.0,6017000000.0,133000000.0,2601000000.0,815000000.0,715000000.0,4060000000.0,1298574009.0,-4000000.0,9270000000.0,1000000.0,1146000000.0,-1000000.0,44000000.0,-2000000.0,575000000.0,5751000000.0,316000000.0,35833000000.0,2974000000.0,720000000.0,,0.0,9000000.0,3755000000.0,7100000000.0,1306110000.0,7834000000.0,6017000000.0,2376000000.0,262074000000.0,7834000000.0,13406000000.0,7878000000.0,254196000000.0,211929000000.0,156646000000.0,718000000.0,1862000000.0,7535991.0,63000000.0,20000000.0,-47404000000.0
PST.MI,2023-12-31,12M,EUR,1689000000.0,2405000000.0,-7963000000.0,,154418000000.0,2542000000.0,,1306000000.0,8120000000.0,40309000000.0,4143000000.0,3977000000.0,1306000000.0,10322000000.0,203000000.0,45963000000.0,,,,90429000000.0,554000000.0,,4180000000.0,47058000000.0,136000000.0,796000000.0,2062000000.0,2405000000.0,11773000000.0,77000000.0,172000000.0,10322000000.0,28000000.0,201476000000.0,290000000.0,,4000000.0,85000000.0,,,,294000000.0,156120000000.0,3052000000.0,117000000.0,,3810000000.0,8260000000.0,150000000.0,2109000000.0,900000000.0,647000000.0,4033000000.0,1295434202.0,,,,1266000000.0,,233000000.0,2000000.0,633000000.0,5891000000.0,346000000.0,32189000000.0,3424000000.0,682000000.0,,0.0,8000000.0,,8027000000.0,1306110000.0,10322000000.0,8260000000.0,2654000000.0,270827000000.0,10322000000.0,,10439000000.0,260388000000.0,224863000000.0,169959000000.0,1102000000.0,1897000000.0,10675798.0,94000000.0,28000000.0,-44466000000.0
