symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
PST.MI,2020-12-31,12M,EUR,276000000.0,1302049622.0,0.927,21979000000.0,718000000.0,442000000.0,1302049622.0,0.927,1207000000.0,1622000000.0,2340000000.0,,7883000000.0,-18000000.0,46000000.0,46000000.0,127000000.0,127000000.0,1000000.0,1207000000.0,1207000000.0,1206000000.0,1207000000.0,1207000000.0,1206000000.0,74000000.0,74000000.0,2414000000.0,1263617400.0,6314000000.0,1569000000.0,29862000000.0,115000000.0,-12000000.0,0.0,1576000000.0,21979000000.0,700000000.0,98000000.0,0.0,,-65000000.0,-17382600.0,370000000.0,0.2349,28293000000.0,1524000000.0,7000000.0,29862000000.0,-74000000.0,-74000000.0,95000000.0
PST.MI,2021-12-31,12M,EUR,345000000.0,1299835255.0,1.214,23329000000.0,803000000.0,458000000.0,1299835255.0,1.214,1578000000.0,2208000000.0,3011000000.0,,8310000000.0,-13000000.0,40000000.0,40000000.0,129000000.0,129000000.0,-2000000.0,1578000000.0,1578000000.0,1580000000.0,1578000000.0,1578000000.0,1580000000.0,93000000.0,93000000.0,2873000000.0,1477439400.0,6393000000.0,1917000000.0,31639000000.0,195000000.0,59000000.0,0.0,2168000000.0,23329000000.0,803000000.0,124000000.0,-225000000.0,,135000000.0,37439400.0,588000000.0,0.2713,29722000000.0,1846000000.0,-4000000.0,31639000000.0,138000000.0,138000000.0,44000000.0
PST.MI,2022-12-31,12M,EUR,4000000.0,1299835255.0,1.214,3786000000.0,773000000.0,769000000.0,1299835255.0,1.214,1578000000.0,2478000000.0,3308000000.0,-10000000.0,8528000000.0,-6000000.0,45000000.0,45000000.0,155000000.0,155000000.0,-5000000.0,1578000000.0,1578000000.0,1583000000.0,1578000000.0,1578000000.0,1583000000.0,65000000.0,65000000.0,3458000000.0,1675335000.0,6007000000.0,2521000000.0,12314000000.0,492000000.0,26000000.0,0.0,2433000000.0,3786000000.0,830000000.0,137000000.0,0.0,-10000000.0,-152000000.0,-52665000.0,850000000.0,0.3511,9793000000.0,2396000000.0,45000000.0,12314000000.0,-150000000.0,-150000000.0,126000000.0
PST.MI,2023-09-30,TTM,EUR,,1298483677.0,1.222,,,,1298483677.0,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PST.MI,2023-12-31,12M,EUR,372000000.0,1296021578.0,1.483,11188000000.0,886000000.0,514000000.0,1296021578.0,1.483,1922000000.0,2790000000.0,3676000000.0,-22000000.0,8879000000.0,3000000.0,63000000.0,63000000.0,156000000.0,156000000.0,-11000000.0,1922000000.0,1922000000.0,1933000000.0,1922000000.0,1922000000.0,1933000000.0,84000000.0,84000000.0,3664000000.0,1913493200.0,6271000000.0,2608000000.0,20067000000.0,305000000.0,-8000000.0,0.0,2727000000.0,11188000000.0,882000000.0,163000000.0,,-22000000.0,2000000.0,3493200.0,794000000.0,0.2911,17459000000.0,2620000000.0,9000000.0,20067000000.0,12000000.0,12000000.0,3000000.0
PST.MI,2023-12-31,TTM,EUR,,1296021578.0,1.483,,,,1296021578.0,1.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PST.MI,2024-03-31,TTM,EUR,,1295541533.0,1.452,11550000000.0,879000000.0,507000000.0,1295541533.0,1.452,1881000000.0,2741000000.0,3620000000.0,,8839000000.0,,68000000.0,68000000.0,166000000.0,166000000.0,-13000000.0,1881000000.0,1881000000.0,1894000000.0,1881000000.0,1881000000.0,1894000000.0,89000000.0,89000000.0,3620000000.0,1881000000.0,6282000000.0,2557000000.0,20389000000.0,283000000.0,,0.0,2673000000.0,11550000000.0,875000000.0,,,,-10000000.0,0.0,779000000.0,0.291433,17832000000.0,2559000000.0,,20389000000.0,0.0,0.0,15000000.0
