symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,TaxesRefundPaid
GPI.MI,2019-12-31,12M,EUR,,,,-4422000.0,-5243000.0,,,,-5243000.0,,-793000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-793000.0,,
GPI.MI,2020-12-31,12M,EUR,12665000.0,53241000.0,-13379000.0,,,27364000.0,-24865000.0,27364000.0,,0.0,,888000.0,5908000.0,18573000.0,80605000.0,31997000.0,-3027000.0,-3978000.0,215000.0,-14985000.0,0.0,84752000.0,84752000.0,-27672000.0,-17961000.0,0.0,11992000.0,12384000.0,-8215000.0,16140000.0,57080000.0,57080000.0,-24672000.0,1000.0,-5164000.0,19173000.0,10352000.0,-1000.0,7756000.0,562000.0,-17961000.0,-8215000.0,0.0,-5164000.0,-27672000.0,,16140000.0,-968000.0
GPI.MI,2021-12-31,12M,EUR,15428000.0,80605000.0,-20639000.0,,-7991000.0,-39234000.0,-25981000.0,-39234000.0,-7991000.0,22333000.0,,5435000.0,6455000.0,21883000.0,41371000.0,-15940000.0,-7893000.0,-5665000.0,201000.0,-36040000.0,22333000.0,22000000.0,22000000.0,-39826000.0,-9551000.0,22333000.0,11047000.0,11258000.0,-14257000.0,-6052000.0,-12292000.0,-17826000.0,-17770000.0,1000.0,-6382000.0,5534000.0,12746000.0,,9369000.0,1882000.0,-9551000.0,-14257000.0,-6052000.0,-6382000.0,-39826000.0,,,-5435000.0
GPI.MI,2022-12-31,12M,EUR,19371000.0,41371000.0,-25262000.0,,-9239000.0,135683000.0,-29405000.0,135684000.0,-9239000.0,137489000.0,,6727000.0,6636000.0,26007000.0,177054000.0,195012000.0,-19684000.0,-8487000.0,640000.0,-64906000.0,137489000.0,155817000.0,155817000.0,-102832000.0,-30589000.0,137489000.0,9722000.0,9528000.0,-15463000.0,-9696000.0,74138000.0,52985000.0,-9440000.0,1000.0,-9799000.0,21153000.0,5578000.0,-1000.0,10908000.0,1065000.0,-30589000.0,-15463000.0,-9696000.0,-9799000.0,-102832000.0,,,-10766000.0
GPI.MI,2023-12-31,12M,EUR,29797000.0,-762000.0,-50764000.0,,-14405000.0,-136269000.0,-46099000.0,-136269000.0,-14405000.0,0.0,,6704000.0,9786000.0,39583000.0,-137031000.0,74300000.0,-31383000.0,-14411000.0,1229000.0,-229950000.0,0.0,80495000.0,80495000.0,-68083000.0,-172734000.0,0.0,7189000.0,6776000.0,-32002000.0,-7682000.0,73721000.0,12412000.0,15886000.0,1000.0,-18762000.0,61309000.0,19381000.0,,21650000.0,10069000.0,-172734000.0,-32002000.0,-7682000.0,-18762000.0,-68083000.0,,,-4886000.0
GPI.MI,2023-12-31,TTM,EUR,29797000.0,-762000.0,-50764000.0,,-14405000.0,-136269000.0,-46099000.0,-136269000.0,-14405000.0,0.0,,6704000.0,9786000.0,39583000.0,-137031000.0,74300000.0,-31383000.0,-14411000.0,1229000.0,-229950000.0,0.0,80495000.0,80495000.0,-68083000.0,-172734000.0,0.0,7189000.0,6776000.0,-32002000.0,-7682000.0,73721000.0,12412000.0,15886000.0,1000.0,-18762000.0,61309000.0,19381000.0,177054000.0,21650000.0,10069000.0,-172734000.0,-32002000.0,-7682000.0,-18762000.0,-68083000.0,,,-4886000.0
