symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,TaxesRefundPaid
ENY.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,-127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ENY.MI,2020-12-31,12M,EUR,,-454000.0,-775000.0,,-3411000.0,,,-3411000.0,-774000.0,,,253000.0,253000.0,,,1383000.0,-2157000.0,,-116000.0,,-454000.0,,,0.0,1338000.0,1835000.0,,,1499000.0,1499000.0,,,-454000.0,,-1703000.0,,,,,,-454000.0,,,,-381000.0
ENY.MI,2021-12-31,12M,EUR,782288.0,-201432.0,2728827.0,-1900094.0,-37380.0,-187264.0,-6962811.0,-9087549.0,1212284.0,,-41766.0,279388.0,279388.0,3547.0,1994615.0,560276.0,706593.0,12450.0,-173000.0,-93813.0,-256017.0,,-743044.0,-41766.0,7366620.0,7366620.0,,-27356.0,-32349.0,-743044.0,634391.0,-27229.0,-201432.0,710695.0,908025.0,43.0,147032.0,89000.0,,-27356.0,-201432.0,-743044.0,-41766.0,,2178467.0
ENY.MI,2022-12-31,12M,EUR,1994615.0,-5930453.0,27936676.0,-54698439.0,1334302.0,14305124.0,-13326594.0,-52385607.0,13968338.0,27300000.0,,594754.0,594754.0,,15962953.0,46599206.0,-32533184.0,,,-586658.0,-6028137.0,27300000.0,-552116.0,27300000.0,22607650.0,22607650.0,-4329739.0,-97684.0,14449206.0,-552116.0,4850000.0,,-1600714.0,15001322.0,-26602731.0,44.0,609695.0,96132.0,-4329739.0,-97684.0,-1600714.0,-552116.0,,,2628690.0
ENY.MI,2023-12-31,12M,EUR,15962953.0,-7367303.0,5742748.0,4433807.0,-1933141.0,-5601498.0,18406506.0,15305674.0,2871374.0,1169.0,,1224579.0,1224579.0,,18834327.0,-5480406.0,9376027.0,,,-1414396.0,-8391550.0,1169.0,-4377528.0,1169.0,5609200.0,5609200.0,-1598710.0,-1024247.0,-13281575.0,-4377528.0,7800000.0,,-5768593.0,-8904047.0,16743330.0,,1907946.0,116587.0,-1598710.0,-1026947.0,-5768593.0,-4377528.0,,2700.0,-5859609.0
ENY.MI,2023-12-31,TTM,EUR,15962953.0,-7367303.0,5742748.0,4433807.0,-1933141.0,-5601498.0,18406506.0,15305674.0,2871374.0,1169.0,,1224579.0,1224579.0,,18834327.0,-5480406.0,9376027.0,,,-1414396.0,-8391550.0,1169.0,-4377528.0,1169.0,5609200.0,5609200.0,-1598710.0,-1024247.0,-13281575.0,-4377528.0,7800000.0,,-5768593.0,-8904047.0,16743330.0,,1907946.0,116587.0,-1598710.0,-1026947.0,-5768593.0,-4377528.0,,2700.0,-5859609.0
