symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
RAT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,21225000.0,,,,,,641000.0,,,,,,,,,,,,,,135000.0,,78000.0,,,,,,,,,,75000.0,,,,,,,,,,,,,,,,,,,,
RAT.MI,2020-12-31,12M,EUR,15124000.0,13749000.0,-87845000.0,16834000.0,-918000.0,623000.0,11115000.0,55087000.0,55087000.0,55087000.0,11115000.0,60034000.0,5560000.0,93874000.0,11137000.0,11137000.0,32813000.0,171000.0,8906000.0,3439000.0,14667000.0,128035000.0,23362000.0,114123000.0,623000.0,15000.0,638000.0,27389000.0,42952000.0,42952000.0,15000.0,1099000.0,58839000.0,180000.0,,40190000.0,56595000.0,3809000.0,337000.0,4778000.0,,27350000.0,,71000.0,,3439000.0,10000.0,260000.0,327000.0,5945000.0,36247000.0,215000.0,,21079000.0,408000.0,0.0,3998000.0,28804000.0,27350000.0,60034000.0,56595000.0,1053000.0,142520000.0,102986000.0,54089000.0,60214000.0,82306000.0,48646000.0,49493000.0,10000.0,322000.0,10448000.0,61061000.0
RAT.MI,2021-12-31,12M,EUR,18636000.0,16723000.0,-90654000.0,16834000.0,,688000.0,11115000.0,42797000.0,42802000.0,42797000.0,11115000.0,62565000.0,3308000.0,85489000.0,12392000.0,12392000.0,36866000.0,89000.0,8416000.0,4034000.0,,131870000.0,23536000.0,105777000.0,688000.0,157000.0,,28832000.0,30820000.0,30820000.0,157000.0,1034000.0,62170000.0,164000.0,415000.0,41216000.0,58531000.0,3564000.0,352000.0,3884000.0,,27350000.0,,81000.0,1000.0,4034000.0,13000.0,456000.0,344000.0,5464000.0,37560000.0,307000.0,5000.0,24139000.0,295000.0,0.0,4086000.0,31679000.0,27350000.0,62565000.0,58531000.0,1826000.0,136029000.0,93385000.0,43212000.0,62729000.0,73300000.0,50540000.0,36434000.0,39000.0,,11021000.0,48623000.0
RAT.MI,2022-12-31,12M,EUR,22959000.0,15682000.0,-94594000.0,16834000.0,,720000.0,11115000.0,35412000.0,36116000.0,35412000.0,11115000.0,63333000.0,2697000.0,88108000.0,20104000.0,20104000.0,49790000.0,4000.0,10146000.0,5301000.0,,136022000.0,32972000.0,105060000.0,720000.0,160000.0,,29433000.0,21623000.0,21623000.0,160000.0,945000.0,65206000.0,125000.0,6315000.0,41428000.0,58032000.0,3503000.0,590000.0,3290000.0,,27350000.0,,186000.0,,5301000.0,35000.0,734000.0,627000.0,6445000.0,38686000.0,1248000.0,704000.0,29408000.0,353000.0,0.0,5547000.0,31416000.0,27350000.0,63333000.0,58032000.0,1737000.0,140323000.0,84956000.0,41727000.0,63458000.0,76865000.0,52215000.0,27075000.0,4000.0,,17244000.0,38318000.0
RAT.MI,2023-12-31,12M,EUR,21210000.0,12378000.0,-97653000.0,16834000.0,,718000.0,11115000.0,17936000.0,18298000.0,17936000.0,11115000.0,58465000.0,2463000.0,66920000.0,10048000.0,10048000.0,37110000.0,12000.0,12602000.0,6955000.0,,137473000.0,33091000.0,87708000.0,718000.0,18000.0,,30120000.0,19195000.0,19195000.0,18000.0,861000.0,65156000.0,92000.0,11307000.0,39820000.0,51510000.0,4327000.0,482000.0,3072000.0,,27350000.0,,85000.0,,6955000.0,14000.0,507000.0,461000.0,5645000.0,39734000.0,1475000.0,362000.0,26907000.0,349000.0,0.0,5640000.0,26686000.0,27350000.0,58465000.0,51510000.0,1329000.0,119738000.0,77660000.0,29243000.0,58557000.0,61181000.0,52818000.0,24071000.0,52000.0,,14835000.0,29810000.0
